semel,ballot,lat,lng,coord_src,stat95,valid
70,750,31.7959019,34.6561088,k17_join,70223,336
70,760,31.8000542,34.648899,k17_join,70233,416
70,770,31.8000542,34.648899,k17_join,70233,369
70,790,31.7975184,34.6455291,k17_join,70232,342
70,800,31.7975184,34.6455291,k17_join,70232,441
70,810,31.7975184,34.6455291,k17_join,70232,465
70,820,31.8009438,34.6447934,k17_join,70241,318
70,830,31.8009438,34.6447934,k17_join,70241,442
70,840,31.7978977,34.6430433,k17_join,70242,471
70,850,31.7978977,34.6430433,k17_join,70242,436
70,860,31.7978977,34.6430433,k17_join,70242,407
70,870,31.7969027,34.6392846,k17_join,70243,363
70,880,31.7959006,34.6416486,k17_join,70242,384
70,890,31.7743069,34.6327585,k17_join,70335,476
70,900,31.8034685,34.6408315,k17_join,70244,319
70,910,31.7979912,34.6416305,k17_join,70243,311
70,920,31.8034685,34.6408315,k17_join,70244,473
70,930,31.7959006,34.6416486,k17_join,70242,427
70,940,31.7882108,34.6539711,k17_join,70212,440
70,950,31.7882108,34.6539711,k17_join,70212,402
70,960,31.7849107,34.6532131,k17_join,70213,398
70,970,31.7882108,34.6539711,k17_join,70212,364
70,980,31.7894358,34.6509183,k17_join,70214,489
70,990,31.7849295,34.6519234,k17_join,70213,374
70,1000,31.8034685,34.6408315,k17_join,70244,447
70,1010,31.7849107,34.6532131,k17_join,70213,412
70,1020,31.7834507,34.6324979,k17_join,70333,375
70,1030,31.7834507,34.6324979,k17_join,70333,389
70,1040,31.7743069,34.6327585,k17_join,70335,398
70,1050,31.7743069,34.6327585,k17_join,70335,403
70,1060,31.7743069,34.6327585,k17_join,70335,361
70,1070,31.7804857,34.6305062,k17_join,70333,355
70,1080,31.7743069,34.6327585,k17_join,70335,357
70,1090,31.7812903,34.6337332,k17_join,70332,409
70,1100,31.7804857,34.6305062,k17_join,70333,366
70,1110,31.8009438,34.6447934,k17_join,70241,392
70,1120,31.8009438,34.6447934,k17_join,70241,409
70,1130,31.7834507,34.6324979,k17_join,70333,378
70,1140,31.7743069,34.6327585,k17_join,70335,425
70,1150,31.7894358,34.6509183,k17_join,70214,487
70,1160,31.7979912,34.6416305,k17_join,70243,236
70,1170,31.7979912,34.6416305,k17_join,70243,435
70,1180,31.7876174,34.6521473,k17_join,70214,432
70,1190,31.7812903,34.6337332,k17_join,70332,294
70,1200,31.7743069,34.6327585,k17_join,70335,443
70,1210,31.7719274,34.6294075,k17_join,70335,387
70,1220,31.7721612,34.6332497,k17_join,70323,508
70,1230,31.7719274,34.6294075,k17_join,70335,506
70,1240,31.7835191,34.6602701,k17_join,70211,439
70,1250,31.7839118,34.6619389,k17_join,70211,329
70,1260,31.7835191,34.6602701,k17_join,70211,442
70,1270,31.7839118,34.6619389,k17_join,70211,452
70,1280,31.7839118,34.6619389,k17_join,70211,309
70,1290,31.7839118,34.6619389,k17_join,70211,429
70,1300,31.7839118,34.6619389,k17_join,70211,324
70,1310,31.7798719,34.6479491,k17_join,70322,490
70,1320,31.7798719,34.6479491,k17_join,70322,481
70,1330,31.7798719,34.6479491,k17_join,70322,440
70,1340,31.7813822,34.6476268,k17_join,70322,408
70,1350,31.7813822,34.6476268,k17_join,70322,366
70,1360,31.7777126,34.642004,k17_join,70326,481
70,1370,31.7777126,34.642004,k17_join,70326,387
70,1380,31.7766001,34.6470757,k17_join,70325,381
70,1390,31.7790922,34.6441848,k17_join,70325,367
70,1400,31.774209,34.641044,k17_join,70326,522
70,1410,31.7908887,34.6605642,k17_join,70137,554
70,1420,31.774209,34.641044,k17_join,70326,323
70,1430,31.7777126,34.642004,k17_join,70326,431
70,1440,31.7777126,34.642004,k17_join,70326,475
70,1450,31.7766001,34.6470757,k17_join,70325,436
70,1460,31.7790922,34.6441848,k17_join,70325,413
70,1470,31.7766001,34.6470757,k17_join,70325,314
70,1480,31.774209,34.641044,k17_join,70326,494
70,1490,31.7790922,34.6441848,k17_join,70325,420
70,1500,31.7790922,34.6441848,k17_join,70325,446
70,1510,31.7798719,34.6479491,k17_join,70322,342
70,1520,31.7782639,34.6495797,k17_join,70322,398
70,1530,31.7813822,34.6476268,k17_join,70322,350
70,1540,31.7815489,34.6523845,k17_join,70321,451
70,1550,31.7782639,34.6495797,k17_join,70322,486
70,1560,31.7813822,34.6476268,k17_join,70322,356
70,1570,31.7766001,34.6470757,k17_join,70325,416
70,1580,31.7815489,34.6523845,k17_join,70321,369
70,1590,31.7876174,34.6521473,k17_join,70214,352
70,1600,31.7849107,34.6532131,k17_join,70213,351
70,1610,31.7849295,34.6519234,k17_join,70213,513
70,1620,31.7894358,34.6509183,k17_join,70214,682
70,1630,31.7901332,34.6468172,k17_join,70313,491
70,1640,31.79227,34.6443124,k17_join,70313,538
70,1650,31.79227,34.6443124,k17_join,70313,325
70,1660,31.7896836,34.6462423,k17_join,70313,465
70,1670,31.7896836,34.6462423,k17_join,70313,402
70,1680,31.79227,34.6443124,k17_join,70313,443
70,1690,31.7896836,34.6462423,k17_join,70313,277
70,1700,31.7812903,34.6337332,k17_join,70332,311
70,1710,31.7896836,34.6462423,k17_join,70313,448
70,1720,31.7743069,34.6327585,k17_join,70335,484
70,1730,31.7743069,34.6327585,k17_join,70335,392
70,1740,31.7834507,34.6324979,k17_join,70333,350
70,1750,31.7743069,34.6327585,k17_join,70335,365
70,1760,31.7743069,34.6327585,k17_join,70335,328
70,1770,31.7950076,34.6462743,k17_join,70232,317
70,1780,31.7804857,34.6305062,k17_join,70333,359
70,1790,31.7812903,34.6337332,k17_join,70332,343
70,1810,31.7908887,34.6605642,k17_join,70137,725
70,1820,31.7908887,34.6605642,k17_join,70137,703
70,1830,31.789185,34.663259,k17_join,70137,675
70,1840,31.789185,34.663259,k17_join,70137,609
70,1850,31.789185,34.663259,k17_join,70137,543
70,1860,31.789185,34.663259,k17_join,70137,490
70,1890,31.7839118,34.6619389,k17_join,70211,408
70,1900,31.7835191,34.6602701,k17_join,70211,411
70,1910,31.7839118,34.6619389,k17_join,70211,387
70,1920,31.7839118,34.6619389,k17_join,70211,493
70,1930,31.7835191,34.6602701,k17_join,70211,329
70,1940,31.7839118,34.6619389,k17_join,70211,368
70,1980,31.7721612,34.6332497,k17_join,70323,315
70,1990,31.7719274,34.6294075,k17_join,70335,298
70,2000,31.7719274,34.6294075,k17_join,70335,409
70,2010,31.7719274,34.6294075,k17_join,70335,355
70,2020,31.7721612,34.6332497,k17_join,70323,463
70,2030,31.7721612,34.6332497,k17_join,70323,469
70,2040,31.7721612,34.6332497,k17_join,70323,283
70,2050,31.8009438,34.6447934,k17_join,70241,453
70,2060,31.7974812,34.6512344,k17_join,70231,344
70,2070,31.7969027,34.6392846,k17_join,70243,311
70,2080,31.8125649,34.6459036,k17_join,70111,263
70,2100,31.8019409,34.6640555,k17_join,70134,316
70,2110,31.8029048,34.6603894,k17_join,70135,440
70,2120,31.8019409,34.6640555,k17_join,70134,533
70,2170,31.778308,34.634934,k17_join,70331,456
70,2180,31.782087,34.6403985,k17_join,70331,294
70,2190,31.782087,34.6403985,k17_join,70331,366
70,2200,31.782087,34.6403985,k17_join,70331,323
70,2210,31.782087,34.6403985,k17_join,70331,275
70,2230,31.7979912,34.6416305,k17_join,70243,296
70,2270,31.7901332,34.6468172,k17_join,70313,330
70,2280,31.7901332,34.6468172,k17_join,70313,349
70,2290,31.7901332,34.6468172,k17_join,70313,414
70,2300,31.7901332,34.6468172,k17_join,70313,386
70,9530,31.7901332,34.6468172,k17_join,70313,405
70,9540,31.778308,34.634934,k17_join,70331,419
70,9900,31.8023552,34.6541197,k17_join,70122,5
71,10,,,single,71001,160
72,10,,,none,,575
74,10,,,single,74001,174
76,10,33.2417843,35.5749608,k17_join,76001,364
77,10,,,single,77001,293
77,20,,,single,77001,290
78,10,,,single,78001,194
79,10,,,single,79001,311
80,10,,,single,80001,418
82,10,32.563977,35.386946,k17_join,82001,471
84,10,32.5561076,35.3996519,k17_join,84001,247
85,10,,,single,85001,335
86,10,32.565256,35.372128,k17_join,86001,361
89,10,32.5673884,35.3856565,k17_join,89001,382
90,10,32.5181674,35.4258324,k17_join,90001,268
92,10,,,single,92001,262
94,10,,,single,94001,186
95,10,32.5185966,35.4273567,k17_join,95001,381
96,10,32.7403548,35.0759635,k17_join,96001,376
96,20,32.7403548,35.0759635,k17_join,96001,401
97,10,,,single,97001,331
98,10,,,single,98001,209
99,10,,,single,99001,453
99,20,,,single,99001,414
99,30,,,single,99001,363
99,40,,,single,99001,438
99,50,,,single,99001,464
102,10,32.5914537,34.9709102,k17_join,102001,43
103,10,,,single,103001,270
104,10,,,single,104001,465
106,10,,,single,106001,95
107,10,,,single,107001,61
112,10,32.749323,35.095436,k17_join,112001,327
113,10,,,single,113001,165
115,10,,,single,115001,503
122,10,,,single,122001,512
122,20,,,single,122001,486
122,30,,,single,122001,548
122,40,,,single,122001,472
122,50,,,single,122001,515
126,10,,,single,126001,428
127,10,,,single,127001,193
128,10,,,single,128001,125
130,10,,,single,130001,570
132,10,,,single,132001,148
133,10,,,single,133001,429
134,10,,,single,134001,430
135,10,,,single,135001,232
139,10,32.4629224,35.0073711,k17_join,139001,398
140,10,32.6820586,35.1522509,k17_join,140001,409
141,10,,,single,141001,148
142,10,,,single,142001,238
143,10,,,single,143001,392
144,10,,,single,144001,255
145,10,,,single,145001,185
146,10,,,single,146001,139
147,10,,,single,147001,419
147,20,,,single,147001,391
154,10,,,single,154001,361
154,20,,,single,154001,482
154,30,,,single,154001,537
154,40,,,single,154001,372
154,50,,,single,154001,651
154,60,,,single,154001,528
154,70,,,single,154001,675
155,10,,,single,155001,424
156,10,,,single,156001,27
157,10,,,single,157001,509
158,10,,,single,158001,332
158,20,,,single,158001,418
159,10,,,single,159001,320
160,10,,,single,160001,178
162,10,,,single,162001,492
163,10,,,single,163001,316
164,10,,,single,164001,174
165,10,,,single,165001,184
166,10,,,single,166001,523
166,20,,,single,166001,395
166,30,,,single,166001,507
166,40,,,single,166001,382
166,50,,,single,166001,409
166,60,,,single,166001,591
166,70,,,single,166001,476
166,80,,,single,166001,439
166,90,,,single,166001,423
166,100,,,single,166001,458
166,110,,,single,166001,474
167,10,,,single,167001,461
168,10,,,single,168001,502
168,20,,,single,168001,513
168,30,,,single,168001,427
168,40,,,single,168001,388
168,50,,,single,168001,575
168,60,,,single,168001,534
168,70,,,single,168001,495
168,80,,,single,168001,470
168,90,,,single,168001,511
168,100,,,single,168001,505
170,10,,,single,170001,307
171,10,,,single,171001,560
171,20,,,single,171001,519
171,30,,,single,171001,479
171,40,,,single,171001,574
171,50,,,single,171001,564
173,10,32.395183,34.93315,k17_join,173001,601
174,10,,,single,174001,250
175,10,32.3460942,34.8698799,k17_join,175001,592
176,10,,,single,176001,317
176,20,,,single,176001,387
177,10,,,single,177001,491
178,10,32.792433,35.122926,k17_join,178001,392
180,10,,,single,180001,314
182,10,,,single,182001,518
182,20,,,single,182001,574
182,30,,,single,182001,598
182,40,,,single,182001,475
182,50,,,single,182001,483
182,60,,,single,182001,456
182,70,,,single,182001,480
182,80,,,single,182001,531
182,90,,,single,182001,349
183,10,,,single,183001,139
184,10,,,single,184001,380
186,10,,,single,186001,53
187,10,,,single,187001,552
188,10,,,single,188001,229
189,10,,,single,189001,249
190,10,32.3824832,34.8718114,k17_join,190001,398
190,20,32.3824832,34.8718114,k17_join,190001,399
191,10,32.3472176,34.8982284,k17_join,191001,258
192,10,,,single,192001,270
193,10,,,single,193001,284
194,10,32.3595881,34.9017834,k17_join,194001,263
195,10,,,single,195001,511
195,20,,,single,195001,448
195,30,,,single,195001,580
195,40,,,single,195001,492
195,50,,,single,195001,370
195,60,,,single,195001,562
195,70,,,single,195001,452
195,80,,,single,195001,361
195,90,,,single,195001,472
196,10,,,single,196001,174
197,10,32.3639465,34.9046905,k17_join,197001,490
198,10,,,single,198001,433
199,10,,,single,199001,316
200,10,32.3775275,34.8629629,k17_join,200001,176
202,10,,,single,202001,204
204,10,,,single,204001,249
205,10,,,single,205001,233
206,10,,,single,206001,576
207,10,,,single,207001,209
208,10,,,single,208001,441
213,10,,,single,213001,149
217,10,32.3922155,34.9157805,k17_join,217001,454
218,10,,,single,218001,151
219,10,32.3987871,34.9120169,k17_join,219001,244
220,10,,,single,220001,260
223,10,,,single,223001,194
224,10,,,single,224001,248
225,10,,,single,225001,333
229,10,32.0594191,34.8821162,k17_join,229003,477
229,20,32.061127,34.8733839,k17_join,229003,393
229,30,32.0577192,34.878312,k17_join,229003,360
229,40,32.0615953,34.8683571,k17_join,229001,478
229,50,32.0615953,34.8683571,k17_join,229001,455
229,60,32.0615953,34.8683571,k17_join,229001,383
229,70,32.0577192,34.878312,k17_join,229003,516
229,80,32.0577192,34.878312,k17_join,229003,610
229,90,32.061127,34.8733839,k17_join,229003,434
229,100,32.0594191,34.8821162,k17_join,229003,607
229,110,32.0577192,34.878312,k17_join,229003,237
229,120,32.0577192,34.878312,k17_join,229003,497
229,130,32.0577192,34.878312,k17_join,229003,472
229,140,32.0594191,34.8821162,k17_join,229003,378
230,10,,,single,230001,456
232,10,,,single,232001,542
233,10,32.3472176,34.8982284,k17_join,233001,267
234,10,,,single,234001,461
235,10,,,single,235001,259
237,10,32.7230505,35.1131062,k17_join,237001,393
239,10,,,single,239001,332
240,20,32.6595986,35.1111117,k17_join,240001,458
240,30,32.6595986,35.1111117,k17_join,240001,460
240,50,32.6582308,35.1053145,k17_join,240002,403
240,60,32.6611577,35.1050842,k17_join,240002,416
240,70,32.653165,35.102526,k17_join,240002,517
240,80,32.6611577,35.1050842,k17_join,240002,436
240,90,32.6487272,35.0922055,k17_join,240003,366
240,100,32.6487272,35.0922055,k17_join,240003,526
240,110,32.6611577,35.1050842,k17_join,240002,444
240,120,32.6537556,35.1020831,k17_join,240003,455
240,130,32.653165,35.102526,k17_join,240002,534
240,140,32.6441025,35.086784,k17_join,240003,433
240,150,32.6441025,35.086784,k17_join,240003,421
240,160,32.6441025,35.086784,k17_join,240003,567
240,170,32.6441025,35.086784,k17_join,240003,504
240,200,32.6369385,35.0888445,k17_join,240004,482
240,210,32.6369385,35.0888445,k17_join,240004,597
241,10,,,single,241001,589
242,10,32.5510774,35.4382178,k17_join,242001,315
242,20,32.5510774,35.4382178,k17_join,242001,296
246,10,31.4262304,34.5966591,k17_join,246001,517
246,20,31.4234462,34.5963046,k17_join,246002,435
246,30,31.4220091,34.5968023,k17_join,246002,353
246,40,31.4262304,34.5966591,k17_join,246001,481
246,50,31.4243039,34.5927527,k17_join,246002,353
246,60,31.4234462,34.5963046,k17_join,246002,485
246,70,31.4220091,34.5968023,k17_join,246002,388
246,80,31.4281788,34.5948348,k17_join,246002,488
246,90,31.4256548,34.5890876,k17_join,246002,681
246,100,31.4217511,34.5865123,k17_join,246003,481
246,110,31.4217511,34.5865123,k17_join,246003,462
246,120,31.4153929,34.582699,k17_join,246004,478
246,130,31.4153929,34.582699,k17_join,246004,527
246,140,31.4244559,34.5831994,k17_join,246003,624
246,150,31.4213546,34.5884252,k17_join,246003,427
246,160,31.4213546,34.5884252,k17_join,246003,335
246,170,31.4243091,34.5798417,k17_join,246004,609
246,180,31.4162078,34.580472,k17_join,246004,532
246,190,31.4213546,34.5884252,k17_join,246003,380
246,200,31.4244559,34.5831994,k17_join,246003,391
246,220,31.4162078,34.580472,k17_join,246004,406
247,10,,,single,247001,457
248,10,,,single,248001,313
249,10,,,single,249001,528
250,10,32.6414709,35.1215206,k17_join,250001,578
252,10,32.3660377,34.8693,k17_join,252001,318
253,10,,,single,253001,256
254,10,32.7910628,35.1149003,k17_join,254001,176
255,10,,,single,255001,163
256,10,,,none,,410
257,10,,,single,257001,145
259,10,,,single,259001,164
262,10,32.8476404,35.5236258,k17_join,262001,299
263,10,,,single,263001,167
264,10,,,single,264001,356
265,10,,,single,265001,181
267,10,,,single,267001,495
267,20,,,single,267001,495
268,10,,,single,268001,366
269,10,32.5864428,35.4406793,k17_join,269001,358
270,10,,,single,270001,477
272,10,32.4933804,35.5512649,k17_join,272001,323
273,10,,,single,273001,292
274,10,,,single,274001,361
276,10,,,single,276001,397
276,20,,,single,276001,351
278,10,32.7967609,35.1168496,k17_join,278001,214
280,10,,,single,280001,321
281,10,,,none,,145
282,10,,,single,282001,404
284,10,,,single,284001,468
285,10,,,single,285001,346
286,10,,,single,286001,225
287,10,32.255388,34.87421,k17_join,287001,177
288,10,,,single,288001,380
289,10,,,single,289001,459
290,10,,,single,290001,348
292,10,,,single,292001,241
293,10,,,single,293001,127
294,10,,,single,294001,355
295,10,32.4567559,35.5576214,k17_join,295001,239
296,10,,,single,296001,143
297,10,,,single,297001,382
298,10,32.495833,35.4750001,k17_join,298001,326
300,10,32.589315,35.0758253,k17_join,300001,487
301,10,,,single,301001,209
302,10,33.229757,35.6399717,k17_join,302001,386
303,10,33.2400913,35.6530878,k17_join,303001,290
304,10,32.4405328,35.5149917,k17_join,304001,348
305,10,32.6030486,35.5557941,k17_join,305001,281
306,10,,,single,306001,227
307,10,,,single,307001,248
308,10,32.9886405,35.570735,k17_join,308001,218
309,10,,,single,309001,398
310,10,,,single,310001,200
311,10,,,single,311001,143
312,10,,,single,312001,105
313,10,,,single,313001,286
315,10,,,single,315001,332
316,10,,,single,316001,303
317,10,,,single,317001,126
318,10,,,single,318001,123
319,10,,,single,319001,348
320,10,,,single,320001,399
322,10,,,single,322001,271
324,10,,,single,324001,189
325,10,,,single,325001,275
326,10,32.3308971,34.8738464,k17_join,326001,461
326,20,32.3308971,34.8738464,k17_join,326001,480
327,10,32.4950393,34.8933036,k17_join,327001,388
329,10,,,single,329001,241
330,10,,,single,330001,131
331,10,,,single,331001,533
334,10,,,single,334001,439
335,10,32.6119762,35.0949392,k17_join,335001,320
336,10,,,single,336001,308
339,10,32.5915062,35.4145248,k17_join,339001,209
340,10,,,single,340001,251
342,10,,,single,342001,166
343,10,32.5201037,35.5203765,k17_join,343001,200
344,10,,,single,344001,329
345,10,,,single,345001,309
346,10,,,single,346001,180
347,10,33.195939,35.5446083,k17_join,347001,144
348,10,,,single,348001,198
351,10,,,single,351001,135
352,10,,,single,352001,145
354,10,,,single,354001,435
355,10,,,single,355001,147
356,10,33.2194183,35.6198482,k17_join,356001,307
357,10,,,single,357001,349
358,10,,,single,358001,443
359,10,,,single,359001,247
360,10,,,single,360001,206
362,10,,,single,362001,268
363,10,31.788823,34.8000445,k17_join,363001,200
364,10,,,single,364001,205
365,10,,,single,365001,178
366,10,,,single,366001,345
367,10,,,single,367001,300
368,10,,,single,368001,341
369,10,,,none,,225
370,10,,,single,370001,129
372,10,,,single,372001,246
373,10,,,single,373001,289
374,10,,,single,374001,148
375,10,,,single,375001,321
376,10,,,single,376001,431
377,10,,,single,377001,301
378,10,33.2477885,35.5486672,k17_join,378001,117
379,10,,,single,379001,354
380,10,,,single,380001,253
382,10,32.40849,34.876277,k17_join,382001,264
382,20,32.40849,34.876277,k17_join,382001,348
383,10,32.4676158,35.5019118,k17_join,383001,304
385,10,,,single,385001,265
386,10,32.2618622,34.900238,k17_join,386001,488
387,10,32.344072,34.915113,k17_join,387001,370
388,10,,,single,388001,136
389,10,,,single,389001,360
390,10,,,single,390001,371
393,10,,,single,393001,210
394,10,,,single,394001,327
395,10,,,single,395001,368
396,10,,,single,396001,372
397,10,,,single,397001,524
398,10,,,single,398001,166
399,10,,,single,399001,532
400,10,,,single,400001,234
402,10,,,single,402001,341
403,10,,,single,403001,268
405,10,,,single,405001,190
406,10,,,single,406001,394
407,10,,,single,407001,166
408,10,,,single,408001,336
409,10,32.9942934,35.2218722,k17_join,409001,269
413,10,,,single,413001,244
414,10,,,single,414001,126
415,10,,,single,415001,103
416,10,33.239854,35.608864,k17_join,416001,188
417,10,,,single,417001,350
418,10,,,single,418001,383
419,10,,,single,419001,397
421,10,,,single,421001,315
422,10,32.400356,34.920854,k17_join,422001,261
423,10,32.3619422,34.9231606,k17_join,423001,375
424,10,,,single,424001,218
425,10,,,single,425001,261
426,10,,,single,426001,240
428,10,,,single,428001,289
429,10,,,single,429001,157
430,10,,,single,430001,312
431,10,,,single,431001,368
432,10,,,single,432001,253
433,10,,,single,433001,249
434,10,,,single,434001,300
435,10,,,single,435001,364
436,10,,,single,436001,432
437,10,32.4818532,35.4775438,k17_join,437001,271
439,10,32.4718472,35.4819367,k17_join,439001,258
440,10,,,single,440001,195
442,10,,,single,442001,91
443,10,,,single,443001,304
444,10,,,single,444001,155
445,10,32.613475,35.0503723,k17_join,445001,325
446,10,,,single,446001,348
447,10,,,single,447001,446
447,20,,,single,447001,456
448,10,,,single,448001,296
449,10,,,single,449001,591
450,10,32.0393656,34.9109112,k17_join,450001,256
452,10,,,single,452001,301
453,10,,,single,453001,277
454,10,,,single,454001,217
456,10,,,single,456001,212
457,10,,,single,457001,412
460,10,,,single,460001,193
462,10,,,single,462001,346
463,10,33.0057124,35.2137501,k17_join,463001,264
