semel,ballot,lat,lng,coord_src,stat95,valid
2710,70,32.5158385,35.152491,k17_join,2710007,393
2710,80,32.5158385,35.152491,impute,2710007,401
2710,90,32.5353748,35.1450868,k17_join,2710003,279
2710,100,32.5158385,35.152491,k17_join,2710007,528
2710,110,32.5158385,35.152491,k17_join,2710007,523
2710,120,32.5158385,35.152491,k17_join,2710007,418
2710,130,32.5158385,35.152491,k17_join,2710007,412
2710,140,32.5158385,35.152491,impute,2710007,437
2710,150,32.5158385,35.152491,k17_join,2710007,296
2710,160,32.5158385,35.152491,k17_join,2710007,459
2710,170,32.5158385,35.152491,k17_join,2710007,413
2710,181,32.5158385,35.152491,impute,2710007,275
2710,182,32.5158385,35.152491,impute,2710007,330
2710,190,32.5158385,35.152491,impute,2710007,495
2710,200,32.5158385,35.152491,k17_join,2710007,461
2710,210,32.509508,35.151043,k17_join,2710008,397
2710,220,32.5158385,35.152491,k17_join,2710007,505
2710,230,32.520193,35.1587077,k17_join,2710001,476
2710,240,32.520193,35.1587077,impute,2710001,414
2710,250,32.5158385,35.152491,k17_join,2710007,498
2710,260,32.5158385,35.152491,impute,2710007,262
2710,271,32.509508,35.151043,impute,2710008,226
2710,272,32.509508,35.151043,impute,2710008,288
2710,280,32.509508,35.151043,k17_join,2710008,354
2710,290,32.5158385,35.152491,k17_join,2710007,325
2710,300,32.5353748,35.1450868,k17_join,2710003,209
2720,10,32.209639,34.964653,k17_join,2720004,395
2720,20,32.209639,34.964653,k17_join,2720004,402
2720,30,32.209639,34.964653,k17_join,2720004,429
2720,40,32.209639,34.964653,k17_join,2720004,448
2720,50,32.209639,34.964653,k17_join,2720004,463
2720,60,32.209639,34.964653,k17_join,2720004,504
2720,70,32.209639,34.964653,k17_join,2720004,424
2720,80,32.209639,34.964653,k17_join,2720004,385
2720,90,32.209639,34.964653,k17_join,2720004,436
2720,100,32.209639,34.964653,k17_join,2720004,385
2720,110,32.209639,34.964653,k17_join,2720004,345
2720,120,32.209639,34.964653,k17_join,2720004,447
2720,130,32.209639,34.964653,k17_join,2720004,401
2720,140,32.209639,34.964653,k17_join,2720004,384
2720,150,32.209639,34.964653,k17_join,2720004,421
2720,160,32.209639,34.964653,k17_join,2720004,379
2720,170,32.209639,34.964653,k17_join,2720004,440
2730,10,32.2628299,35.0085764,k17_join,2730007,436
2730,20,32.2628299,35.0085764,k17_join,2730007,491
2730,30,32.2628299,35.0085764,k17_join,2730007,407
2730,40,32.2628299,35.0085764,k17_join,2730007,431
2730,50,32.2628299,35.0085764,k17_join,2730007,417
2730,60,32.2628299,35.0085764,k17_join,2730007,502
2730,70,32.2628299,35.0085764,k17_join,2730007,442
2730,80,32.2628299,35.0085764,k17_join,2730007,491
2730,90,32.2628299,35.0085764,k17_join,2730007,488
2730,100,32.2628299,35.0085764,k17_join,2730007,470
2730,110,32.2628299,35.0085764,k17_join,2730007,497
2730,120,32.2628299,35.0085764,k17_join,2730007,469
2730,130,32.2628299,35.0085764,k17_join,2730007,497
2730,140,32.2628299,35.0085764,k17_join,2730007,483
2730,150,32.2628299,35.0085764,k17_join,2730007,471
2730,160,32.2628299,35.0085764,k17_join,2730007,494
2730,170,32.2628299,35.0085764,k17_join,2730007,453
2730,180,32.2628299,35.0085764,k17_join,2730007,479
2730,190,32.2628299,35.0085764,k17_join,2730007,420
2730,200,32.2628299,35.0085764,k17_join,2730007,519
2730,210,32.2628299,35.0085764,k17_join,2730007,483
2730,220,32.2628299,35.0085764,k17_join,2730007,499
2730,230,32.2628299,35.0085764,k17_join,2730007,489
2730,240,32.2628299,35.0085764,k17_join,2730007,524
2800,10,33.2210242,35.5709229,k17_join,2800004,386
2800,20,33.216143,35.5687553,k17_join,2800005,377
2800,30,33.199014,35.5660937,k17_join,2800010,425
2800,40,33.2089907,35.5668987,k17_join,2800006,491
2800,50,33.199014,35.5660937,k17_join,2800010,495
2800,60,33.1963644,35.5655106,k17_join,2800010,421
2800,70,33.2210242,35.5709229,k17_join,2800004,402
2800,80,33.2144271,35.5773567,k17_join,2800003,404
2800,90,33.2155989,35.5761561,k17_join,2800003,364
2800,100,33.2144271,35.5773567,k17_join,2800003,285
2800,110,33.2168035,35.5741741,k17_join,2800003,431
2800,130,33.216143,35.5687553,k17_join,2800005,345
2800,140,33.2145199,35.5696327,k17_join,2800005,346
2800,150,33.2210242,35.5709229,k17_join,2800004,316
2800,160,33.2089907,35.5668987,k17_join,2800006,418
2800,170,33.2089907,35.5668987,k17_join,2800006,420
2800,180,33.2210242,35.5709229,k17_join,2800004,272
2800,190,33.210849,35.5719199,k17_join,2800003,344
2800,200,33.2155989,35.5761561,k17_join,2800003,321
2800,210,33.2056539,35.5753038,k17_join,2800002,440
2800,220,33.2056539,35.5753038,k17_join,2800002,410
2800,230,33.2168035,35.5741741,k17_join,2800003,422
2800,240,33.2210376,35.5762749,k17_join,2800003,409
2800,250,33.2155989,35.5761561,k17_join,2800003,405
2800,260,33.2155989,35.5761561,k17_join,2800003,313
3000,10,31.8017993,35.2148725,k17_join,3000114,525
3000,20,31.7955809,35.2176821,k17_join,3000122,369
3000,30,31.7948537,35.2230044,k17_join,3000124,387
3000,40,31.7910134,35.2207653,k17_join,3000123,392
3000,60,31.795117,35.2248962,impute,3000112,471
3000,70,31.795117,35.2248962,k17_join,3000112,358
3000,80,31.7948537,35.2230044,k17_join,3000124,439
3000,90,31.795117,35.2248962,k17_join,3000112,371
3000,100,31.795117,35.2248962,k17_join,3000112,317
3000,111,31.7937506,35.2246553,impute,3000125,231
3000,112,31.7937506,35.2246553,impute,3000125,188
3000,120,31.7937506,35.2246553,k17_join,3000125,202
3000,130,31.7937506,35.2246553,k17_join,3000125,299
3000,140,31.7937506,35.2246553,k17_join,3000125,286
3000,150,31.784326,35.2225869,k17_join,3000142,136
3000,160,31.784326,35.2225869,k17_join,3000142,76
3000,170,31.784326,35.2225869,impute,3000142,111
3000,180,31.7948537,35.2230044,impute,3000124,237
3000,190,31.7948537,35.2230044,k17_join,3000124,463
3000,200,31.7854221,35.2193176,k17_join,3000143,193
3000,210,31.795117,35.2248962,k17_join,3000112,423
3000,220,31.8017993,35.2148725,k17_join,3000114,383
3000,230,31.8017993,35.2148725,impute,3000114,566
3000,240,31.7948537,35.2230044,k17_join,3000124,480
3000,250,31.7948537,35.2230044,k17_join,3000124,470
3000,260,31.795117,35.2248962,k17_join,3000112,415
3000,270,31.7955809,35.2176821,k17_join,3000122,488
3000,280,31.7955809,35.2176821,k17_join,3000122,451
3000,410,31.7854221,35.2193176,k17_join,3000143,176
3000,420,31.7854221,35.2193176,k17_join,3000143,253
3000,430,31.7937506,35.2246553,k17_join,3000125,307
3000,440,31.7897639,35.2134604,k17_join,3000172,390
3000,460,31.7910134,35.2207653,k17_join,3000123,419
3000,470,31.7910134,35.2207653,k17_join,3000123,409
3000,480,31.7919961,35.2119799,k17_join,3000172,311
3000,490,31.7866114,35.2139973,k17_join,3000173,365
3000,500,31.7919961,35.2119799,k17_join,3000172,337
3000,510,31.7866114,35.2139973,k17_join,3000173,329
3000,520,31.7866114,35.2139973,impute,3000173,475
3000,530,31.7897639,35.2134604,k17_join,3000172,359
3000,540,31.7897639,35.2134604,k17_join,3000172,394
3000,560,31.7863898,35.2175307,k17_join,3000173,320
3000,570,31.7897639,35.2134604,k17_join,3000172,319
3000,580,31.7863898,35.2175307,k17_join,3000173,262
3000,590,31.7990124,35.2157658,k17_join,3000178,429
3000,600,31.7863898,35.2175307,k17_join,3000173,330
3000,610,31.7863898,35.2175307,k17_join,3000173,383
3000,620,31.7990124,35.2157658,k17_join,3000178,245
3000,630,31.7990124,35.2157658,k17_join,3000178,494
3000,640,31.7990124,35.2157658,k17_join,3000178,421
3000,650,31.7990124,35.2157658,k17_join,3000178,337
3000,660,31.7986462,35.2060986,k17_join,3000212,460
3000,810,31.7854221,35.2193176,k17_join,3000143,270
3000,820,31.7828414,35.219927,k17_join,3000143,163
3000,830,31.7828414,35.219927,k17_join,3000143,257
3000,840,31.7801017,35.2184756,k17_join,3000144,254
3000,860,31.7792258,35.2180783,k17_join,3000146,401
3000,870,31.7766404,35.2142407,k17_join,3000153,475
3000,880,31.7792258,35.2180783,k17_join,3000146,276
3000,890,31.7792258,35.2180783,k17_join,3000146,100
3000,930,,,none,,320
3000,1160,31.7823563,35.2246527,k17_join,3000131,377
3000,1170,31.7823563,35.2246527,k17_join,3000131,289
3000,1180,31.7823563,35.2246527,k17_join,3000131,365
3000,1310,31.7696471,35.2219772,impute,3000521,291
3000,1320,31.7696471,35.2219772,k17_join,3000521,369
3000,1340,31.7696471,35.2219772,k17_join,3000521,451
3000,1350,31.7734233,35.2177551,k17_join,3000521,490
3000,1370,31.7696471,35.2219772,k17_join,3000521,441
3000,1490,31.771169,35.2111188,k17_join,3000152,447
3000,1500,31.771169,35.2111188,k17_join,3000152,427
3000,1510,31.771169,35.2111188,k17_join,3000152,494
3000,1540,31.771169,35.2111188,k17_join,3000152,457
3000,1550,31.7734233,35.2177551,k17_join,3000521,357
3000,1570,31.7734233,35.2177551,k17_join,3000521,498
3000,1580,31.771169,35.2111188,k17_join,3000152,497
3000,1610,31.7766404,35.2142407,k17_join,3000153,379
3000,1620,31.7766404,35.2142407,k17_join,3000153,405
3000,1650,31.7782155,35.2126074,k17_join,3000147,416
3000,1710,31.7782155,35.2126074,k17_join,3000147,438
3000,1860,31.7782155,35.2126074,k17_join,3000147,457
3000,1880,31.7799913,35.2099318,k17_join,3000162,302
3000,1910,31.7799913,35.2099318,k17_join,3000162,446
3000,1920,31.7799913,35.2099318,k17_join,3000162,317
3000,1930,31.7788676,35.2127703,k17_join,3000147,362
3000,1950,31.7801017,35.2184756,k17_join,3000144,410
3000,1960,31.7801017,35.2184756,k17_join,3000144,286
3000,1980,31.78243,35.2131236,k17_join,3000167,331
3000,2000,31.78243,35.2131236,k17_join,3000167,385
3000,2010,31.7788676,35.2127703,k17_join,3000147,345
3000,2030,31.7788676,35.2127703,k17_join,3000147,256
3000,2050,31.7866114,35.2139973,k17_join,3000173,446
3000,2060,31.78243,35.2131236,k17_join,3000167,347
3000,2150,31.781358,35.173673,k17_join,3000234,495
3000,2160,31.7834515,35.1715745,k17_join,3000234,468
3000,2250,31.7958311,35.2001252,k17_join,3000215,348
3000,2270,31.771169,35.2111188,k17_join,3000152,423
3000,2280,31.771169,35.2111188,k17_join,3000152,63
3000,2290,31.771169,35.2111188,k17_join,3000152,484
3000,2300,31.7986462,35.2060986,k17_join,3000212,415
3000,2310,31.7989334,35.2069915,k17_join,3000212,503
3000,2320,31.793636,35.201471,k17_join,3000215,350
3000,2330,31.7989334,35.2069915,k17_join,3000212,482
3000,2340,31.7901092,35.193587,k17_join,3000221,608
3000,2350,31.7892203,35.191675,k17_join,3000222,580
3000,2360,31.7834515,35.1715745,k17_join,3000234,511
3000,2370,31.7814433,35.172304,k17_join,3000234,543
3000,2380,31.7958311,35.2001252,k17_join,3000215,494
3000,2390,31.7986462,35.2060986,k17_join,3000212,557
3000,2400,31.7892203,35.191675,k17_join,3000222,549
3000,2410,31.7989334,35.2069915,k17_join,3000212,413
3000,2420,31.7914204,35.1997775,k17_join,3000215,390
3000,2430,31.7989334,35.2069915,k17_join,3000212,592
3000,2441,31.7958311,35.2001252,impute,3000215,348
3000,2442,31.7958311,35.2001252,impute,3000215,263
3000,2450,31.7958311,35.2001252,k17_join,3000215,359
3000,2460,31.7914204,35.1997775,k17_join,3000215,458
3000,2470,31.793636,35.201471,k17_join,3000215,531
3000,2480,31.7906761,35.1917225,k17_join,3000222,466
3000,2490,31.7906761,35.1917225,impute,3000222,644
3000,2500,31.7892203,35.191675,k17_join,3000222,543
3000,2510,31.7958311,35.2001252,k17_join,3000215,441
3000,2520,31.7901092,35.193587,k17_join,3000221,444
3000,2530,31.7834515,35.1715745,k17_join,3000234,389
3000,2540,31.7834515,35.1715745,k17_join,3000234,567
3000,2550,31.7834515,35.1715745,k17_join,3000234,400
3000,2560,31.7834515,35.1715745,impute,3000234,623
3000,2570,31.7834515,35.1715745,k17_join,3000234,396
3000,2580,31.7834515,35.1715745,impute,3000234,634
3000,2590,31.7814433,35.172304,k17_join,3000234,413
3000,2600,31.7794805,35.1864383,k17_join,3000241,469
3000,2610,31.7797855,35.1937031,k17_join,3000244,499
3000,2620,31.7642657,35.1847181,k17_join,3000264,469
3000,2630,31.781358,35.173673,k17_join,3000234,506
3000,2640,31.76393,35.189863,k17_join,3000261,547
3000,2650,31.781358,35.173673,k17_join,3000234,470
3000,2660,31.781358,35.173673,impute,3000234,629
3000,2680,31.78878,35.1965424,k17_join,3000246,409
3000,2690,31.78878,35.1965424,k17_join,3000246,456
3000,2700,31.78878,35.1965424,k17_join,3000246,350
3000,2710,31.7839948,35.1924941,k17_join,3000245,488
3000,2720,31.7839948,35.1924941,k17_join,3000245,488
3000,2731,31.7812582,35.1904554,impute,3000244,289
3000,2732,31.7812582,35.1904554,impute,3000244,282
3000,2740,31.7812582,35.1904554,k17_join,3000244,436
3000,2750,31.7812582,35.1904554,k17_join,3000244,461
3000,2760,31.7794805,35.1864383,k17_join,3000241,483
3000,2770,31.7812582,35.1904554,k17_join,3000244,468
3000,2780,31.78878,35.1965424,k17_join,3000246,520
3000,2790,31.7794805,35.1864383,k17_join,3000241,372
3000,2800,31.7726814,35.1830357,k17_join,3000262,464
3000,2810,31.7726814,35.1830357,k17_join,3000262,495
3000,2820,31.7726814,35.1830357,k17_join,3000262,494
3000,2830,31.7794805,35.1864383,k17_join,3000241,347
3000,2840,31.7794805,35.1864383,k17_join,3000241,423
3000,2850,31.7682682,35.1827313,k17_join,3000265,448
3000,2860,31.7726814,35.1830357,k17_join,3000262,509
3000,2870,31.7726814,35.1830357,impute,3000262,584
3000,2880,31.7682682,35.1827313,k17_join,3000265,539
3000,2890,31.7675373,35.1812274,k17_join,3000265,558
3000,2900,31.76393,35.189863,k17_join,3000261,587
3000,2910,31.76393,35.189863,k17_join,3000261,551
3000,2920,31.76393,35.189863,k17_join,3000261,505
3000,2930,31.7642657,35.1847181,k17_join,3000264,614
3000,2940,31.7675373,35.1812274,k17_join,3000265,480
3000,2950,31.7797855,35.1937031,k17_join,3000244,526
3000,2960,31.7726814,35.1830357,k17_join,3000262,455
3000,2970,31.7642657,35.1847181,k17_join,3000264,613
3000,2980,31.7726814,35.1830357,k17_join,3000262,451
3000,2990,31.7726814,35.1830357,k17_join,3000262,462
3000,3000,31.7506336,35.1693024,k17_join,3000336,468
3000,3010,31.7506336,35.1693024,k17_join,3000336,472
3000,3050,31.7547847,35.1712273,k17_join,3000333,324
3000,3090,31.7564285,35.1660191,k17_join,3000331,233
3000,3100,31.7685176,35.17012,k17_join,3000323,290
3000,3110,31.767289,35.178331,k17_join,3000321,402
3000,3120,31.7685176,35.17012,k17_join,3000323,322
3000,3130,31.7578088,35.1630517,k17_join,3000331,476
3000,3140,31.7685176,35.17012,k17_join,3000323,487
3000,3150,31.7685176,35.17012,k17_join,3000323,420
3000,3160,31.767289,35.178331,k17_join,3000321,431
3000,3170,31.767289,35.178331,k17_join,3000321,274
3000,3180,31.767289,35.178331,k17_join,3000321,391
3000,3190,31.767289,35.178331,k17_join,3000321,433
3000,3200,31.7685176,35.17012,k17_join,3000323,332
3000,3210,31.767289,35.178331,k17_join,3000321,404
3000,3220,31.7660442,35.1615625,k17_join,3000325,462
3000,3230,31.7660442,35.1615625,k17_join,3000325,444
3000,3240,31.7685176,35.17012,k17_join,3000323,313
3000,3250,31.7578088,35.1630517,k17_join,3000331,501
3000,3260,31.7564285,35.1660191,k17_join,3000331,421
3000,3270,31.7547847,35.1712273,k17_join,3000333,436
3000,3280,31.7601302,35.1698762,k17_join,3000313,342
3000,3290,31.7506336,35.1693024,k17_join,3000336,560
3000,3300,31.7601302,35.1698762,k17_join,3000313,321
3000,3310,31.7601302,35.1698762,k17_join,3000313,440
3000,3320,31.7601302,35.1698762,k17_join,3000313,396
3000,3330,31.7532659,35.1875698,k17_join,3000334,380
3000,3340,31.7532659,35.1875698,impute,3000334,399
3000,3350,31.7532659,35.1875698,k17_join,3000334,379
3000,3360,31.7564285,35.1660191,k17_join,3000331,383
3000,3370,31.7564285,35.1660191,k17_join,3000331,403
3000,3380,31.7514251,35.1811857,k17_join,3000334,571
3000,3390,31.7514251,35.1811857,k17_join,3000334,273
3000,3400,31.752366,35.1776283,k17_join,3000312,370
3000,3410,31.752366,35.1776283,k17_join,3000312,355
3000,3420,31.752691,35.1720506,k17_join,3000333,409
3000,3430,31.752691,35.1720506,k17_join,3000333,285
3000,3440,31.7547847,35.1712273,k17_join,3000333,387
3000,3450,31.767289,35.178331,k17_join,3000321,416
3000,3460,31.767289,35.178331,k17_join,3000321,445
3000,3470,31.7578088,35.1630517,k17_join,3000331,446
3000,3480,31.7578088,35.1630517,k17_join,3000331,440
3000,3490,31.7578088,35.1630517,k17_join,3000331,409
3000,3500,31.752366,35.1776283,k17_join,3000312,390
3000,3510,31.752366,35.1776283,k17_join,3000312,490
3000,3520,31.7685176,35.17012,k17_join,3000323,325
3000,3530,31.7532659,35.1875698,k17_join,3000334,496
3000,3540,31.7532659,35.1875698,k17_join,3000334,395
3000,3550,31.767289,35.178331,k17_join,3000321,344
3000,3560,31.7547847,35.1712273,k17_join,3000333,299
3000,3570,31.752691,35.1720506,k17_join,3000333,370
3000,3580,31.752691,35.1720506,k17_join,3000333,263
3000,3590,31.752691,35.1720506,k17_join,3000333,371
3000,3600,31.7514251,35.1811857,k17_join,3000334,507
3000,3610,31.7514251,35.1811857,k17_join,3000334,491
3000,3620,31.7514791,35.1995659,k17_join,3000413,468
3000,3630,31.7545902,35.1953132,k17_join,3000412,446
3000,3640,31.7545902,35.1953132,k17_join,3000412,401
3000,3650,31.7545902,35.1953132,k17_join,3000412,420
3000,3660,31.7514791,35.1995659,k17_join,3000413,403
3000,3670,31.7545902,35.1953132,k17_join,3000412,416
3000,3680,31.7545902,35.1953132,k17_join,3000412,403
3000,3690,31.7514791,35.1995659,k17_join,3000413,335
3000,3700,31.7562112,35.1993403,k17_join,3000414,406
3000,3710,31.7562112,35.1993403,k17_join,3000414,454
3000,3720,31.7562112,35.1993403,k17_join,3000414,496
3000,3730,31.753697,35.2047628,k17_join,3000414,408
3000,3740,31.7562112,35.1993403,k17_join,3000414,431
3000,3750,31.753697,35.2047628,k17_join,3000414,433
3000,3760,31.7581225,35.2072244,k17_join,3000415,402
3000,3770,31.7623814,35.2127347,k17_join,3000416,493
3000,3790,31.7623814,35.2127347,k17_join,3000416,397
3000,3800,31.7581225,35.2072244,k17_join,3000415,474
3000,3810,31.7578693,35.2021144,k17_join,3000417,504
3000,3820,31.7581225,35.2072244,k17_join,3000415,447
3000,3830,31.7562112,35.1993403,k17_join,3000414,386
3000,3840,31.7581225,35.2072244,k17_join,3000415,288
3000,3850,31.7562112,35.1993403,k17_join,3000414,428
3000,3860,31.7514791,35.1995659,k17_join,3000413,399
3000,3870,31.753697,35.2047628,k17_join,3000414,477
3000,3880,31.7623814,35.2127347,k17_join,3000416,380
3000,3890,31.7581225,35.2072244,k17_join,3000415,404
3000,3900,31.7514791,35.1995659,k17_join,3000413,491
3000,3930,31.7631175,35.2051532,k17_join,3000422,342
3000,3940,31.7578693,35.2021144,k17_join,3000417,440
3000,3990,31.7607473,35.1981136,k17_join,3000421,520
3000,4000,31.7607473,35.1981136,k17_join,3000421,505
3000,4010,31.7631175,35.2051532,k17_join,3000422,306
3000,4020,31.7607473,35.1981136,k17_join,3000421,484
3000,4030,31.7578693,35.2021144,k17_join,3000417,485
3000,4040,31.7631175,35.2051532,k17_join,3000422,524
3000,4050,31.771169,35.2111188,k17_join,3000152,414
3000,4060,31.7641392,35.2072653,k17_join,3000511,379
3000,4070,31.7634199,35.2127698,k17_join,3000512,346
3000,4080,31.7641392,35.2072653,k17_join,3000511,441
3000,4090,31.7607473,35.1981136,k17_join,3000421,351
3000,4100,31.7631175,35.2051532,k17_join,3000422,368
3000,4110,31.7607473,35.1981136,k17_join,3000421,416
3000,4120,31.7641392,35.2072653,k17_join,3000511,397
3000,4280,31.7634199,35.2127698,k17_join,3000512,357
3000,4290,31.7634199,35.2127698,k17_join,3000512,532
3000,4300,31.7634199,35.2127698,k17_join,3000512,392
3000,4310,31.7634199,35.2127698,k17_join,3000512,516
3000,4320,31.7634199,35.2127698,k17_join,3000512,491
3000,4330,31.7634199,35.2127698,k17_join,3000512,476
3000,4340,31.7634199,35.2127698,k17_join,3000512,485
3000,4350,31.7651569,35.2211047,k17_join,3000514,375
3000,4360,31.7651569,35.2211047,k17_join,3000514,304
3000,4370,31.7630627,35.2211499,k17_join,3000513,424
3000,4380,31.7651569,35.2211047,k17_join,3000514,464
3000,4390,31.7637331,35.2137354,k17_join,3000512,421
3000,4400,31.7630627,35.2211499,k17_join,3000513,459
3000,4410,31.7651569,35.2211047,k17_join,3000514,315
3000,4420,31.7637331,35.2137354,k17_join,3000512,478
3000,4590,31.745381,35.202099,k17_join,3000825,366
3000,4600,31.7601588,35.2201231,k17_join,3000533,256
3000,4610,31.7601588,35.2201231,k17_join,3000533,412
3000,4620,31.7601588,35.2201231,k17_join,3000533,463
3000,4630,31.7575119,35.2173409,k17_join,3000535,401
3000,4640,31.7575119,35.2173409,k17_join,3000535,541
3000,4650,31.7575119,35.2173409,k17_join,3000535,488
3000,4660,31.745381,35.202099,k17_join,3000825,328
3000,4670,31.745381,35.202099,k17_join,3000825,373
3000,4680,31.7497998,35.2235574,k17_join,3000542,504
3000,4690,31.7497998,35.2235574,k17_join,3000542,532
3000,4700,31.7484459,35.2178402,k17_join,3000544,423
3000,4710,31.7484459,35.2178402,k17_join,3000544,486
3000,4720,31.7575119,35.2173409,k17_join,3000535,466
3000,4730,31.7575119,35.2173409,k17_join,3000535,378
3000,4740,31.7648466,35.2262262,k17_join,3000532,373
3000,4750,31.7648466,35.2262262,k17_join,3000532,195
3000,4760,31.7648466,35.2262262,k17_join,3000532,279
3000,4770,31.7484459,35.2178402,k17_join,3000544,426
3000,4781,31.7484459,35.2178402,impute,3000544,261
3000,4782,31.7484459,35.2178402,impute,3000544,211
3000,4790,31.7484459,35.2178402,k17_join,3000544,411
3000,4800,31.7273102,35.2047827,k17_join,3000826,461
3000,4810,31.7484459,35.2178402,k17_join,3000544,504
3000,4820,31.7497998,35.2235574,k17_join,3000542,467
3000,4830,31.7648466,35.2262262,k17_join,3000532,262
3000,4840,31.7273102,35.2047827,k17_join,3000826,543
3000,4850,31.7497998,35.2235574,k17_join,3000542,498
3000,4900,31.7273102,35.2047827,k17_join,3000826,384
3000,5000,31.7741572,35.2328347,k17_join,3000631,430
3000,5010,31.7788472,35.2257856,k17_join,3000132,174
3000,5050,31.7788472,35.2257856,k17_join,3000132,297
3000,5060,31.7741572,35.2328347,k17_join,3000631,335
3000,5070,31.7741572,35.2328347,k17_join,3000631,411
3000,5210,31.8029117,35.2356429,k17_join,3000772,157
3000,5410,,,none,,156
3000,5450,31.7379075,35.2314339,k17_join,3000824,39
3000,5500,,,none,,439
3000,5510,31.8030058,35.2161688,impute,3000114,395
3000,5520,31.8030058,35.2161688,impute,3000114,478
3000,5530,31.8030058,35.2161688,k17_join,3000114,430
3000,5540,31.8030058,35.2161688,impute,3000114,615
3000,5550,31.7962722,35.2255738,k17_join,3000112,535
3000,5560,31.7962722,35.2255738,k17_join,3000112,427
3000,5570,31.7962722,35.2255738,k17_join,3000112,484
3000,5580,31.7962722,35.2255738,k17_join,3000112,574
3000,5590,31.8030058,35.2161688,k17_join,3000114,574
3000,5600,31.8011679,35.2397036,k17_join,3000771,500
3000,5610,31.8011679,35.2397036,k17_join,3000771,354
3000,5620,31.8011679,35.2397036,k17_join,3000771,412
3000,5630,31.8011679,35.2397036,k17_join,3000771,470
3000,5640,31.8030058,35.2161688,k17_join,3000114,548
3000,5650,31.8029117,35.2356429,k17_join,3000772,352
3000,5660,31.8029117,35.2356429,k17_join,3000772,326
3000,5680,31.7962722,35.2255738,k17_join,3000112,490
3000,5690,31.7962722,35.2255738,k17_join,3000112,489
3000,5720,31.8434591,35.2421135,k17_join,3000754,311
3000,5730,31.8379661,35.2399403,k17_join,3000752,440
3000,5740,31.8378045,35.2393933,k17_join,3000752,389
3000,5750,31.8378045,35.2393933,k17_join,3000752,424
3000,5760,31.8434591,35.2421135,k17_join,3000754,284
3000,5770,31.8201276,35.1934833,k17_join,3000735,563
3000,5780,31.8178181,35.202196,k17_join,3000733,459
3000,5790,31.8152653,35.2013819,k17_join,3000731,419
3000,5870,31.7472902,35.238566,k17_join,3000831,286
3000,5880,31.8176814,35.1997306,k17_join,3000734,523
3000,5890,31.8176814,35.1997306,k17_join,3000734,357
3000,5900,31.7495437,35.2378532,k17_join,3000831,488
3000,5910,31.7495437,35.2378532,k17_join,3000831,250
3000,5920,31.7525281,35.2314732,k17_join,3000834,336
3000,5930,31.7496261,35.2309163,k17_join,3000835,441
3000,5940,31.7346713,35.1988975,k17_join,3000841,414
3000,5950,31.7346713,35.1988975,k17_join,3000841,356
3000,5960,31.7346713,35.1988975,k17_join,3000841,431
3000,5970,31.7353251,35.1972652,k17_join,3000842,346
3000,5980,31.7351307,35.1978241,k17_join,3000842,458
3000,5990,31.7305056,35.1894652,k17_join,3000846,531
3000,6000,31.7346713,35.1988975,k17_join,3000841,446
3000,6130,31.7481919,35.2308841,k17_join,3000835,500
3000,6150,31.8029117,35.2356429,k17_join,3000772,9
3000,6170,31.8029117,35.2356429,impute,3000772,138
3000,6310,31.7788472,35.2257856,k17_join,3000132,345
3000,6340,31.7472902,35.238566,k17_join,3000831,483
3000,6350,31.7472902,35.238566,k17_join,3000831,421
3000,6370,31.7472902,35.238566,k17_join,3000831,445
3000,6380,31.7472902,35.238566,k17_join,3000831,353
3000,6390,31.7496261,35.2309163,k17_join,3000835,435
3000,6400,31.7481919,35.2308841,k17_join,3000835,379
3000,6410,31.7525281,35.2314732,k17_join,3000834,475
3000,6420,31.7481919,35.2308841,k17_join,3000835,345
3000,6430,31.7495437,35.2378532,k17_join,3000831,308
3000,6440,31.7481919,35.2308841,k17_join,3000835,501
3000,6490,31.8387353,35.2453394,impute,3000752,338
3000,6500,31.8387353,35.2453394,k17_join,3000752,347
3000,6510,31.8379661,35.2399403,k17_join,3000752,383
3000,6580,31.8178181,35.202196,k17_join,3000733,364
3000,6590,31.8190649,35.1907538,k17_join,3000742,480
3000,6600,31.8121593,35.1971786,k17_join,3000743,554
3000,6680,31.7788472,35.2257856,k17_join,3000132,227
3000,6690,31.8190649,35.1907538,k17_join,3000742,431
3000,6710,31.8121593,35.1971786,k17_join,3000743,487
3000,6720,31.821048,35.189544,k17_join,3000742,430
3000,6730,31.7305056,35.1894652,k17_join,3000846,407
3000,6740,31.7305056,35.1894652,k17_join,3000846,350
3000,6750,31.7305056,35.1894652,k17_join,3000846,506
3000,6760,31.7351307,35.1978241,k17_join,3000842,351
3000,6770,31.732852,35.1881227,k17_join,3000846,395
3000,6780,31.7352056,35.1808988,k17_join,3000847,516
3000,6790,31.7351307,35.1978241,k17_join,3000842,398
3000,6800,31.7351307,35.1978241,k17_join,3000842,407
3000,6810,31.7351307,35.1978241,impute,3000842,473
3000,6820,31.7351307,35.1978241,k17_join,3000842,344
3000,6830,31.732852,35.1881227,k17_join,3000846,425
3000,6840,31.7351307,35.1978241,k17_join,3000842,456
3000,6850,31.7352056,35.1808988,k17_join,3000847,456
3000,6860,31.732852,35.1881227,k17_join,3000846,503
3000,6870,31.7352056,35.1808988,k17_join,3000847,425
3000,6880,31.732852,35.1881227,k17_join,3000846,414
3000,6890,31.7352056,35.1808988,k17_join,3000847,452
3000,6900,31.7273102,35.2047827,k17_join,3000826,97
