stat95,code,votes
70231,מחל,413
70231,מרצ,20
70231,נץ,3
70231,פכ,3
70231,ק,3
70231,רק,16
70231,שס,742
70231,כ,21
70231,פ,9
70231,קנ,21
70231,יש,7
70231,כץ,3
70231,פץ,2
70231,קז,5
70231,ו,3
70231,עם,2
70231,פז,3
70231,צה,1
70231,ף,1
70121,אמת,125
70121,ג,34
70121,זה,8
70121,זך,47
70121,חץ,2
70121,טב,61
70121,כ,5
70121,כן,152
70121,כץ,1
70121,ל,184
70121,מחל,105
70121,מרצ,7
70121,פ,4
70121,ק,1
70121,קנ,4
70121,שס,224
70121,ז,1
70121,פכ,1
70121,ף,3
70121,צה,3
70121,קז,4
70121,רק,3
70121,פז,1
70121,פץ,2
70223,אמת,278
70223,ג,98
70223,זה,195
70223,זך,66
70223,טב,119
70223,כן,415
70223,ל,604
70223,מחל,372
70223,עם,5
70223,פ,6
70223,קז,7
70223,קנ,21
70223,שס,656
70223,ו,1
70223,חץ,11
70223,יש,7
70223,כ,8
70223,מרצ,19
70223,נץ,3
70223,פץ,2
70223,ף,2
70223,רק,13
70223,ד,2
70223,צה,3
70223,ק,4
70223,כץ,3
70223,פז,2
70223,פכ,2
70223,ז,2
70134,אמת,97
70134,ג,1133
70134,ו,2
70134,ז,3
70134,זה,132
70134,זך,29
70134,טב,43
70134,כ,9
70134,כן,203
70134,ל,271
70134,מחל,130
70134,מרצ,9
70134,עם,2
70134,פז,5
70134,פץ,2
70134,ק,6
70134,קז,9
70134,קנ,18
70134,שס,1170
70134,יש,1
70134,נץ,2
70134,ף,2
70134,רק,3
70134,פ,8
70134,ד,2
70134,חץ,4
70222,אמת,169
70222,ג,92
70222,זה,84
70222,זך,36
70222,טב,36
70222,כ,6
70222,כן,220
70222,ל,269
70222,מחל,198
70222,מרצ,12
70222,עם,4
70222,ק,5
70222,קנ,11
70222,רק,12
70222,שס,322
70222,חץ,3
70222,פץ,1
70222,צה,1
70222,קז,6
70222,קפ,1
70222,ו,1
70222,נץ,2
70222,פז,2
70222,ף,2
70222,ז,2
70222,פכ,1
70222,יש,2
70222,פ,2
70135,אמת,116
70135,ג,390
70135,זה,72
70135,טב,44
70135,כ,4
70135,כן,147
70135,מחל,124
70135,שס,901
70135,ד,1
70135,ה,1
70135,זך,18
70135,יש,2
70135,ל,241
70135,מרצ,6
70135,עם,2
70135,פ,4
70135,ק,7
70135,קנ,13
70135,חץ,8
70135,כץ,1
70135,קז,3
70135,רק,5
70135,ז,1
70135,פץ,2
70135,פז,2
70242,אמת,262
70242,ג,48
70242,זה,51
70242,זך,66
70242,טב,107
70242,יש,9
70242,כן,392
70242,ל,306
70242,מחל,273
70242,מרצ,20
70242,עם,7
70242,פז,3
70242,קז,6
70242,קנ,18
70242,רק,19
70242,שס,463
70242,ו,3
70242,חץ,5
70242,כ,10
70242,פ,4
70242,פץ,2
70242,כץ,3
70242,פכ,3
70242,ק,7
70242,ד,2
70242,צה,3
70242,ה,1
70242,ף,1
70232,אמת,349
70232,ג,49
70232,ו,2
70232,זה,15
70232,זך,126
70232,חץ,12
70232,טב,156
70232,כ,21
70232,כן,639
70232,ל,413
70232,מחל,406
70232,מרצ,29
70232,פץ,3
70232,קז,7
70232,קנ,23
70232,קפ,1
70232,רק,22
70232,שס,589
70232,פכ,1
70232,פז,2
70232,יש,6
70232,פ,2
70232,ד,2
70232,נץ,3
70232,עם,1
70232,ה,1
70232,ז,1
70136,אמת,61
70136,ג,366
70136,ד,1
70136,ו,2
70136,זה,48
70136,זך,16
70136,טב,59
70136,כ,6
70136,כן,204
70136,כץ,3
70136,ל,473
70136,מחל,138
70136,מרצ,15
70136,פז,4
70136,ף,1
70136,צה,2
70136,רק,4
70136,שס,587
70136,ה,1
70136,פץ,1
70136,ק,2
70136,קז,4
70136,ז,1
70136,פ,1
70136,חץ,3
70136,יש,1
70136,קנ,2
70233,אמת,135
70233,ג,13
70233,זה,11
70233,זך,33
70233,חץ,4
70233,טב,71
70233,כן,178
70233,ל,173
70233,מחל,105
70233,מרצ,7
70233,פ,3
70233,קנ,6
70233,קפ,2
70233,רק,8
70233,שס,222
70233,יש,1
70233,כ,4
70233,פז,1
70233,פץ,1
70233,קז,4
70233,פכ,1
70233,ק,1
70243,אמת,388
70243,ג,41
70243,זך,119
70243,טב,188
70243,יש,5
70243,כן,562
70243,ל,272
70243,מחל,312
70243,מרצ,32
70243,פ,6
70243,פז,1
70243,פץ,1
70243,ף,1
70243,קז,8
70243,קנ,26
70243,קפ,2
70243,רק,33
70243,שס,347
70243,חץ,4
70243,ז,2
70243,זה,7
70243,נץ,3
70243,פכ,2
70243,ק,1
70243,כ,3
70243,צה,1
70241,אמת,265
70241,ג,29
70241,זה,10
70241,זך,109
70241,טב,130
70241,יש,3
70241,כ,6
70241,כן,406
70241,ל,227
70241,מחל,227
70241,מרצ,15
70241,פ,7
70241,פץ,4
70241,קז,7
70241,קנ,12
70241,קפ,3
70241,רק,17
70241,שס,323
70241,ד,1
70241,חץ,7
70241,נץ,1
70241,עם,4
70241,פז,2
70241,ק,2
70241,ה,1
70241,פכ,1
70335,אמת,1245
70335,ג,53
70335,ה,1
70335,ו,2
70335,זה,6
70335,זך,383
70335,חץ,19
70335,טב,391
70335,יש,10
70335,כ,20
70335,כן,1811
70335,ל,583
70335,מחל,743
70335,מרצ,123
70335,פ,28
70335,קנ,52
70335,רק,95
70335,שס,755
70335,פץ,4
70335,צה,1
70335,ז,1
70335,פז,4
70335,ק,4
70335,ד,2
70335,נץ,5
70335,קז,4
70335,עם,2
70335,פכ,1
70335,כץ,2
70212,אמת,78
70212,ג,33
70212,זה,29
70212,זך,15
70212,חץ,5
70212,טב,31
70212,כן,189
70212,ל,312
70212,מחל,108
70212,מרצ,9
70212,נץ,1
70212,פ,2
70212,קנ,5
70212,שס,290
70212,פץ,2
70212,קז,4
70212,רק,7
70212,ז,1
70212,כ,3
70212,פז,2
70212,קפ,1
70212,יש,1
70212,ק,2
70213,אמת,92
70213,ג,55
70213,זה,41
70213,זך,47
70213,חץ,11
70213,טב,56
70213,כ,5
70213,כן,422
70213,ל,710
70213,מחל,182
70213,מרצ,13
70213,פ,3
70213,קנ,21
70213,קפ,2
70213,שס,224
70213,יש,7
70213,נץ,6
70213,פכ,2
70213,ק,4
70213,קז,6
70213,עם,3
70213,פז,2
70213,פץ,3
70213,רק,12
70213,ז,1
70214,אמת,53
70214,ג,1051
70214,ד,2
70214,זה,198
70214,זך,23
70214,טב,28
70214,כ,7
70214,כן,174
70214,ל,356
70214,מחל,134
70214,מרצ,3
70214,נץ,1
70214,עם,2
70214,פ,4
70214,פז,1
70214,פץ,2
70214,קז,4
70214,קנ,7
70214,רק,7
70214,שס,257
70214,חץ,1
70214,ף,2
70214,ו,1
70214,יש,1
70333,אמת,447
70333,ג,21
70333,זך,170
70333,טב,134
70333,כ,11
70333,כן,665
70333,ל,232
70333,מחל,284
70333,מרצ,59
70333,פ,6
70333,פץ,2
70333,קז,3
70333,קנ,24
70333,רק,32
70333,שס,290
70333,חץ,5
70333,פז,2
70333,כץ,1
70333,צה,1
70333,ז,1
70333,ד,1
70333,זה,1
70333,יש,2
70332,אמת,229
70332,ג,12
70332,זה,1
70332,זך,77
70332,טב,60
70332,יש,4
70332,כן,336
70332,ל,209
70332,מחל,129
70332,מרצ,34
70332,נץ,2
70332,פז,2
70332,קנ,16
70332,רק,23
70332,שס,152
70332,כ,2
70332,פ,6
70332,ו,1
70332,חץ,2
70332,קז,4
70332,פכ,2
70332,קפ,1
70323,אמת,603
70323,ג,32
70323,זך,173
70323,טב,167
70323,יש,4
70323,כ,11
70323,כן,783
70323,כץ,1
70323,ל,271
70323,מחל,334
70323,מרצ,51
70323,פ,14
70323,קז,4
70323,קנ,18
70323,רק,50
70323,שס,258
70323,ז,1
70323,חץ,4
70323,פכ,1
70323,זה,1
70323,קפ,1
70211,אמת,330
70211,ג,133
70211,זך,132
70211,חץ,41
70211,טב,260
70211,יש,15
70211,כ,36
70211,כן,1035
70211,ל,1610
70211,מחל,496
70211,מרצ,42
70211,פז,4
70211,ף,3
70211,ק,6
70211,קנ,36
70211,שס,669
70211,ז,2
70211,פ,7
70211,רק,28
70211,כץ,5
70211,נץ,2
70211,קפ,1
70211,קז,10
70211,פץ,2
70211,צה,3
70211,ו,1
70211,פכ,1
70322,אמת,238
70322,ג,40
70322,ו,2
70322,זך,99
70322,חץ,25
70322,טב,101
70322,כ,10
70322,כן,901
70322,ל,1473
70322,מחל,370
70322,מרצ,27
70322,קנ,40
70322,רק,26
70322,שס,291
70322,פז,5
70322,ק,6
70322,קז,10
70322,עם,2
70322,ה,1
70322,יש,10
70322,כץ,2
70322,נץ,1
70322,פ,3
70322,פץ,3
70322,ף,7
70322,ד,3
70322,פכ,1
70322,ז,2
70326,אמת,144
70326,ג,19
70326,ד,3
70326,ו,2
70326,זך,43
70326,חץ,31
70326,טב,35
70326,יש,9
70326,כן,653
70326,ל,1385
70326,מחל,234
70326,מרצ,29
70326,פ,3
70326,פז,2
70326,פץ,4
70326,ף,7
70326,קז,6
70326,קנ,34
70326,רק,33
70326,שס,77
70326,קפ,2
70326,נץ,2
70326,כ,2
70326,ק,2
70326,צה,1
70325,אמת,239
70325,ג,38
70325,ד,1
70325,זה,11
70325,זך,96
70325,חץ,17
70325,טב,75
70325,יש,10
70325,כן,697
70325,ל,1156
70325,מחל,353
70325,מרצ,31
70325,פ,2
70325,קנ,41
70325,רק,27
70325,שס,189
70325,כ,2
70325,נץ,1
70325,פז,3
70325,קז,5
70325,פץ,3
70325,ף,1
70325,עם,1
70325,פכ,1
70325,ק,2
70325,כץ,2
70137,ג,3701
70137,כ,10
70137,קז,1
70137,שס,1387
70137,טב,15
70137,ל,4
70137,כן,5
70137,מחל,6
70137,נץ,1
70137,אמת,3
70137,ד,1
70137,רק,1
70321,אמת,66
70321,ג,6
70321,ו,1
70321,זך,33
70321,חץ,2
70321,טב,28
70321,יש,4
70321,כ,2
70321,כן,191
70321,ל,271
70321,מחל,86
70321,מרצ,8
70321,פץ,1
70321,ק,2
70321,קנ,5
70321,רק,4
70321,שס,61
70321,כץ,1
70321,פז,1
70321,קז,1
70321,קפ,1
70313,אמת,658
70313,ג,100
70313,זך,211
70313,חץ,33
70313,טב,381
70313,כ,26
70313,כן,1587
70313,ל,1407
70313,מחל,804
70313,מרצ,62
70313,ק,12
70313,קנ,53
70313,רק,65
70313,שס,730
70313,ז,7
70313,צה,3
70313,יש,16
70313,קז,10
70313,נץ,3
70313,פכ,4
70313,ד,2
70313,זה,8
70313,פז,7
70313,פץ,5
70313,פ,12
70313,ף,5
70313,קפ,1
70313,כץ,2
70331,אמת,614
70331,ג,60
70331,זך,158
70331,טב,313
70331,כ,15
70331,כן,1087
70331,כץ,2
70331,ל,677
70331,מחל,609
70331,מרצ,37
70331,פ,12
70331,צה,1
70331,קז,8
70331,קנ,21
70331,רק,45
70331,שס,734
70331,חץ,22
70331,ק,4
70331,זה,7
70331,ז,1
70331,יש,7
70331,פכ,1
70331,פץ,2
70331,ד,1
70331,קפ,1
70331,פז,1
70331,נץ,2
70331,עם,2
71001,אמת,68
71001,ג,5
71001,זך,6
71001,טב,7
71001,כן,31
71001,ל,6
71001,מחל,12
71001,מרצ,1
71001,פ,2
71001,שס,15
72001,אמת,140
72001,זך,5
72001,חץ,1
72001,טב,1
72001,כן,83
72001,ל,2
72001,מחל,5
72001,מרצ,328
72001,פ,2
72001,ק,2
72001,קנ,28
72001,רק,11
72001,שס,1
72001,ג,1
72001,ד,1
74001,אמת,79
74001,ד,3
74001,ה,1
74001,ו,2
74001,זה,2
74001,זך,11
74001,חץ,1
74001,כן,38
74001,ל,13
74001,מחל,4
74001,מרצ,35
74001,פ,3
74001,קנ,5
74001,רק,16
76001,אמת,137
76001,זך,34
76001,חץ,2
76001,טב,4
76001,כן,91
76001,כץ,1
76001,ל,13
76001,מחל,6
76001,מרצ,15
76001,נץ,1
76001,עם,1
76001,פ,5
76001,קנ,15
76001,רק,9
76001,שס,1
77001,אמת,221
77001,זה,42
77001,זך,17
77001,חץ,1
77001,טב,6
77001,כ,2
77001,כן,138
77001,ל,9
77001,מחל,14
77001,מרצ,27
77001,עם,1
77001,פ,7
77001,קז,1
77001,קנ,12
77001,רק,14
77001,שס,9
77001,ג,1
77001,ו,1
77001,ק,1
78001,אמת,100
78001,זך,14
78001,טב,3
78001,כן,45
78001,ל,2
78001,מחל,2
78001,מרצ,24
78001,פ,1
78001,קנ,3
78001,רק,9
78001,שס,2
79001,אמת,183
79001,ה,1
79001,זך,8
79001,חץ,1
79001,טב,2
79001,יש,1
79001,כן,60
79001,ל,10
79001,מחל,2
79001,מרצ,15
79001,ק,1
79001,קנ,4
79001,רק,10
79001,שס,1
80001,אמת,133
80001,זך,18
80001,חץ,1
80001,טב,11
80001,כ,1
80001,כן,146
80001,ל,22
80001,מחל,27
80001,מרצ,15
80001,פ,28
80001,פז,1
80001,קנ,9
80001,רק,5
82001,אמת,222
82001,ג,3
82001,זך,12
82001,חץ,1
82001,טב,17
82001,יש,1
82001,כ,1
82001,כן,101
82001,כץ,1
82001,ל,12
82001,מחל,12
82001,מרצ,30
82001,נץ,1
82001,פ,4
82001,ק,1
82001,קנ,6
82001,רק,14
82001,שס,2
84001,אמת,124
84001,זך,12
84001,טב,2
84001,כן,59
84001,ל,6
84001,מחל,3
84001,מרצ,20
84001,פ,2
84001,קנ,2
84001,רק,1
85001,אמת,128
85001,זך,23
85001,חץ,1
85001,טב,6
85001,כן,128
85001,כץ,1
85001,ל,11
85001,מחל,13
85001,מרצ,13
85001,פ,13
85001,קנ,9
85001,רק,12
86001,אמת,192
86001,ו,1
86001,זך,11
86001,טב,1
86001,יש,1
86001,כן,77
86001,ל,5
86001,מחל,2
86001,מרצ,26
86001,פ,12
86001,קנ,27
86001,רק,6
86001,שס,1
89001,אמת,182
89001,ז,1
89001,זך,9
89001,חץ,2
89001,טב,1
89001,יש,1
89001,כן,121
89001,ל,13
89001,מחל,5
89001,מרצ,20
89001,פ,6
89001,ק,1
89001,קנ,12
89001,רק,4
90001,אמת,131
90001,ו,1
90001,זך,21
90001,טב,3
90001,כן,60
90001,ל,2
90001,מחל,1
90001,מרצ,22
90001,פ,2
90001,קנ,9
90001,רק,7
92001,אמת,142
92001,ו,3
92001,זך,13
92001,כן,50
92001,ל,10
92001,מחל,4
92001,מרצ,17
92001,פ,6
92001,ק,1
92001,קנ,9
92001,רק,9
94001,אמת,61
94001,זך,7
94001,טב,4
94001,כ,1
