stat95,code,votes
509001,ז,2
509001,נץ,6
509001,פץ,3
509001,צה,5
509001,קפ,5
509001,פז,2
509001,זך,1
509001,כ,1
509001,רק,1
509001,פ,1
509001,ף,1
509001,יש,1
509001,כץ,1
510002,אמת,1152
510002,ד,929
510002,ו,872
510002,טב,12
510002,יש,7
510002,כן,102
510002,ל,6
510002,מרצ,52
510002,עם,1349
510002,ק,71
510002,קז,3
510002,שס,697
510002,כץ,3
510002,מחל,5
510002,פ,2
510002,קנ,8
510002,ג,3
510002,זה,1
510002,חץ,2
510002,נץ,3
510002,פכ,1
510002,צה,2
510002,רק,1
510002,פץ,1
510002,ז,1
510002,ף,2
510002,קפ,1
511001,אמת,82
511001,ד,564
511001,ו,590
511001,זך,1
511001,טב,3
511001,כן,26
511001,ל,87
511001,מחל,2
511001,מרצ,11
511001,נץ,2
511001,עם,265
511001,פז,1
511001,צה,3
511001,ק,2
511001,שס,7
511001,ג,4
511001,פכ,2
511001,קז,1
511001,קפ,1
511001,רק,2
511001,יש,1
511001,קנ,1
512001,אמת,177
512001,ג,1
512001,ד,228
512001,ו,14
512001,יש,3
512001,כן,37
512001,מרצ,2
512001,עם,208
512001,פץ,1
512001,ק,2
512001,קפ,2
512001,שס,36
512001,טב,7
512001,ל,1
512001,מחל,1
512001,רק,1
514001,אמת,69
514001,ד,35
514001,ו,5
514001,כן,4
514001,כץ,1
514001,ל,1
514001,מרצ,6
514001,עם,54
514001,פ,8
514001,פכ,1
514001,ק,1
514001,קנ,5
514001,קפ,3
516001,אמת,1010
516001,ד,1570
516001,ו,2044
516001,טב,35
516001,יש,10
516001,כן,731
516001,מחל,27
516001,מרצ,348
516001,עם,2206
516001,פץ,3
516001,צה,2
516001,ק,19
516001,רק,9
516001,שס,407
516001,פכ,3
516001,קנ,12
516001,ה,31
516001,קפ,3
516001,ג,8
516001,חץ,17
516001,ף,1
516001,ל,1
516001,נץ,2
516001,זה,2
516001,זך,4
516001,כ,1
516001,קז,3
516001,פז,2
490001,אמת,288
490001,ד,179
490001,ו,564
490001,טב,111
490001,כן,96
490001,מחל,5
490001,מרצ,53
490001,עם,879
490001,פ,1
490001,שס,187
490001,פכ,2
490001,צה,1
490001,ה,6
490001,כץ,1
490001,ל,6
490001,קנ,1
490001,קפ,1
490001,יש,2
490001,ק,1
517001,אמת,127
517001,ד,195
517001,ו,211
517001,טב,1
517001,כן,55
517001,מרצ,96
517001,עם,625
517001,שס,21
517001,זך,5
517001,חץ,1
517001,מחל,1
517001,ז,1
517001,נץ,1
517001,ף,1
517001,קנ,1
518001,אמת,174
518001,ד,661
518001,ו,230
518001,כן,239
518001,כץ,2
518001,ל,87
518001,מרצ,50
518001,קנ,13
518001,שס,2
518001,כ,2
518001,נץ,1
518001,פ,1
518001,רק,1
518001,טב,4
520001,אמת,74
520001,ד,335
520001,ו,306
520001,חץ,2
520001,כן,58
520001,מרצ,149
520001,עם,1015
520001,פכ,2
520001,ל,3
520001,קנ,2
520001,מחל,3
520001,פץ,1
520001,ף,1
520001,ק,7
520001,רק,1
520001,שס,13
520001,ה,1
520001,טב,1
520001,נץ,1
521001,אמת,191
521001,ד,42
521001,ו,13
521001,זך,1
521001,טב,1
521001,כן,17
521001,מחל,9
521001,עם,63
521001,ק,4
521001,שס,23
521001,ל,1
521001,מרצ,1
521001,פ,1
521001,קפ,1
522001,אמת,210
522001,ד,623
522001,ו,492
522001,טב,41
522001,כן,82
522001,מרצ,118
522001,עם,1245
522001,ף,2
522001,צה,4
522001,קז,3
522001,קנ,1
522001,שס,335
522001,ל,2
522001,פ,2
522001,ק,4
522001,קפ,4
522001,כץ,1
522001,מחל,2
522001,פכ,1
522001,ה,1
522001,כ,1
522001,יש,1
522001,פץ,1
523001,אמת,64
523001,ד,24
523001,ו,14
523001,חץ,26
523001,טב,1
523001,כן,12
523001,מחל,3
523001,מרצ,68
523001,עם,85
523001,פכ,1
523001,פץ,2
523001,שס,5
523001,ל,2
523001,צה,2
523001,קז,1
524001,אמת,106
524001,ד,55
524001,ו,24
524001,כן,42
524001,מחל,3
524001,מרצ,9
524001,עם,79
524001,פ,1
524001,ק,1
524001,קפ,1
524001,שס,8
524001,ל,2
524001,נץ,1
524001,פץ,1
525001,אמת,390
525001,ד,297
525001,ה,8
525001,ו,3
525001,טב,13
525001,כן,150
525001,ל,132
525001,מחל,46
525001,נץ,2
525001,קנ,5
525001,שס,209
525001,זה,1
525001,זך,1
525001,מרצ,7
526001,אמת,142
526001,ג,2
526001,ד,79
526001,ו,199
526001,כן,2
526001,מרצ,81
526001,עם,137
526001,ף,1
526001,צה,1
526001,ק,4
526001,קז,1
526001,שס,90
526001,חץ,3
526001,קנ,2
527001,אמת,69
527001,ג,6
527001,זך,6
527001,טב,14
527001,כן,37
527001,ל,2
527001,מחל,19
527001,נץ,1
527001,שס,4
528001,אמת,38
528001,ד,217
528001,ו,56
528001,כן,3
528001,ל,3
528001,מחל,31
528001,עם,158
528001,צה,2
528001,קנ,1
528001,שס,24
528001,חץ,1
528001,מרצ,4
528001,ק,1
529001,אמת,438
529001,ד,941
529001,ו,1151
529001,זך,4
529001,חץ,4
529001,טב,12
529001,כן,56
529001,ל,9
529001,מחל,11
529001,מרצ,122
529001,עם,847
529001,ק,8
529001,קנ,2
529001,שס,144
529001,ג,11
529001,צה,3
529001,קז,6
529001,רק,1
529001,יש,1
529001,נץ,5
529001,כץ,1
529001,ף,1
529001,פץ,1
530001,אמת,136
530001,ג,7
530001,ד,622
530001,ו,1349
530001,טב,1
530001,כן,79
530001,מחל,4
530001,מרצ,36
530001,נץ,2
530001,עם,48
530001,צה,3
530001,ק,5
530001,קנ,3
530001,ף,2
530001,קז,1
530001,פ,6
530001,ז,2
530001,ל,2
530001,שס,2
531002,אמת,288
531002,ג,6
531002,ד,1506
531002,ו,2657
531002,טב,5
531002,כן,104
531002,מחל,38
531002,מרצ,61
531002,עם,1914
531002,ק,12
531002,חץ,4
531002,כץ,1
531002,צה,1
531002,קז,3
531002,ז,1
531002,פץ,3
531002,קנ,5
531002,רק,1
531002,זך,2
531002,כ,1
531002,פ,10
531002,ף,5
531002,שס,4
531002,ל,2
532001,אמת,471
532001,ד,991
532001,ו,756
532001,כן,98
532001,מחל,49
532001,מרצ,38
532001,עם,1065
532001,צה,4
532001,רק,3
532001,שס,39
532001,פכ,1
532001,ק,3
532001,יש,1
532001,נץ,1
532001,קנ,3
532001,ל,3
532001,כץ,1
532001,חץ,1
535001,אמת,107
535001,ד,375
535001,ו,140
535001,זך,1
535001,כן,177
535001,ל,7
535001,מרצ,78
535001,עם,5
535001,ק,3
535001,קנ,10
535001,שס,38
535001,ז,1
535001,פ,1
535001,צה,3
536001,אמת,694
536001,ג,23
536001,ד,520
536001,ו,400
536001,זך,14
536001,כן,339
536001,ל,251
536001,מחל,83
536001,מרצ,32
536001,קנ,8
536001,רק,1
536001,שס,87
536001,זה,1
536001,טב,10
536001,נץ,2
536001,ק,1
536001,קז,1
536001,ז,1
537001,אמת,399
537001,ד,265
537001,ה,19
537001,ו,143
537001,כן,43
537001,מרצ,18
537001,עם,762
537001,קנ,3
537001,טב,2
537001,יש,1
537001,ף,1
537001,ק,2
537001,רק,2
537001,צה,3
537001,מחל,5
537001,קפ,1
537001,ג,4
537001,כץ,2
537001,פז,1
537001,נץ,1
538001,אמת,139
538001,ד,409
538001,ו,740
538001,ז,1
538001,כן,88
538001,ל,30
538001,מרצ,14
538001,עם,819
538001,ק,26
538001,ג,7
538001,זך,2
538001,קנ,3
538001,שס,27
538001,כץ,1
538001,רק,3
538001,טב,1
538001,קז,1
538001,כ,1
538001,מחל,4
538001,נץ,1
538001,פץ,1
538001,צה,1
539001,אמת,5
539001,ד,114
539001,ו,191
539001,כן,2
539001,ל,1
539001,מחל,34
539001,מרצ,4
539001,עם,10
540001,אמת,257
540001,ד,4
540001,ו,6
540001,זך,9
540001,כן,67
540001,ל,42
540001,מרצ,5
540001,עם,8
540001,פץ,2
540001,קנ,3
540001,שס,57
541001,אמת,167
541001,ד,456
541001,ו,237
541001,חץ,2
541001,כ,3
541001,כן,221
541001,כץ,2
541001,מחל,5
541001,מרצ,307
541001,עם,235
541001,פץ,3
541001,ק,2
541001,שס,7
541001,צה,3
541001,נץ,4
541001,קז,2
541001,זה,1
541001,זך,3
541001,טב,1
541001,קנ,1
541001,קפ,3
541001,ג,1
541001,יש,1
541001,רק,1
541001,ה,1
542001,אמת,277
542001,ג,5
542001,ד,897
542001,ו,974
542001,כן,252
542001,מרצ,78
542001,עם,1271
542001,פז,2
542001,פץ,2
542001,ק,25
542001,ל,8
542001,קנ,4
542001,מחל,6
542001,כץ,4
542001,שס,4
542001,פכ,2
542001,טב,3
542001,קז,1
542001,רק,3
542001,חץ,2
542001,פ,1
542001,צה,2
542001,זך,1
543001,אמת,451
543001,ד,837
543001,ו,663
543001,ז,1
543001,זך,8
543001,טב,5
543001,כ,2
543001,כן,204
543001,ל,196
543001,מחל,65
543001,מרצ,52
543001,עם,235
543001,ק,4
543001,קנ,2
543001,שס,92
543001,נץ,2
543001,צה,2
543001,ה,9
543001,פז,1
543001,ף,1
543001,קז,1
543001,כץ,1
546001,אמת,128
546001,ד,19
546001,ו,2
546001,זך,2
546001,כן,54
546001,ל,87
546001,מחל,6
546001,עם,1
546001,פ,1
546001,קנ,2
546001,קפ,1
547001,אמת,8
547001,ד,68
547001,ו,109
547001,חץ,8
547001,כן,5
547001,ל,1
547001,מחל,1
547001,מרצ,3
547001,עם,103
547001,שס,10
549001,אמת,76
549001,ג,2
549001,זך,17
549001,חץ,2
549001,טב,4
549001,יש,3
549001,כן,132
549001,ל,10
549001,מחל,21
549001,מרצ,12
549001,פ,2
549001,קנ,1
549001,רק,7
549001,שס,4
553001,אמת,114
553001,ז,1
553001,זך,22
553001,טב,7
553001,יש,3
553001,כן,120
553001,ל,2
553001,מחל,17
553001,מרצ,24
553001,פ,12
553001,קנ,4
553001,רק,7
555001,אמת,44
555001,ג,1
555001,ו,1
555001,זך,11
555001,חץ,2
555001,טב,5
555001,יש,1
555001,כן,104
555001,ל,4
555001,מחל,4
555001,מרצ,18
555001,פ,4
555001,קנ,3
555001,רק,9
555001,שס,1
559001,אמת,68
559001,זה,2
559001,זך,24
559001,חץ,2
559001,טב,17
559001,כ,1
559001,כן,65
559001,ל,15
559001,מחל,12
559001,מרצ,20
559001,פ,1
559001,קז,1
559001,קנ,3
559001,רק,6
559001,שס,8
562001,אמת,128
562001,ג,3
562001,ז,1
562001,זך,51
562001,חץ,2
562001,טב,22
562001,יש,2
562001,כ,1
562001,כן,177
562001,ל,24
562001,מחל,49
562001,מרצ,27
562001,פ,3
562001,קנ,9
562001,רק,15
562001,שס,14
563001,אמת,29
563001,זך,9
563001,יש,1
563001,כן,29
563001,ל,2
563001,מחל,4
563001,מרצ,5
563001,קנ,5
563001,רק,6
564001,אמת,62
564001,ג,2
564001,ו,1
564001,זך,10
564001,חץ,1
564001,כן,26
564001,ל,3
564001,מחל,4
564001,מרצ,123
564001,נץ,1
564001,קנ,5
564001,רק,5
565001,אמת,816
565001,ג,68
565001,זה,2
565001,זך,551
565001,חץ,12
565001,טב,241
565001,כ,32
565001,כן,1383
565001,ל,414
565001,מחל,615
565001,מרצ,130
565001,קז,13
565001,קנ,68
565001,רק,96
565001,שס,454
565001,יש,7
565001,פ,18
565001,ד,1
565001,נץ,3
565001,ף,1
565001,פץ,2
565001,צה,1
565001,עם,2
565001,כץ,2
565001,פכ,1
565001,ק,6
565001,ו,1
565001,פז,4
565001,קפ,1
567001,אמת,292
567001,ד,1
567001,ה,1
567001,זך,5
567001,חץ,1
567001,כן,89
567001,ל,2
567001,מחל,4
567001,מרצ,67
567001,עם,14
567001,פ,3
567001,קנ,24
567001,רק,8
567001,שס,1
570001,אמת,90
570001,זך,19
570001,טב,3
570001,כן,76
570001,ל,17
570001,מחל,33
570001,מרצ,3
570001,פץ,1
570001,קנ,5
570001,רק,8
570001,שס,19
571001,אמת,13
571001,ג,9
571001,זך,9
571001,טב,315
571001,כ,4
571001,כן,22
571001,ל,17
571001,מחל,45
571001,מרצ,1
571001,פ,12
571001,קנ,4
571001,רק,3
571001,שס,30
572001,אמת,182
572001,ג,2
572001,זך,1
572001,חץ,1
572001,טב,6
572001,יש,1
572001,כן,40
572001,ל,24
572001,מחל,9
572001,מרצ,37
572001,פז,1
572001,קנ,3
572001,רק,5
573001,אמת,33
573001,זך,8
573001,טב,4
573001,כן,32
573001,ל,4
573001,מחל,9
573001,מרצ,1
573001,פ,1
573001,ק,1
573001,קז,1
573001,קנ,4
573001,שס,4
574001,אמת,167
574001,ז,1
574001,זך,31
574001,חץ,1
574001,טב,10
574001,כ,1
574001,כן,133
574001,ל,6
574001,מחל,17
574001,מרצ,37
574001,פ,2
574001,קנ,16
574001,רק,11
574001,שס,2
575001,אמת,47
575001,זך,8
575001,חץ,1
575001,כן,27
575001,מחל,4
575001,מרצ,86
575001,פ,1
575001,קנ,1
575001,רק,4
575001,שס,1
576001,אמת,339
576001,ו,1
576001,זך,18
576001,חץ,2
576001,טב,3
576001,כ,1
576001,כן,58
576001,ל,6
576001,מחל,2
576001,מרצ,44
576001,פ,4
576001,קנ,8
576001,רק,10
576001,שס,1
577001,ג,24
577001,טב,61
577001,כ,6
577001,כן,4
577001,מחל,2
577001,שס,24
578001,אמת,81
578001,זך,4
578001,טב,4
578001,כן,44
578001,ל,3
578001,מחל,2
578001,מרצ,108
578001,פ,1
578001,קנ,4
578001,רק,5
579001,אמת,239
579001,ו,1
579001,זך,14
579001,טב,3
579001,כן,75
579001,ל,9
579001,מחל,17
579001,מרצ,28
579001,פ,1
579001,קנ,6
579001,רק,11
579001,שס,3
580001,אמת,91
580001,ג,1
580001,זך,16
580001,טב,27
580001,יש,2
580001,כ,2
580001,כן,72
580001,ל,10
580001,מחל,15
580001,מרצ,23
580001,פ,4
580001,קנ,5
580001,רק,12
582001,אמת,93
582001,ה,1
582001,זך,47
582001,טב,8
582001,כ,3
582001,כן,224
582001,ל,15
582001,מחל,30
582001,מרצ,32
582001,פ,10
582001,קנ,5
582001,רק,9
582001,שס,1
584001,אמת,52
584001,ו,2
584001,זך,2
584001,יש,1
584001,כן,34
584001,ל,1
584001,מחל,5
584001,מרצ,104
584001,פ,1
584001,קנ,1
584001,רק,4
585001,אמת,9
585001,ז,1
585001,זה,1
585001,זך,6
585001,טב,254
585001,כ,7
585001,כן,23
585001,ל,6
585001,מחל,24
585001,מרצ,2
585001,פ,54
585001,קנ,4
585001,רק,4
585001,שס,8
586001,אמת,61
586001,ג,2
586001,ו,4
586001,זך,4
586001,טב,1
586001,כן,41
586001,ל,4
586001,מחל,2
586001,מרצ,67
586001,פ,1
586001,ק,1
586001,קנ,2
586001,רק,5
586001,שס,2
587001,אמת,277
587001,ג,11
587001,ז,1
587001,זך,99
587001,חץ,25
587001,טב,44
587001,כן,953
587001,כץ,3
587001,ל,76
587001,מחל,166
587001,מרצ,235
587001,פ,30
587001,צה,1
587001,קנ,24
587001,רק,40
587001,שס,20
587001,ו,1
587001,כ,1
587001,נץ,1
587001,פץ,2
587001,זה,1
587001,יש,1
587001,פז,1
587001,פכ,1
587001,ה,1
588001,אמת,3
588001,ג,32
588001,ו,2
588001,זך,15
588001,טב,190
588001,כ,15
588001,כן,22
588001,ל,6
588001,מחל,55
588001,פ,4
588001,קנ,2
588001,רק,2
588001,שס,109
589001,אמת,42
589001,זך,14
589001,טב,6
589001,כ,3
589001,כן,65
589001,ל,6
589001,מחל,13
589001,מרצ,5
589001,קנ,8
589001,רק,1
590001,אמת,115
590001,ז,1
590001,זך,3
590001,טב,1
590001,כ,1
590001,כן,39
590001,ל,4
590001,מחל,1
590001,מרצ,9
590001,פ,1
590001,קנ,1
590001,רק,5
591001,אמת,149
591001,ג,1
591001,ו,1
591001,זך,54
591001,חץ,1
591001,טב,16
591001,יש,2
591001,כ,2
591001,כן,213
591001,כץ,1
591001,ל,8
591001,מחל,29
591001,מרצ,53
591001,נץ,1
591001,פ,10
591001,פץ,1
591001,צה,1
591001,ק,2
591001,קז,2
591001,קנ,8
591001,רק,26
591001,שס,3
592001,אמת,4
592001,ג,1
592001,זך,4
592001,טב,165
592001,כ,3
592001,כן,14
592001,ל,6
592001,מחל,8
592001,מרצ,1
592001,פ,4
592001,פץ,1
592001,רק,3
592001,שס,4
593001,אמת,114
593001,ג,2
593001,זך,54
593001,חץ,2
593001,טב,11
593001,כן,126
593001,ל,13
593001,מחל,21
593001,מרצ,18
593001,פ,4
593001,צה,1
593001,קז,1
593001,קנ,10
593001,רק,10
593001,שס,6
594001,אמת,12
594001,ג,7
594001,זך,6
594001,טב,139
594001,כ,21
594001,כן,21
594001,ל,8
594001,מחל,25
594001,מרצ,1
594001,פ,4
594001,קנ,4
594001,רק,3
594001,שס,8
595001,אמת,203
595001,זך,12
595001,חץ,1
595001,טב,3
595001,כ,1
595001,כן,53
595001,ל,5
595001,מרצ,13
595001,פ,1
595001,פץ,1
595001,ק,1
595001,קנ,5
595001,רק,5
595001,שס,2
596001,אמת,101
596001,ג,1
596001,זך,7
596001,טב,2
596001,כן,42
596001,ל,11
596001,מחל,5
596001,מרצ,17
596001,קנ,2
596001,רק,3
596001,שס,2
597001,אמת,152
597001,ג,1
597001,זך,16
597001,טב,1
597001,כן,68
597001,ל,2
597001,מחל,5
597001,מרצ,48
597001,פ,1
597001,פץ,1
597001,קנ,10
597001,רק,6
597001,שס,5
598001,אמת,66
598001,זך,12
598001,כן,29
598001,ל,2
598001,מחל,1
598001,מרצ,73
598001,ק,1
598001,קנ,2
598001,רק,2
599001,אמת,88
599001,ו,1
599001,ז,1
599001,זך,4
599001,טב,2
599001,כ,1
599001,כן,30
599001,ל,4
599001,מחל,1
599001,מרצ,9
599001,עם,2
599001,פ,1
599001,קנ,5
599001,רק,5
599001,שס,3
602001,אמת,87
602001,זך,3
602001,חץ,1
602001,יש,1
602001,כן,32
602001,מרצ,105
602001,ק,1
602001,קנ,6
602001,רק,5
603001,אמת,50
603001,ג,1
603001,זך,3
603001,טב,9
603001,כן,32
603001,ל,3
603001,מחל,22
603001,מרצ,1
603001,קנ,2
603001,רק,1
603001,שס,30
604001,אמת,17
604001,ג,7
604001,זך,24
604001,טב,31
604001,כן,59
604001,ל,21
604001,מחל,66
604001,מרצ,3
604001,פכ,1
604001,ק,1
604001,קנ,3
604001,שס,104
605001,אמת,29
605001,ג,7
605001,זך,5
605001,טב,27
605001,כ,1
605001,כן,21
605001,ל,4
605001,מחל,14
605001,מרצ,1
605001,עם,1
605001,פ,1
605001,פכ,1
605001,שס,28
606001,אמת,78
606001,ג,1
606001,זך,48
606001,חץ,6
606001,טב,12
606001,יש,2
606001,כן,210
606001,ל,19
606001,מחל,39
606001,מרצ,26
606001,נץ,1
606001,פ,1
606001,פץ,1
606001,קנ,7
606001,רק,19
606001,שס,2
607001,אמת,2
607001,ג,25
607001,זך,7
607001,טב,130
607001,כ,7
607001,כן,2
607001,ל,9
607001,מחל,15
607001,מרצ,1
607001,פ,1
607001,שס,20
609001,אמת,125
609001,ג,4
609001,זך,2
609001,טב,19
609001,כ,6
609001,כן,21
609001,ל,24
609001,מחל,22
609001,מרצ,1
609001,פ,1
609001,רק,1
609001,שס,54
610001,אמת,139
610001,ג,1
610001,ד,1
610001,ו,1
610001,זך,28
610001,חץ,5
610001,טב,4
610001,כ,1
610001,כן,137
610001,ל,8
610001,מחל,33
610001,מרצ,37
610001,פ,3
610001,פז,1
610001,ק,1
610001,קנ,4
610001,רק,20
610001,שס,1
612001,אמת,59
612001,ג,1
612001,זך,24
612001,טב,25
612001,כ,9
612001,כן,105
612001,ל,14
612001,מחל,68
612001,מרצ,5
612001,נץ,1
612001,צה,5
612001,קנ,2
612001,רק,6
612001,שס,39
613001,אמת,69
613001,ו,1
613001,זך,16
613001,חץ,1
613001,טב,6
613001,כן,96
613001,ל,16
613001,מחל,14
613001,מרצ,19
613001,פ,2
613001,פץ,1
613001,ף,1
613001,קנ,1
613001,רק,9
613001,שס,4
614001,אמת,44
614001,ג,1
614001,ו,1
614001,זך,6
614001,טב,11
614001,כ,1
614001,כן,63
614001,ל,1
614001,מחל,13
614001,פ,1
614001,ק,1
614001,קנ,1
614001,שס,17
615001,אמת,204
615001,ג,2
615001,ז,1
615001,זך,42
615001,טב,15
615001,יש,1
615001,כ,1
615001,כן,231
615001,ל,17
615001,מחל,23
615001,מרצ,58
615001,פ,20
615001,פץ,2
615001,ק,1
615001,קנ,16
615001,רק,16
615001,שס,3
616001,אמת,84
616001,ג,5
616001,ו,1
616001,זך,29
616001,טב,18
616001,כ,2
616001,כן,111
616001,ל,15
616001,מחל,47
616001,מרצ,13
616001,פ,1
616001,קנ,12
616001,רק,19
616001,שס,26
617001,אמת,66
617001,ד,1
617001,ו,4
617001,זך,7
617001,חץ,2
617001,טב,1
617001,כן,39
617001,ל,1
617001,מחל,2
617001,מרצ,114
617001,פ,1
617001,קנ,6
617001,רק,5
618001,אמת,39
618001,ג,2
618001,זך,14
618001,טב,70
618001,כ,5
618001,כן,32
618001,כץ,1
618001,ל,5
618001,מחל,52
618001,מרצ,1
618001,פ,1
618001,פץ,1
618001,רק,2
618001,שס,31
619001,אמת,88
619001,זך,5
619001,חץ,1
619001,טב,1
619001,כן,46
619001,ל,3
619001,מחל,7
619001,מרצ,16
619001,פ,1
619001,רק,3
619001,שס,11
620001,אמת,10
620001,ג,3
620001,זך,9
620001,טב,248
620001,כ,1
620001,כן,29
620001,ל,8
620001,מחל,21
620001,מרצ,3
620001,פ,9
620001,קנ,1
620001,רק,9
620001,שס,1
622001,אמת,16
622001,ג,6
622001,זך,12
622001,טב,179
622001,כ,1
622001,כן,17
622001,ל,5
622001,מחל,17
622001,מרצ,4
622001,נץ,1
622001,פ,13
622001,קנ,1
622001,רק,10
622001,שס,2
623001,אמת,137
623001,ו,2
623001,זך,5
623001,כן,32
623001,ל,7
623001,מחל,3
623001,מרצ,15
623001,פ,3
623001,פז,1
623001,קנ,16
623001,רק,1
623001,שס,1
627001,אמת,717
627001,ד,248
627001,ו,755
627001,כ,1
627001,כן,58
627001,מרצ,113
627001,עם,1259
627001,פ,2
627001,קנ,1
627001,רק,1
627001,זך,2
627001,מחל,4
627001,ג,1
627001,יש,1
627001,ל,2
627001,נץ,3
627001,פכ,1
627001,קפ,1
633001,אמת,41
633001,ד,65
633001,ו,92
633001,זך,1
633001,כן,31
633001,ל,1
633001,מרצ,85
633001,עם,526
633001,פכ,1
633001,קנ,5
633001,שס,8
633001,חץ,1
634001,אמת,45
634001,ד,359
634001,ו,1066
634001,זך,3
634001,כן,238
634001,מרצ,1859
634001,עם,4000
634001,צה,1
634001,ל,3
634001,מחל,17
634001,פכ,10
634001,כץ,1
634001,רק,1
634001,שס,2
634001,טב,3
634001,יש,4
634001,כ,1
634001,ק,1
634001,חץ,1
634001,קנ,1
634001,קז,1
634001,פז,1
635001,אמת,47
635001,ד,124
635001,ה,14
635001,ו,110
635001,כן,3
635001,מחל,122
635001,מרצ,2
635001,עם,496
635001,קנ,2
635001,רק,1
635001,שס,42
635001,ג,1
635001,פכ,1
636001,אמת,2
636001,ד,65
636001,ו,137
636001,כן,3
636001,ל,1
636001,מחל,2
636001,מרצ,13
636001,עם,117
636001,ק,4
637002,אמת,231
637002,ד,1007
637002,ו,687
637002,חץ,13
637002,כן,50
637002,מרצ,97
637002,עם,1082
637002,צה,3
637002,ה,16
637002,טב,2
637002,ק,26
637002,קנ,6
637002,זך,1
637002,כץ,1
637002,פץ,1
637002,זה,1
637002,פכ,1
637002,קפ,3
637002,רק,3
637002,נץ,2
637002,שס,1
637002,ל,1
637002,מחל,1
637004,אמת,67
637004,ד,586
637004,ו,295
637004,ז,1
637004,מרצ,23
637004,נץ,2
637004,עם,270
637004,צה,3
637004,קנ,1
637004,רק,3
637004,ג,1
637004,טב,3
637004,כן,11
637004,ל,3
637004,ק,3
637004,ה,2
637004,פכ,1
637004,זך,1
637004,פז,1
637004,שס,1
638001,אמת,250
638001,ג,2
638001,ד,1285
638001,ו,1090
638001,זך,1
638001,כן,356
638001,מחל,9
638001,מרצ,182
638001,נץ,2
638001,עם,2232
638001,צה,3
638001,טב,3
638001,ל,4
638001,פ,8
638001,קז,4
638001,קפ,4
638001,ק,3
638001,קנ,5
638001,פץ,1
638001,רק,2
638001,כ,1
638001,חץ,1
638001,פז,1
638001,שס,2
638001,כץ,1
638001,ף,1
648001,אמת,90
648001,זך,9
648001,כ,1
648001,כן,26
648001,ל,4
648001,מרצ,129
648001,פ,1
648001,קנ,4
648001,רק,14
649001,אמת,84
649001,ד,76
649001,ו,31
649001,כן,7
649001,מרצ,35
649001,עם,124
649001,פ,1
649001,צה,1
649001,קז,1
649001,קנ,3
649001,זך,2
649001,מחל,2
649001,ק,10
649001,קפ,1
652001,אמת,65
652001,ד,132
652001,ה,2
652001,ו,86
652001,טב,2
652001,כן,7
652001,ל,1
652001,מרצ,43
652001,עם,277
652001,ק,1
652001,קפ,1
652001,שס,1
652001,מחל,2
654001,אמת,439
654001,ד,2328
654001,ו,766
654001,חץ,15
654001,טב,22
654001,כן,253
654001,כץ,1
654001,ל,3
654001,מרצ,321
654001,עם,939
654001,פ,2
654001,ף,2
654001,ק,214
654001,קפ,10
654001,נץ,10
654001,קנ,13
654001,מחל,3
654001,צה,3
654001,יש,2
654001,ג,2
654001,שס,5
654001,כ,10
654001,זך,1
654001,פץ,1
658001,אמת,213
658001,ד,68
658001,ו,67
658001,כן,20
658001,מחל,1
658001,מרצ,15
658001,עם,315
658001,ק,1
658001,קז,1
658001,קנ,1
658001,נץ,1
658001,צה,1
661001,אמת,94
661001,ג,1
661001,ז,1
661001,זך,51
661001,חץ,1
661001,טב,30
661001,כן,141
661001,כץ,1
661001,ל,18
661001,מחל,61
661001,מרצ,17
661001,פ,4
661001,קז,1
661001,קנ,5
661001,רק,9
661001,שס,76
662001,אמת,63
662001,זך,21
662001,טב,21
662001,כ,2
662001,כן,106
662001,ל,20
662001,מחל,53
662001,מרצ,6
662001,פ,1
662001,קנ,3
662001,רק,6
662001,שס,45
663001,אמת,12
663001,ג,4
663001,זך,14
663001,טב,159
663001,כ,4
663001,כן,30
663001,ל,14
663001,מחל,74
663001,מרצ,1
663001,פ,5
663001,פז,1
663001,קנ,4
663001,רק,2
663001,שס,57
664001,אמת,36
664001,ג,2
664001,זך,3
664001,טב,47
664001,כ,2
664001,כן,38
664001,ל,11
664001,מחל,35
664001,פ,2
664001,קנ,5
664001,רק,3
664001,שס,27
665001,אמת,38
665001,ג,4
665001,זך,7
665001,טב,142
665001,כ,1
665001,כן,31
665001,ל,7
665001,מחל,15
665001,מרצ,4
665001,פ,4
665001,קנ,2
665001,רק,7
665001,שס,20
666001,אמת,1120
666001,ו,10
666001,זך,274
666001,חץ,22
666001,טב,122
666001,יש,2
666001,כ,12
666001,כן,1352
666001,ל,183
666001,מחל,294
666001,מרצ,296
666001,נץ,2
666001,פ,60
666001,ק,3
666001,קנ,38
666001,רק,50
666001,שס,37
666001,ג,7
666001,ד,6
666001,צה,1
666001,זה,3
666001,כץ,2
666001,פכ,1
666001,פץ,1
666001,קז,1
667001,אמת,103
667001,זך,1
667001,חץ,1
667001,טב,2
667001,כ,1
667001,כן,31
667001,ל,5
667001,מחל,5
667001,מרצ,122
667001,פ,3
667001,קנ,5
667001,רק,10
667001,שס,1
668001,אמת,182
668001,ג,1
668001,ז,1
668001,זה,1
668001,זך,4
668001,יש,1
668001,כן,57
668001,כץ,1
668001,ל,3
668001,מחל,9
668001,מרצ,18
668001,נץ,1
668001,פ,1
668001,קנ,7
668001,רק,11
670001,אמת,49
670001,ו,1
