semel,ballot,valid,stat22
967,3.1,169,
967,3.2,95,
967,3.3,168,
967,3.4,108,
472,1.1,353,4720001
472,1.2,329,4720001
472,1.3,321,4720001
472,3,348,4720001
472,5,254,4720001
472,6.1,280,4720001
472,6.2,298,4720001
472,6.3,314,4720001
472,8,272,4720001
473,1.1,260,4730001
473,1.2,197,4730001
473,5.1,284,4730001
473,5.2,259,4730001
473,5.3,274,4730001
473,8.1,322,4730001
473,8.2,281,4730001
473,8.3,306,4730001
473,9.1,271,4730002
473,9.2,271,4730002
473,9.3,258,4730002
473,11.1,274,4730003
473,11.2,263,4730003
473,11.3,224,4730003
473,13.1,356,4730001
473,13.2,313,4730001
473,13.3,310,4730001
473,13.4,340,4730001
473,13.5,319,4730001
958,1,41,
968,5.1,201,
968,5.2,202,
968,5.3,274,
968,5.4,319,
968,5.5,213,
1342,1.1,183,13420001
1342,1.2,163,13420001
966,5.1,196,
966,5.2,207,
966,5.3,203,
966,5.4,185,
966,5.5,180,
966,6.1,182,
966,6.2,172,
966,6.3,148,
961,1.1,222,
961,1.2,199,
961,1.3,270,
961,1.4,400,
961,1.5,302,
961,1.6,236,
961,1.7,236,
961,1.8,228,
1375,1,315,13750001
1375,2,332,13750001
652,1,250,6520001
652,2,234,6520001
652,3.1,190,6520001
652,3.2,193,6520001
1275,1,244,12750001
679,1,402,6790001
1115,1,270,11150001
819,1,483,8190001
175,1,275,1750001
175,2,419,1750001
2052,1,327,20520001
1070,1,496,10700001
1220,1,150,12200001
182,1.1,422,1820003
182,1.2,438,1820003
182,1.3,422,1820003
182,2,416,1820004
182,3,553,1820004
182,5,440,1820004
182,6,531,1820009
182,9.1,464,1820004
182,9.2,449,1820004
182,9.3,449,1820004
182,9.4,449,1820004
182,9.5,457,1820004
182,9.6,465,1820004
182,10,458,1820004
182,11,377,1820007
182,12,503,1820004
182,17,400,1820005
1081,1,194,10810001
783,1,368,7830001
400,1,428,4000001
400,2,476,4000001
4011,1,324,40110001
3793,4.1,525,37930001
3793,4.2,519,37930001
1311,1,196,13110001
3759,1,207,37590001
113,1,176,1130001
1068,1,205,10680001
1123,1,443,11230001
446,1,292,4460001
446,2,322,4460001
4010,1,98,40100001
1046,1,200,10460001
2710,7.1,132,27100014
2710,7.2,119,27100014
2710,10,394,27100032
2710,11,272,27100035
2710,12,174,27100021
2710,14,219,27100041
2710,16.1,261,27100034
2710,16.2,272,27100034
2710,16.3,245,27100034
2710,16.4,261,27100034
2710,16.5,232,27100014
2710,18.1,183,27100034
2710,18.2,147,27100034
2710,18.3,171,27100021
2710,20,243,27100033
2710,22.1,266,27100033
2710,22.2,275,27100033
2710,23.1,275,27100015
2710,23.2,283,27100015
2710,23.3,255,27100015
2710,26.1,183,27100031
2710,26.2,185,27100031
2710,26.3,160,27100031
2710,27,185,27100021
2710,31,274,27100014
2710,32.1,235,27100031
2710,32.2,229,27100031
2710,32.3,283,27100031
2710,33,295,27100032
2710,34.1,222,27100041
2710,34.2,256,27100041
2710,37,186,27100021
2710,39,196,27100041
2710,42,272,27100033
2710,43.1,198,27100011
2710,43.2,208,27100011
2710,43.3,202,27100011
2710,43.4,257,27100011
2710,44.1,266,27100014
2710,44.2,293,27100014
2710,44.3,313,27100014
2710,44.4,293,27100014
2710,45.1,217,27100012
2710,45.2,198,27100012
2710,45.3,246,27100012
2710,45.4,216,27100012
2710,47,189,27100041
2710,49,261,27100033
2710,50,221,27100033
2710,51.1,221,27100012
2710,51.2,243,27100012
2710,51.3,209,27100012
2710,51.4,226,27100012
2710,51.5,225,27100012
2710,51.6,200,27100012
2710,52,218,27100021
2710,55,240,27100032
2710,56.1,203,27100014
2710,56.2,195,27100014
2710,56.3,218,27100014
2710,56.4,251,27100014
2710,57,187,27100021
2710,59,197,27100033
2024,1.1,230,20240001
2024,1.2,216,20240001
1358,1.1,331,13580001
1358,1.2,335,13580001
1358,1.3,327,13580001
1358,1.4,296,13580001
1108,1,339,11080001
680,1,397,6800001
31,1.1,230,310002
31,2,349,310003
31,3,283,310002
31,4,328,310002
31,5,226,310002
31,6.1,320,310002
31,6.2,298,310002
31,6.3,302,310002
31,7,288,310003
31,8,335,310008
31,9,319,310002
31,10.1,415,310006
31,10.2,442,310006
31,10.3,412,310006
31,11,530,310006
31,12,554,310006
31,13,349,310004
31,15.1,500,310006
31,15.2,496,310006
31,17.1,513,310008
31,17.2,483,310008
31,17.3,507,310008
31,17.4,504,310008
31,17.5,516,310008
31,19,335,310008
31,20,573,310007
31,22.1,485,310003
31,22.2,470,310003
31,22.3,476,310003
31,22.4,475,310003
31,22.5,457,310008
31,23.1,435,310007
31,23.2,413,310007
31,25,228,310008
31,26,310,310003
31,30,463,310004
31,33,415,310006
31,34.1,384,310002
31,34.2,372,310002
31,35.1,256,310007
31,35.2,238,310007
1294,1,214,12940001
67,1,481,670001
2400,1.1,370,24000024
2400,1.2,371,24000024
2400,1.3,403,24000024
2400,3,358,24000023
2400,6,280,24000034
2400,12.1,315,24000024
2400,12.2,304,24000024
2400,13,318,24000034
2400,16,344,24000023
2400,17,376,24000023
2400,22,258,24000022
2400,24.1,403,24000023
2400,24.2,383,24000023
2400,24.3,409,24000023
2400,37,461,24000035
2400,40,498,24000035
2400,42.1,426,24000024
2400,42.2,447,24000024
2400,42.3,452,24000024
2400,44,469,24000035
2400,46,499,24000035
2400,47,517,24000035
2400,5.1,485,24000025
2400,5.2,540,24000025
2400,5.3,536,24000025
2400,5.4,515,24000025
2400,5.5,493,24000025
2400,7,392,24000031
2400,9,416,24000031
2400,15,310,24000031
2400,21,425,24000026
2400,27,448,24000021
2400,29,496,24000023
2400,30,359,24000031
2400,32,389,24000021
2400,33,388,24000021
2400,38.1,463,24000012
2400,38.2,444,24000012
2400,38.3,466,24000012
2400,41,396,24000021
2400,43.1,503,24000012
2400,43.2,497,24000012
2400,45,390,24000021
2400,48,431,24000021
2400,49.1,568,24000027
2400,49.2,569,24000027
2400,101,312,24000013
1020,1,430,10200005
1020,3.1,316,10200005
1020,3.2,277,10200005
1020,3.3,292,10200005
1020,4.1,269,10200005
1020,4.2,261,10200005
1020,5,296,10200003
1020,6,377,10200005
1020,7,235,10200003
1020,8,299,10200005
1020,9,344,10200005
1020,10,341,10200005
1020,11,300,10200005
1020,16,355,10200007
1020,17.1,400,10200008
1020,17.2,417,10200008
1020,17.3,385,10200008
1020,17.4,406,10200008
1020,17.5,390,10200008
1020,17.6,375,10200008
1020,17.7,411,10200008
1020,19,313,10200007
1020,20,377,10200008
1020,21,288,10200008
1020,23,396,10200007
1020,24.1,481,10200002
1020,24.2,432,10200002
1020,24.3,488,10200002
1020,24.4,471,10200002
1020,24.5,457,10200002
780,1.1,293,7800001
780,1.2,300,7800001
2012,1,324,20120001
4013,1,175,40130001
403,1,247,4030001
3760,8.1,483,37600003
3760,8.2,486,37600003
3760,8.3,466,37600003
3760,8.4,498,37600003
3760,8.5,501,37600003
3760,8.6,467,37600003
3760,8.7,509,37600003
3760,9.1,402,37600001
3760,9.2,407,37600001
3760,9.3,422,37600001
3760,9.4,423,37600001
278,1,287,2780001
565,1.1,403,5650002
565,1.2,430,5650002
565,1.3,413,5650002
565,2,381,5650001
565,3,315,5650002
565,4,440,5650002
565,5,498,5650002
565,10.1,434,5650003
565,10.2,402,5650003
565,11,458,5650002
565,12,391,5650003
565,13,466,5650001
565,14,467,5650001
565,15.1,362,5650002
565,15.2,345,5650002
565,15.3,323,5650002
565,16,295,5650002
1157,1,137,11570001
821,1,290,8210001
1330,1,340,13300001
1330,4.1,510,13300001
1330,4.2,499,13300001
785,1.1,267,7850001
785,1.2,273,7850001
850,1,316,8500001
850,2,235,8500001
804,1,426,8040001
804,2,312,8040001
797,1,534,7970001
797,2,511,7970001
965,1,183,
965,2,209,
965,3,206,
338,1,65,3380001
716,1,333,7160001
77,1,245,770001
77,2,343,770001
294,1,287,2940001
294,2,351,2940001
1126,1,169,11260001
49,1,292,490001
2600,1,140,26000021
2600,2,208,26000021
2600,6.1,212,26000016
2600,6.2,212,26000016
2600,6.3,195,26000016
2600,6.4,167,26000016
2600,8.1,165,26000016
2600,8.2,148,26000016
2600,8.3,157,26000016
2600,8.4,125,26000016
2600,9.1,229,26000015
2600,9.2,211,26000015
2600,9.3,196,26000015
2600,9.4,189,26000015
2600,9.5,165,26000015
2600,9.6,162,26000015
2600,12,182,26000021
2600,13.1,236,26000024
2600,13.2,267,26000024
2600,13.3,202,26000024
2600,14,182,26000021
2600,23,222,26000021
2600,26.1,326,26000016
2600,26.2,267,26000011
2600,26.3,352,26000016
2600,26.4,288,26000016
2600,26.5,275,26000016
2600,27.1,340,26000016
2600,27.2,362,26000016
2600,27.3,338,26000016
2600,27.4,325,26000016
2600,28,245,26000024
2600,29,348,26000024
2600,30,200,26000025
2600,32,227,26000022
2600,34,298,26000025
2600,38,287,26000022
2600,40,302,26000024
2600,41,162,26000012
2600,48,359,26000024
2600,49.1,242,26000012
2600,49.2,225,26000012
2600,49.3,211,26000012
2600,49.4,185,26000012
2600,52.1,237,26000022
2600,52.2,206,26000022
2600,52.3,201,26000022
2600,52.4,171,26000022
2600,53,218,26000022
2600,54,226,26000022
2600,55,312,26000024
2600,59,364,26000046
2600,62,169,26000021
2600,63,125,26000021
2600,64,141,26000022
2600,71.1,298,26000043
2600,71.2,296,26000043
2600,71.3,300,26000043
2600,71.4,262,26000043
2600,71.5,253,26000043
2600,71.6,265,26000043
2600,73.1,317,26000042
2600,73.2,289,26000042
2600,73.3,322,26000042
2600,73.4,298,26000042
2600,73.5,280,26000042
2600,73.6,319,26000042
2600,74.1,392,26000045
2600,74.2,377,26000045
2600,74.3,401,26000045
2600,74.4,396,26000045
2600,74.5,366,26000045
2600,80.1,252,26000014
2600,80.2,256,26000014
2600,80.3,270,26000014
2600,80.4,246,26000014
2600,84.1,385,26000046
2600,84.2,352,26000046
2600,84.3,379,26000046
2600,84.4,366,26000046
2600,84.5,352,26000046
2600,84.6,370,26000046
2600,84.7,357,26000046
2600,86,160,26000012
2600,88,307,26000016
1336,1,427,13360001
3762,1,492,37620001
37,1,312,370001
478,7.1,302,4780003
478,7.2,309,4780003
478,7.3,282,4780003
478,7.4,281,4780003
478,9.1,321,4780002
478,9.2,292,4780002
478,9.3,284,4780002
478,9.4,302,4780002
478,9.5,297,4780002
478,12.1,273,4780002
478,12.2,312,4780002
478,12.3,262,4780002
478,12.4,288,4780002
478,12.5,284,4780002
478,14.1,256,4780002
478,14.2,274,4780002
478,14.3,303,4780002
478,14.4,290,4780002
1359,1,356,13590001
1359,2,345,13590001
1359,3,387,13590001
1316,1,100,13160001
4003,1,274,40030001
1145,1,531,11450001
330,1,227,3300001
1182,1,324,11820001
1182,2,287,11820001
3579,1,404,35790001
3579,2,313,35790001
3604,1.1,381,36040001
3604,1.2,370,36040001
3604,1.3,410,36040001
3604,3.1,256,36040001
3604,3.2,265,36040001
429,1.1,272,4290001
429,1.2,273,4290001
4017,1,162,40170001
868,1,24,8680001
285,1,393,2850001
4002,1,243,40020001
1365,1,275,13650001
41,1.1,514,410001
41,1.2,508,410001
41,1.3,504,410001
41,1.4,476,410001
1248,1,80,12480001
730,1,391,7300001
682,1,454,6820001
204,1,377,2040001
841,1,300,8410001
841,2,340,8410001
1125,1,220,11250001
3556,1,110,35560001
1309,1,457,13090015
1309,3,500,13090012
1309,5.1,369,13090013
1309,5.2,350,13090013
1309,6,501,13090031
1309,8,454,13090015
1309,9.1,534,13090023
1309,9.2,547,13090023
1309,9.3,519,13090023
1309,9.4,501,13090023
1309,9.5,536,13090023
1309,9.6,513,13090023
1309,11.1,492,13090021
1309,11.2,462,13090021
1309,11.3,476,13090021
1309,11.4,483,13090021
1309,15,608,13090031
1309,16,547,13090031
1309,19,563,13090012
1309,21.1,448,13090033
1309,21.2,435,13090033
1309,21.3,452,13090033
1309,24,485,13090031
1309,25.1,567,13090011
1309,25.2,552,13090011
1309,25.3,548,13090011
1309,27,601,13090033
1309,30.1,433,13090033
1309,30.2,426,13090033
1309,30.3,437,13090033
1309,30.4,447,13090033
1309,31.1,573,13090031
1309,31.2,576,13090031
1309,31.3,587,13090031
1309,31.4,575,13090031
1309,31.5,572,13090031
1309,32,579,13090033
1309,33,458,13090012
1309,34,474,13090031
3618,1,409,36180001
3618,2,349,36180001
3618,3,443,36180001
3750,1,345,37500001
3750,2,398,37500001
3750,3,382,37500001
3750,4,365,37500001
3750,5,406,37500001
3750,6,361,37500001
3750,7,393,37500001
3750,8,305,37500001
3750,9,344,37500001
3750,10,329,37500001
3750,11,418,37500001
3750,12,356,37500001
603,1,170,6030001
3560,5.1,454,35600001
3560,5.2,446,35600001
3560,5.3,461,35600001
3560,5.4,449,35600001
3560,5.5,441,35600001
772,1.1,268,7720001
772,1.2,258,7720001
1064,1,380,10640001
1253,1,246,12530001
23,1,104,230001
4012,1,262,40120001
960,1,128,
3754,1,350,37540001
529,1.1,330,5290002
529,1.2,267,5290002
529,1.3,316,5290002
529,2.1,210,5290001
529,2.2,197,5290001
529,3,392,5290003
529,5.1,283,5290002
529,5.2,277,5290002
529,5.3,254,5290002
529,7.1,210,5290003
529,7.2,252,5290003
529,8.1,291,5290002
529,8.2,317,5290002
529,8.3,256,5290002
529,11.1,305,5290003
529,11.2,305,5290003
529,11.3,300,5290003
529,12.1,249,5290002
529,12.2,262,5290002
529,13,399,5290002
963,8.1,288,
963,8.2,286,
963,8.3,277,
963,8.4,226,
963,8.5,227,
963,8.6,263,
963,8.7,266,
963,8.8,256,
4301,1,190,43010001
176,1,324,1760001
176,2,381,1760001
313,1,416,3130001
3650,1,445,36500001
3650,2,408,36500001
3650,3.1,468,36500002
3650,3.2,453,36500002
3650,4,392,36500001
3650,5,442,36500001
3650,6.1,450,36500002
3650,6.2,455,36500002
3650,6.3,452,36500002
3650,9.1,277,36500001
3650,9.2,270,36500001
3650,11.1,433,36500003
3650,11.2,427,36500003
3650,11.3,411,36500003
701,1,369,7010001
3598,1,74,35980001
714,1,321,7140001
3570,1,394,35700003
3570,2,387,35700002
3570,3,217,35700001
3570,4,327,35700001
3570,5,389,35700002
3570,6,431,35700003
3570,7,352,35700004
3570,8,400,35700004
3570,9.1,272,35700005
3570,9.2,263,35700003
3570,10,295,35700003
3570,11,435,35700002
3570,12,321,35700002
3570,13,349,35700001
3570,14,331,35700004
3570,15.1,260,35700001
3570,15.2,277,35700003
3570,16,341,35700004
3570,17,391,35700002
3570,18,429,35700003
3570,20,275,35700004
3570,22.1,354,35700004
3570,22.2,336,35700004
3570,22.3,338,35700004
3570,23,459,35700002
3570,25,340,35700004
3570,26,457,35700003
1324,1,80,13240001
71,1,338,710001
70,1.1,277,700511
70,1.2,191,700511
70,1.3,243,700511
70,1.4,189,700511
70,4,259,700126
70,5,334,700123
70,7,295,700123
70,8.1,211,700511
70,8.2,205,700511
70,9.1,364,700133
70,9.2,384,700133
70,9.3,367,700133
70,10,232,700133
70,11,246,700133
70,12,207,700132
70,13,263,700132
70,14,236,700133
70,15,290,700131
70,19,211,700126
70,20,365,700125
70,21,354,700513
70,22,230,700133
70,24.1,452,700221
70,24.2,476,700221
70,24.3,472,700221
70,24.4,441,700221
70,26,323,700223
70,28,282,700125
70,29,297,700132
70,30,504,700143
70,31,392,700143
70,33,368,700143
70,34.1,414,700146
70,34.2,439,700146
70,34.3,443,700146
70,34.4,431,700146
70,34.5,414,700146
70,34.6,431,700146
70,34.7,430,700146
70,38.1,315,700123
70,38.2,261,700123
70,39,260,700133
70,40,186,700126
70,41,236,700133
70,42,236,700126
70,43,221,700133
70,45.1,376,700524
70,45.2,343,700524
70,45.3,359,700524
70,45.4,312,700524
70,46,282,700522
70,48,270,700222
70,49,382,700222
70,53.1,403,700514
70,53.2,355,700514
70,53.3,399,700514
70,53.4,391,700514
70,53.5,374,700514
70,53.6,362,700514
70,58,318,700146
70,59,332,700146
70,61,225,700131
70,62,375,700143
70,63,431,700146
70,65.1,422,700511
70,65.2,383,700511
70,65.3,385,700511
70,65.4,362,700511
70,66,385,700513
70,68,336,700523
70,71,273,700222
70,72,261,700223
70,73,316,700222
70,74,435,700223
70,75.1,311,700223
70,75.2,328,700223
70,75.3,331,700223
70,75.4,320,700223
70,75.5,338,700223
70,79.1,438,700513
70,79.2,440,700513
70,79.3,470,700513
70,79.4,437,700513
70,79.5,436,700513
70,80,252,700513
70,81,396,700513
70,82,337,700522
70,86,340,700522
70,88,237,700522
70,89,306,700432
70,93,352,700522
70,94,247,700611
70,95,331,700611
70,97,246,700611
70,99,380,700613
70,106,464,700432
70,107,375,700432
70,109.1,433,700722
70,109.2,448,700722
70,109.3,463,700722
70,109.4,430,700722
70,109.5,442,700722
70,110,369,700432
70,111.1,403,700122
70,111.2,401,700122
70,111.3,391,700122
70,111.4,370,700122
70,111.5,392,700122
70,111.6,385,700122
70,114.1,353,700721
70,114.2,334,700721
70,114.3,331,700721
70,114.4,312,700721
70,118,391,700612
70,119,343,700722
70,120.1,383,700722
70,120.2,386,700722
70,120.3,388,700722
70,120.4,364,700722
70,120.5,356,700722
70,124,322,700432
70,125,317,700622
70,126,357,700432
70,127,439,700622
70,128,311,700622
70,129,402,700622
70,130,305,700622
70,131,371,700632
70,132,342,700632
70,133,340,700632
70,134,393,700633
70,135,334,700633
70,138,356,700633
70,140,347,700411
70,142,384,700411
70,143.1,368,700411
70,143.2,359,700411
70,143.3,370,700411
70,143.4,365,700411
70,147.1,384,700413
70,147.2,412,700413
70,147.3,380,700413
70,148,341,700411
70,150.1,435,700411
70,150.2,445,700411
70,150.3,425,700411
70,150.4,429,700411
70,151,315,700632
70,152,391,700633
70,153,296,700633
70,154,380,700633
70,155,447,700633
70,156,316,700633
70,158,352,700633
70,159,396,700612
70,160.1,375,700144
70,160.2,363,700144
70,160.3,324,700144
70,161,441,700613
70,163.1,452,700321
70,163.2,463,700321
70,163.3,456,700321
70,163.4,430,700321
70,163.5,452,700321
70,163.6,450,700321
70,163.7,459,700321
70,163.8,468,700321
70,164,404,700322
70,165,402,700322
70,166,389,700322
70,167,462,700322
70,168,369,700322
70,169,433,700322
70,170,339,700722
70,171,352,700322
70,173,419,700722
70,178,341,700722
70,184.1,517,700212
70,184.2,529,700212
70,184.3,526,700212
70,184.4,546,700212
70,184.5,534,700212
70,184.6,539,700212
70,189,292,700622
70,190,337,700432
70,191,401,700622
70,192,382,700622
70,193,269,700432
70,194,384,700622
70,196,457,700613
70,197,421,700611
70,199.1,426,700432
70,199.2,420,700432
70,199.3,432,700432
70,199.4,376,700432
70,199.5,400,700432
70,205,345,700522
70,207.1,394,700511
70,207.2,366,700511
70,207.3,346,700511
70,210.1,442,700146
70,210.2,474,700146
70,210.3,475,700146
70,212,467,700142
70,213,179,700146
70,214,261,700133
70,215.1,330,700122
70,215.2,303,700122
70,215.3,326,700122
70,215.4,296,700122
70,215.5,287,700122
70,218,382,700711
70,219,446,700711
70,220,484,700711
70,221,415,700711
70,222,310,700411
70,225,474,700714
70,228,293,700322
70,229,346,700322
70,231,399,700322
70,232,322,700322
70,234,397,700322
70,236,361,700513
70,237.1,441,700323
70,237.2,423,700323
70,237.3,443,700323
70,237.4,414,700323
70,238,519,700711
70,240.1,468,700221
70,240.2,471,700221
70,240.3,467,700221
70,240.4,462,700221
70,241.1,436,700432
70,241.2,410,700432
70,241.3,437,700432
70,241.4,434,700432
70,241.5,425,700432
70,241.6,401,700432
70,244,400,700714
70,245,467,700714
70,246.1,442,700612
70,246.2,490,700612
70,246.3,454,700612
70,246.4,448,700612
70,246.5,485,700612
70,248,173,700133
70,249,402,700143
70,250,236,700126
70,251,408,700432
70,253,477,700143
70,254,359,700322
70,255,331,700432
70,260.1,435,700434
70,260.2,443,700434
70,260.3,454,700434
70,260.4,436,700434
70,260.5,419,700434
70,261,400,700711
70,264,389,700322
70,274,316,700322
70,276.1,459,700411
70,276.2,411,700411
70,276.3,418,700411
70,276.4,433,700411
70,276.5,407,700411
70,276.6,416,700411
70,281.1,469,700423
70,281.2,469,700423
70,281.3,476,700423
70,281.4,483,700423
70,281.5,456,700423
70,281.6,465,700423
70,281.7,464,700423
70,283.1,464,700432
70,283.2,436,700432
70,283.3,407,700432
70,283.4,426,700432
70,283.5,410,700432
70,284.1,571,700212
70,284.2,654,700212
70,284.3,573,700212
70,284.4,618,700212
70,284.5,602,700212
70,284.6,603,700212
70,285,219,700133
70,290,354,700432
70,291,354,700611
70,292,346,700611
70,296.1,519,700213
70,296.2,513,700213
70,296.3,518,700213
70,296.4,533,700213
70,296.5,529,700213
70,301,450,700714
70,306,380,700622
70,952.1,404,700523
70,952.2,413,700523
70,952.3,378,700523
70,952.4,433,700523
70,952.5,398,700523
70,952.6,415,700523
70,954,452,700714
199,1,476,1990001
188,1,403,1880001
1188,1,489,11880001
3722,1,284,37220001
2021,1,64,20210001
1152,1,303,11520001
7100,1,178,71000211
7100,2,297,71000211
7100,3,402,71000212
7100,4.1,334,71000424
7100,4.2,322,71000424
7100,4.3,368,71000424
7100,4.4,316,71000424
7100,4.5,301,71000424
7100,5.1,470,71000212
7100,5.2,436,71000212
7100,5.3,478,71000212
7100,5.4,464,71000212
7100,5.5,457,71000212
7100,5.6,438,71000212
7100,6,365,71000211
7100,7.1,330,71000222
7100,7.2,327,71000222
7100,9,328,71000223
7100,13,384,71000243
7100,14,388,71000242
7100,15,386,71000242
7100,17,229,71000225
7100,18.1,395,71000243
7100,18.2,332,71000243
7100,18.3,383,71000243
7100,18.4,399,71000243
7100,18.5,301,71000243
7100,21,459,71000243
7100,22,390,71000243
7100,23,176,71000313
7100,24,302,71000313
7100,25,387,71000242
7100,26.1,324,71000316
7100,26.2,313,71000316
7100,27,214,71000314
7100,28.1,260,71000313
7100,28.2,251,71000313
7100,28.3,196,71000313
7100,29,249,71000314
7100,30,234,71000316
7100,32,215,71000316
7100,33.1,351,71000316
7100,33.2,320,71000316
7100,33.3,280,71000316
7100,34,235,71000316
7100,35,284,71000316
7100,37,265,71000313
7100,38,237,71000316
7100,39,296,71000313
7100,40,402,71000111
7100,41,405,71000215
7100,43,370,71000123
7100,44.1,309,71000122
7100,44.2,286,71000122
7100,44.3,321,71000122
7100,44.4,325,71000122
7100,44.5,293,71000122
7100,47,357,71000423
7100,50,429,71000423
7100,52.1,457,71000123
7100,52.2,457,71000123
7100,52.3,433,71000123
7100,53,212,71000423
7100,54,223,71000113
7100,55.1,307,71000322
7100,55.2,350,71000322
7100,55.3,296,71000322
7100,58,344,71000323
7100,61.1,306,71000314
7100,61.2,294,71000314
7100,61.3,242,71000314
7100,63,371,71000323
7100,68,333,71000314
7100,70,466,71000215
7100,72.1,409,71000423
7100,72.2,427,71000423
7100,72.3,397,71000423
7100,73,159,71000114
7100,76,391,71000215
7100,77,390,71000111
7100,78,270,71000113
7100,80,318,71000322
7100,81,350,71000311
7100,82,308,71000311
7100,83,303,71000311
7100,84,284,71000311
7100,85,253,71000311
7100,86,226,71000323
7100,87.1,354,71000122
7100,87.2,350,71000122
7100,87.3,310,71000122
7100,90,325,71000221
7100,91,292,71000223
7100,92,296,71000221
7100,93,230,71000221
7100,94,301,71000223
7100,100,491,71000211
7100,103,380,71000426
7100,104,419,71000212
7100,107,336,71000225
7100,110.1,333,71000323
7100,110.2,355,71000323
7100,110.3,345,71000323
7100,110.4,339,71000323
7100,110.5,329,71000323
7100,110.6,308,71000323
7100,114,427,71000123
7100,115,444,71000123
7100,116,469,71000215
7100,117.1,380,71000111
7100,117.2,329,71000111
7100,117.3,368,71000111
7100,117.4,360,71000111
7100,117.5,347,71000111
7100,120,438,71000242
7100,123,406,71000122
7100,126.1,420,71000322
7100,126.2,371,71000322
7100,126.3,387,71000322
7100,126.4,364,71000322
7100,127,155,71000314
7100,128,302,71000311
7100,129,490,71000111
7100,130.1,260,71000113
7100,130.2,218,71000113
7100,131.1,204,71000111
7100,131.2,193,71000112
7100,132,428,71000114
7100,133,430,71000114
7100,138.1,386,71000232
7100,138.2,387,71000232
7100,138.3,354,71000232
7100,138.4,349,71000232
7100,139.1,388,71000225
7100,139.2,408,71000225
7100,139.3,413,71000225
7100,139.4,449,71000225
7100,139.5,402,71000225
7100,139.6,405,71000225
7100,142,413,71000123
7100,146,487,71000426
7100,148,375,71000221
7100,149.1,447,71000424
7100,149.2,421,71000424
7100,149.3,451,71000424
7100,149.4,446,71000424
7100,149.5,389,71000424
7100,152,428,71000215
7100,153,459,71000242
7100,154,380,71000311
7100,156,477,71000215
7100,157,425,71000414
7100,159,494,71000414
7100,160.1,332,71000211
7100,160.2,329,71000211
7100,168,345,71000123
7100,170.1,473,71000415
7100,170.2,517,71000415
7100,170.3,516,71000415
7100,170.4,509,71000415
7100,170.5,514,71000415
7100,170.6,484,71000415
7100,170.7,488,71000415
7100,170.8,462,71000415
7100,170.9,483,71000415
7100,175.1,467,71000424
7100,175.2,495,71000424
7100,175.3,466,71000424
7100,182.1,461,71000312
7100,182.2,428,71000312
7100,186,387,71000112
7100,187.1,518,71000426
7100,187.2,532,71000426
7100,187.3,475,71000426
7100,187.4,497,71000426
7100,187.5,496,71000426
7100,187.6,490,71000426
7100,190.1,486,71000412
7100,190.2,496,71000412
7100,190.3,495,71000412
7100,190.4,479,71000412
7100,193.1,451,71000312
7100,193.2,487,71000312
7100,193.3,473,71000312
7100,193.4,453,71000312
7100,193.5,428,71000312
7100,195.1,466,71000421
7100,195.2,446,71000421
7100,195.3,449,71000421
7100,195.4,447,71000421
7100,195.5,418,71000421
7100,206.1,354,71000232
7100,206.2,360,71000232
7100,206.3,388,71000232
7100,206.4,323,71000232
7100,206.5,347,71000232
7100,206.6,332,71000232
7100,952,425,71000114
1256,1,341,12560001
740,1.1,286,7400001
740,1.2,312,7400001
6000,2.1,330,60000005
6000,2.2,311,60000005
6000,3,352,60000002
6000,5.1,308,60000002
6000,5.2,296,60000002
6000,5.3,374,60000002
6000,6.1,297,60000003
6000,6.2,284,60000003
6000,6.3,311,60000003
6000,6.4,341,60000003
6000,8,323,60000004
6000,9,304,60000004
6000,11,328,60000002
6000,14,327,60000003
6000,15,290,60000003
6000,16,336,60000002
6000,18.1,366,60000003
6000,18.2,309,60000003
6000,18.3,309,60000003
6000,21,300,60000003
6000,22,310,60000004
6000,24,313,60000003
6000,25.1,257,60000002
6000,25.2,247,60000002
6000,25.3,250,60000002
6000,27.1,223,60000003
6000,27.2,221,60000003
6000,27.3,240,60000003
6000,30.1,245,60000003
6000,30.2,228,60000003
6000,30.3,232,60000003
6000,30.4,252,60000003
6000,30.5,257,60000003
21,1.1,248,210001
21,1.2,246,210001
1376,1,428,13760001
1376,2,546,13760001
155,1,346,1550001
155,2,326,1550001
2530,3,299,25300003
2530,4,350,25300003
2530,7.1,498,25300003
2530,7.2,489,25300014
2530,7.3,497,25300003
2530,7.4,498,25300003
2530,7.5,490,25300014
2530,9.1,309,25300004
2530,9.2,317,25300004
2530,9.3,305,25300004
2530,11,328,25300003
2530,14.1,505,25300006
2530,14.2,526,25300006
2530,14.3,500,25300006
2530,14.4,505,25300006
2530,14.5,507,25300006
2530,14.6,503,25300006
2530,18.1,435,25300002
2530,18.2,442,25300002
2530,18.3,438,25300002
2530,18.4,455,25300002
2530,20.1,548,25300007
2530,20.2,540,25300007
2530,20.3,549,25300007
2530,26.1,540,25300008
2530,26.2,538,25300008
2530,26.3,537,25300008
2530,26.4,521,25300008
2530,26.5,541,25300008
2530,26.6,546,25300008
1278,1,93,12780001
9000,1,220,90000111
9000,2,207,90000122
9000,3,164,90000122
9000,4,231,90000111
9000,5,211,90000111
9000,6,132,90000113
9000,15,198,90000111
9000,16,194,90000113
9000,19,253,90000113
9000,20,167,90000113
9000,25,228,90000111
9000,26,202,90000113
9000,27,219,90000113
9000,28,203,90000113
