stat08,semel,sa,eligible,voted,valid,disq,n_ballots,אמת,אר,ב,ג,ד,ה,ו,זך,חי,ט,ים,ינ,יק,כן,ל,מחל,מרצ,נ,נפ,נץ,נר,עם,פ,פח,פי,פק,ץ,צי,ק,קנ,קפ,קץ,רק,שס
66000426,6600,426,5885,3881,3845,36,10,452,5,61,16,0,17,8,12,10,28,0,1,3,1415,311,1131,70,0,0,0,0,0,2,0,0,2,1,2,0,17,0,0,13,268
66000414,6600,414,4479,3177,3155,22,7,360,2,59,11,0,5,2,17,11,32,0,0,4,1127,197,1052,44,0,0,0,0,0,1,0,1,0,0,5,1,8,0,0,12,204
12390001,1239,1,91,54,53,1,1,9,0,1,0,0,0,0,0,0,0,0,0,0,21,5,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530001,253,1,367,270,267,3,1,125,1,2,0,0,4,1,1,0,4,0,0,1,77,6,9,21,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3
6620001,662,1,536,385,382,3,1,31,0,7,2,0,0,1,0,1,5,0,0,1,87,45,141,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,48
13320001,1332,1,329,191,185,6,1,1,1,1,1,17,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133,0,0,0,0,0,0,0,0,1,0,0,1
1150001,115,1,692,515,512,3,2,146,0,2,1,0,9,1,1,0,0,0,0,0,236,9,44,57,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1
3740001,374,1,326,189,188,1,1,85,0,0,0,0,16,2,0,1,1,0,0,0,41,9,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13030001,1303,1,4300,1254,1190,64,7,16,1,3,2,95,0,300,0,7,8,2,1,2,13,8,21,30,1,4,1,1,645,1,0,0,1,2,1,1,2,2,2,1,16
4960001,496,1,3404,2325,2301,24,5,1331,0,25,0,48,0,20,47,9,1,0,0,0,274,177,237,32,2,0,0,0,3,2,0,0,2,0,3,1,8,0,23,3,53
3550001,355,1,250,159,159,0,1,22,0,1,0,1,6,1,0,0,1,0,0,0,46,12,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
10470001,1047,1,279,205,205,0,1,5,0,31,37,0,0,0,0,1,5,0,0,0,9,10,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2190001,219,1,376,295,294,1,1,55,0,27,1,0,22,2,1,1,17,0,0,1,89,7,50,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3
36430001,3643,1,431,349,348,1,1,1,0,52,1,4,0,0,0,0,92,0,0,0,13,107,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
40000112,4000,112,3058,2084,2063,21,5,70,0,496,50,0,4,3,15,1,350,0,0,1,181,100,425,13,0,1,0,0,1,2,0,0,1,1,1,2,6,0,1,4,334
40000111,4000,111,1034,570,562,8,2,20,0,52,11,1,0,1,2,1,50,0,0,0,41,122,132,3,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,2,119
40000623,4000,623,3786,2268,2225,43,6,201,0,110,33,11,16,15,37,1,105,0,0,1,580,381,516,33,4,0,0,1,0,4,0,0,0,1,0,1,8,1,1,6,158
40000332,4000,332,5992,2726,2653,73,10,125,0,4,9,468,1,1233,9,2,9,1,0,2,185,255,136,62,9,1,0,0,95,2,0,0,2,8,4,6,5,3,1,1,15
40000312,4000,312,2501,908,865,43,5,19,0,23,6,201,1,159,4,4,2,0,0,0,40,215,109,6,4,0,1,1,27,0,0,0,0,2,1,0,5,1,1,2,31
40000313,4000,313,1117,274,262,12,3,14,0,5,3,27,1,35,6,2,1,0,0,0,20,68,45,1,1,0,0,0,8,0,0,0,1,0,2,0,1,0,0,1,20
40000331,4000,331,1628,549,533,16,3,25,0,4,2,139,1,212,3,0,1,0,0,1,65,16,31,8,0,0,0,0,15,0,0,0,0,2,0,0,1,1,1,1,4
40000334,4000,334,1997,1023,1001,22,3,57,0,5,7,124,0,258,10,1,3,0,0,0,113,243,132,16,0,0,0,0,15,1,0,0,0,0,1,1,4,0,0,5,5
40000612,4000,612,979,427,417,10,2,21,0,0,0,92,0,173,9,1,1,0,0,0,40,27,17,10,1,0,0,0,21,0,0,0,0,2,1,0,0,0,0,0,1
40000411,4000,411,5427,2787,2715,72,9,175,2,35,24,126,6,287,37,4,31,0,2,1,429,821,526,42,14,0,2,0,23,1,0,1,0,0,4,3,13,0,1,8,97
40000412,4000,412,6145,3171,3109,62,10,252,0,22,15,112,5,258,39,10,25,0,0,1,619,878,671,37,10,1,2,0,9,4,0,1,1,0,6,3,4,1,0,7,116
40000416,4000,416,2310,1152,1117,35,4,74,0,6,4,0,5,14,13,0,13,0,2,0,268,386,245,17,7,0,0,0,1,0,0,0,0,1,2,1,7,1,0,2,48
40000417,4000,417,2285,1170,1134,36,4,103,0,7,2,22,12,16,13,3,12,0,2,1,278,358,223,21,7,0,0,2,0,3,0,0,0,0,2,1,5,2,0,5,34
40000414,4000,414,2756,1440,1407,33,5,110,3,25,5,5,5,11,23,0,9,0,0,3,275,481,343,13,8,0,0,1,1,0,0,0,1,0,5,3,4,0,1,1,71
40000421,4000,421,1327,730,721,9,2,37,0,1,1,99,2,217,9,2,2,1,0,0,119,66,96,11,1,0,0,0,12,1,0,0,0,0,0,1,1,0,0,1,41
40000422,4000,422,7114,3830,3771,59,11,366,5,28,8,31,28,69,56,23,27,0,0,5,976,862,951,62,7,0,0,2,10,3,0,0,1,3,11,5,13,3,1,5,210
40000426,4000,426,5020,2465,2400,65,9,135,2,59,17,7,2,13,35,5,25,0,0,4,425,726,671,18,11,2,1,1,9,1,0,0,2,5,7,5,4,2,3,4,199
40000933,4000,933,5273,3621,3605,16,8,646,1,152,9,0,42,16,37,5,34,0,0,3,1393,271,764,162,1,1,0,0,0,1,0,0,0,0,5,0,16,1,2,10,33
40000424,4000,424,3102,1780,1751,29,5,98,1,13,4,1,6,1,19,1,19,0,0,2,366,590,476,26,3,0,0,1,1,0,0,0,2,1,4,1,6,0,1,1,107
40000931,4000,931,2635,1726,1715,11,4,284,0,51,3,0,25,11,20,0,17,0,1,2,616,189,370,73,2,0,1,1,0,2,0,1,0,2,6,0,9,0,0,10,19
40000932,4000,932,5714,3984,3969,15,9,837,1,195,11,1,63,30,28,4,64,11,0,4,1497,230,687,254,0,1,0,1,0,1,0,0,0,0,5,0,9,0,1,12,22
40000944,4000,944,11063,7551,7498,53,18,1314,1,89,11,1,58,20,63,22,49,1,0,2,3008,796,1630,224,2,3,0,1,0,8,0,0,4,0,12,4,27,2,1,34,111
40000911,4000,911,4986,3297,3259,38,8,520,0,84,15,1,36,9,46,5,35,0,1,5,1200,465,656,107,5,0,0,1,0,3,0,3,1,0,6,1,15,1,0,18,20
40000922,4000,922,584,366,363,3,1,69,0,26,4,1,7,1,9,0,14,0,0,0,140,16,42,23,0,0,0,0,0,0,0,0,0,2,0,1,4,1,0,2,1
40000921,4000,921,6081,3999,3969,30,9,804,1,180,23,4,74,33,37,6,64,0,0,2,1435,232,728,278,1,0,0,0,0,2,0,0,0,2,6,0,14,0,0,20,23
40000631,4000,631,4318,1938,1911,27,7,167,2,25,191,18,9,67,19,1,44,1,0,3,329,559,323,39,8,2,1,0,9,2,0,0,0,2,1,4,3,1,0,6,75
40000523,4000,523,8510,5247,5201,46,15,1021,0,101,23,16,70,43,84,11,57,2,0,5,2026,350,970,310,2,2,1,0,5,2,0,0,0,2,5,0,18,1,0,22,52
40000821,4000,821,6749,3999,3958,41,12,592,3,69,25,2,58,14,39,13,62,0,2,2,1322,640,849,139,6,2,0,1,1,5,0,1,0,1,10,2,14,1,1,24,58
40000912,4000,912,3138,2160,2142,18,5,459,3,20,6,0,37,6,19,9,19,0,0,2,844,185,385,104,3,0,0,0,0,2,0,0,0,1,6,2,5,0,1,8,16
40000511,4000,511,6764,4570,4521,49,11,996,3,45,6,10,67,46,51,13,33,1,0,3,1926,201,744,310,0,0,0,1,1,1,0,0,0,2,10,1,8,0,0,22,20
40000522,4000,522,709,359,355,4,1,73,0,9,8,2,5,9,7,3,7,0,0,1,120,30,58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
40000512,4000,512,651,370,368,2,1,62,0,12,3,0,2,3,5,2,4,0,0,0,141,29,68,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
40000525,4000,525,754,500,497,3,1,98,0,5,0,0,9,10,11,0,2,0,0,1,189,37,82,49,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
40000527,4000,527,2508,1562,1536,26,4,162,0,10,0,311,12,339,5,4,4,1,0,1,345,77,150,72,0,0,0,0,24,3,0,0,0,0,1,0,5,0,3,3,4
40000526,4000,526,2425,1631,1624,7,4,291,0,21,7,0,22,18,13,5,11,0,0,0,663,111,328,92,0,1,0,0,0,0,0,0,0,0,5,0,5,0,0,5,26
40000533,4000,533,3602,2249,2221,28,6,370,0,29,8,53,28,117,34,4,16,0,0,2,762,183,430,141,0,1,0,1,5,1,0,2,1,0,1,0,10,0,0,12,10
40000423,4000,423,3728,1921,1888,33,6,132,0,13,7,3,3,3,26,5,7,0,0,2,424,609,484,33,6,0,0,1,1,0,0,0,2,2,5,2,7,0,2,13,96
40000531,4000,531,3466,2314,2297,17,6,384,0,39,6,5,13,18,38,8,23,0,0,3,828,208,566,76,0,0,0,0,0,1,0,0,0,0,7,1,4,1,0,10,58
40000532,4000,532,4259,2411,2392,19,7,342,0,19,1,200,26,401,16,5,9,0,0,3,664,157,336,130,0,1,0,0,32,1,0,0,0,3,2,2,9,0,0,8,25
40000528,4000,528,3185,2137,2118,19,5,365,0,37,2,0,17,6,28,6,14,3,0,1,792,194,525,64,0,0,0,0,0,0,0,0,0,2,3,0,8,0,1,9,41
40000622,4000,622,1340,831,823,8,3,96,0,9,11,7,3,14,11,2,9,1,0,0,262,161,172,16,1,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,41
40000425,4000,425,346,220,217,3,1,20,0,2,1,1,1,0,3,0,0,0,0,0,74,36,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
40000611,4000,611,1854,961,945,16,3,28,0,0,1,204,2,522,5,1,2,0,1,0,79,26,13,29,0,0,0,0,19,1,0,0,0,1,2,3,4,0,0,0,2
40000632,4000,632,4982,2022,1990,32,8,102,2,16,21,122,4,325,24,2,21,0,1,0,245,648,315,42,12,2,1,6,26,0,0,0,0,2,2,6,11,1,0,2,29
40000621,4000,621,2592,1285,1267,18,5,116,0,14,18,21,9,32,13,7,8,3,0,1,324,338,288,39,2,0,0,0,3,1,0,0,0,0,0,1,3,0,0,6,20
40000613,4000,613,3137,1440,1409,31,5,102,0,20,57,35,10,78,21,3,12,0,0,2,245,477,237,39,4,0,1,0,7,1,0,0,0,0,1,3,10,0,1,14,29
40000322,4000,322,3987,2531,2496,35,7,406,2,20,5,14,19,10,42,5,14,0,0,1,1034,302,484,60,0,1,1,0,0,2,0,0,0,1,6,0,10,2,0,12,43
40000633,4000,633,2104,582,572,10,5,26,1,4,7,39,0,110,2,1,10,0,0,0,77,148,87,6,4,0,0,0,15,1,0,0,0,1,0,2,5,0,0,3,23
40000642,4000,642,7616,4164,4102,62,13,137,1,36,1643,7,4,17,30,10,81,1,1,0,293,864,428,34,11,0,1,2,1,1,0,0,0,0,1,2,17,2,3,7,467
40000634,4000,634,1106,590,582,8,2,19,0,8,187,1,1,0,3,0,13,0,0,0,54,156,70,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,57
40000641,4000,641,1101,430,422,8,2,22,1,3,12,5,0,15,6,1,4,0,0,0,53,181,81,1,7,0,0,0,2,0,0,0,0,0,0,1,5,0,0,4,18
40000713,4000,713,7517,3782,3699,83,13,183,2,149,15,31,8,31,46,7,23,1,3,1,567,1488,831,25,37,0,1,2,9,2,0,0,4,1,3,0,18,2,6,8,195
40000732,4000,732,5685,3452,3401,51,10,432,0,89,24,2,14,4,20,6,74,0,1,2,876,741,855,52,4,1,0,0,1,2,0,1,0,3,5,3,16,0,1,8,164
40000714,4000,714,2120,1037,1015,22,4,39,0,40,6,0,3,3,13,2,4,0,0,2,158,347,278,8,13,0,1,2,1,5,0,0,0,1,2,3,5,1,0,1,77
40000721,4000,721,5166,2898,2870,28,10,315,0,124,63,1,33,8,22,12,116,0,0,1,823,441,730,60,3,1,0,0,1,0,0,0,0,1,5,0,14,2,0,5,89
40000722,4000,722,6944,4704,4666,38,12,559,1,495,240,0,38,16,67,11,283,0,1,3,1106,508,1007,127,5,1,2,0,1,0,0,1,2,2,3,0,15,1,2,15,154
40000942,4000,942,2299,1650,1637,13,4,309,0,12,1,1,4,8,19,6,8,0,0,0,648,173,365,67,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,5,5
40000824,4000,824,2003,1438,1426,12,4,273,0,19,3,0,11,4,18,7,25,0,0,1,488,188,301,48,1,0,0,0,0,0,0,0,0,0,2,0,8,0,0,10,19
40000813,4000,813,2456,1767,1756,11,4,265,2,28,4,1,31,5,16,10,42,0,0,3,638,192,414,62,3,0,0,0,0,0,0,0,0,1,5,0,6,1,0,10,17
40000711,4000,711,1547,733,716,17,3,26,0,13,2,173,3,114,2,2,7,0,0,0,129,122,76,6,0,0,0,0,21,0,0,0,0,3,4,1,1,0,0,4,7
40000811,4000,811,1696,1095,1085,10,3,141,0,42,130,1,11,1,14,2,33,0,0,0,302,150,181,44,4,0,0,0,0,0,0,0,0,1,0,1,4,0,0,3,20
40000733,4000,733,2696,1424,1407,17,5,147,0,48,12,3,8,2,17,3,30,0,0,1,391,388,270,32,0,0,0,0,0,1,0,2,0,1,2,1,7,0,0,2,39
40000514,4000,514,2409,1875,1862,13,4,361,0,16,2,0,15,4,24,10,10,0,0,4,821,97,414,56,0,0,0,0,0,0,0,0,0,0,3,2,7,0,0,7,9
40000941,4000,941,739,531,528,3,1,126,0,9,0,0,10,5,7,3,3,0,0,0,200,24,115,15,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,4
40000122,4000,122,6303,3377,3326,51,11,354,0,30,14,1,12,8,56,2,27,0,2,2,958,848,743,59,4,6,0,2,0,11,0,0,2,0,5,2,14,2,0,15,147
40000121,4000,121,1876,986,967,19,3,118,0,12,2,0,1,0,10,3,11,0,0,2,265,251,222,11,1,0,0,0,0,3,0,0,1,0,4,2,6,0,0,6,36
40000132,4000,132,4767,3418,3394,24,8,666,3,47,9,2,16,1,37,10,21,1,0,1,1402,285,722,68,0,0,0,1,1,5,0,0,1,0,7,0,12,0,0,9,67
1620001,162,1,774,656,652,4,2,225,0,5,0,0,16,4,2,4,4,0,0,0,281,14,47,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3
12720001,1272,1,228,156,156,0,1,25,0,0,0,0,11,1,1,0,1,0,0,0,71,7,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35730001,3573,1,693,544,543,1,1,1,0,69,1,0,2,0,0,0,328,0,0,0,2,7,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15
8200001,820,1,351,226,226,0,1,19,0,22,1,0,0,0,2,1,2,0,0,0,29,6,75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65
9930001,993,1,824,343,325,18,2,5,0,0,1,119,0,94,1,0,1,0,1,0,21,3,3,5,1,0,1,0,64,0,0,0,0,2,0,0,0,0,0,0,3
8010001,801,1,407,337,337,0,1,4,0,92,21,0,9,0,1,1,57,0,0,0,28,11,91,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,17
3430001,343,1,289,196,192,4,1,75,0,0,0,0,1,1,6,0,6,0,0,0,62,9,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36090001,3609,1,127,76,76,0,1,1,0,1,0,0,0,1,3,0,4,0,0,0,36,11,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8070001,807,1,603,444,444,0,2,89,0,7,0,0,4,2,4,2,3,0,0,4,214,14,70,21,1,3,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1
2800001,280,1,549,333,331,2,1,111,0,0,0,0,9,3,0,1,0,0,0,0,120,14,10,61,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12570001,1257,1,195,132,131,1,1,33,0,0,0,0,8,3,2,0,1,2,0,0,63,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
40050001,4005,1,557,445,445,0,1,0,0,177,2,1,0,0,0,0,187,0,0,0,5,2,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17
3630001,363,1,287,240,240,0,1,1,0,76,19,0,2,0,0,0,79,0,0,0,6,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
900001,90,1,381,259,258,1,1,131,0,3,0,0,2,1,5,0,3,0,0,1,76,2,6,26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7000001,700,1,709,458,453,5,2,60,0,22,1,0,1,0,6,0,10,1,0,0,149,38,120,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,37
130001,13,1,431,308,307,1,1,84,0,8,0,0,10,0,4,0,5,0,0,0,128,17,34,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
20340001,2034,1,6463,3931,3898,33,11,181,0,161,566,14,2,3,4,2,125,0,0,0,356,644,1174,7,1,0,0,1,3,6,0,0,1,3,2,1,5,0,2,3,631
4060001,406,1,603,425,423,2,2,66,0,0,1,0,4,4,0,0,0,0,0,0,127,6,4,208,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3970001,397,1,729,533,531,2,2,210,0,1,0,0,10,0,1,2,0,0,0,0,207,4,17,73,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
4220001,422,1,450,353,349,4,1,72,0,8,1,0,7,1,1,0,7,0,0,0,149,10,67,19,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2
10240001,1024,1,549,368,367,1,1,48,0,3,0,0,9,0,1,1,11,0,0,0,123,22,82,23,0,0,0,0,1,0,0,0,1,4,2,0,4,0,0,3,29
37170001,3717,1,154,88,86,2,1,4,0,2,0,0,0,0,0,0,7,1,0,0,26,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
12090001,1209,1,157,117,117,0,1,15,0,0,0,0,17,14,0,0,0,0,0,0,37,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37700001,3770,1,1708,1347,1344,3,3,5,0,233,20,0,7,0,1,0,424,0,0,0,10,18,474,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,144
67000011,6700,11,5019,2575,2551,24,8,215,1,54,24,1,7,0,5,3,56,0,0,1,513,338,1067,11,0,0,0,0,2,2,0,0,1,0,0,1,4,0,0,3,242
67000012,6700,12,4056,2262,2234,28,7,103,0,51,161,0,3,2,11,2,71,0,0,0,305,259,601,4,0,0,0,1,1,1,0,0,0,1,1,2,1,1,0,1,651
67000013,6700,13,1985,1041,1028,13,4,41,0,9,72,0,0,0,8,1,26,0,0,0,122,124,314,5,0,2,0,0,0,0,0,0,0,0,2,1,6,0,1,2,292
67000014,6700,14,504,155,153,2,1,4,0,4,5,0,1,0,0,0,10,1,0,0,22,34,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
67000021,6700,21,6044,3020,2970,50,10,148,0,65,36,1,2,2,10,0,72,0,3,0,473,826,998,14,5,0,1,0,2,1,0,3,2,0,3,1,18,2,2,7,273
67000015,6700,15,1060,539,531,8,2,30,1,26,8,0,0,0,1,0,23,0,0,0,37,55,180,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,163
67000031,6700,31,2458,1226,1212,14,4,122,0,37,10,0,3,1,6,2,36,0,0,0,240,118,503,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,121
67000036,6700,36,2945,1420,1397,23,5,69,1,41,36,0,2,1,4,2,25,0,0,0,127,172,504,4,0,0,2,0,4,0,0,0,0,2,1,1,1,0,0,1,397
67000033,6700,33,2186,1140,1128,12,4,23,0,24,23,1,1,2,2,0,27,0,0,1,96,106,403,3,1,0,1,0,2,0,0,0,0,0,1,2,1,0,0,1,407
67000025,6700,25,2118,1139,1132,7,3,84,0,27,9,0,1,2,4,3,12,0,1,0,231,285,381,4,1,0,0,0,0,1,0,0,0,0,2,0,3,0,0,4,77
67000034,6700,34,2568,1103,1081,22,4,26,1,14,34,0,1,1,7,0,32,0,1,0,75,140,426,0,1,0,1,0,1,0,0,0,0,0,0,0,5,0,0,1,314
67000024,6700,24,1115,613,612,1,2,30,1,32,5,0,1,0,0,0,13,0,0,0,123,73,256,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,73
9620001,962,1,3261,1164,1121,43,5,53,1,0,15,290,2,172,2,2,0,1,0,2,68,7,7,26,1,0,0,2,425,0,0,1,2,1,1,1,1,1,3,1,33
4980003,498,3,6779,3904,3843,61,11,40,0,12,5,787,2,1825,4,4,1,4,0,0,35,1,95,19,0,0,1,0,951,0,0,11,0,4,1,4,1,1,0,0,35
27300004,2730,4,674,551,548,3,1,0,0,0,0,98,0,203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0
27300007,2730,7,17974,11380,11238,142,27,29,0,16,1,1843,0,2991,0,3,2,2,0,1,40,6,15,37,2,0,1,0,6103,15,0,0,0,3,2,6,1,1,0,3,115
27300001,2730,1,698,605,602,3,1,2,0,0,0,77,0,207,0,0,0,0,0,0,1,0,2,11,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,8
27300003,2730,3,1342,785,762,23,2,0,0,0,0,52,1,314,0,0,0,1,0,0,1,0,1,3,0,0,0,0,386,0,0,0,0,0,0,0,0,0,1,0,2
4970001,497,1,847,621,614,7,2,28,1,0,1,435,0,10,0,0,1,0,0,0,5,2,1,2,0,0,1,0,123,0,0,0,0,1,0,0,0,2,0,0,1
27200003,2720,3,13548,8379,8315,64,22,55,0,1,3,2109,0,1955,1,1,6,2,1,1,169,8,15,27,0,1,0,0,3902,3,0,0,0,12,4,3,9,1,0,2,24
6630001,663,1,588,448,447,1,1,4,0,131,6,0,8,0,0,0,34,0,0,0,20,10,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52
21000005,2100,5,2966,1624,1606,18,5,109,0,64,9,0,3,2,9,14,27,2,0,1,365,214,517,3,0,3,0,0,0,0,0,0,0,1,3,2,9,1,0,2,246
21000006,2100,6,3213,2054,2027,27,5,159,0,77,6,1,10,1,5,20,45,0,0,1,461,327,705,9,4,0,0,2,0,4,0,2,0,1,0,1,5,1,1,9,170
21000004,2100,4,1699,991,979,12,3,77,0,47,5,0,4,0,4,14,32,0,0,2,255,103,317,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,110
21000007,2100,7,2003,1021,991,30,3,36,0,30,2,0,2,0,7,5,8,1,3,0,177,309,274,5,4,2,1,1,0,0,0,0,0,2,2,0,6,2,1,3,108
21000003,2100,3,4452,2299,2248,51,7,95,0,120,9,0,3,0,8,10,44,3,0,1,386,393,774,6,5,2,0,0,4,1,0,0,2,2,5,4,9,2,0,6,354
21000001,2100,1,1277,855,841,14,2,47,0,13,2,0,0,1,6,10,13,0,0,0,226,135,279,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,93
2680001,268,1,500,391,389,2,1,10,0,168,0,0,30,0,0,0,50,0,0,0,27,11,87,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4620001,462,1,576,445,442,3,1,136,0,1,0,0,11,3,1,0,2,0,0,0,176,20,53,26,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,6
11810001,1181,1,600,475,473,2,1,64,0,9,0,0,9,0,3,1,18,0,0,0,177,73,90,15,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,9
11770001,1177,1,142,93,93,0,1,9,0,15,0,0,5,0,1,0,4,0,0,0,28,7,12,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
37880001,3788,1,887,824,822,2,2,0,0,150,2,0,2,0,0,0,522,0,0,0,0,5,118,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21
89000007,8900,7,660,524,517,7,1,2,0,0,1,151,0,236,0,2,0,0,0,1,8,0,0,0,0,0,0,1,113,0,0,0,0,0,0,0,0,0,0,0,2
89000008,8900,8,15089,8632,8574,58,23,33,0,0,11,2399,0,2930,0,2,11,4,2,1,100,7,76,23,0,1,4,1,2883,2,0,2,2,7,4,23,19,13,0,0,14
89000001,8900,1,749,451,449,2,1,0,0,0,1,116,0,220,0,0,0,0,0,0,2,1,2,2,0,0,0,0,95,0,0,0,0,0,0,1,0,0,0,0,9
5470001,547,1,741,508,504,4,2,1,0,0,0,166,0,111,0,0,0,0,0,0,4,2,2,0,0,0,0,0,171,0,0,0,0,0,0,0,1,0,0,0,46
37430001,3743,1,375,271,271,0,1,14,0,12,0,0,1,0,0,2,51,0,0,1,101,24,53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7
12140001,1214,1,207,160,160,0,1,12,0,56,2,0,0,0,0,0,12,0,0,0,2,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12950001,1295,1,3344,2023,1998,25,6,488,0,0,4,54,0,46,1,22,0,0,0,0,432,295,513,16,0,1,1,0,0,0,0,23,0,7,0,0,4,0,1,0,90
12320001,1232,1,336,278,278,0,1,27,0,18,1,0,7,0,0,0,104,0,0,0,40,15,18,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45
460001,46,1,2025,1379,1363,16,3,106,0,61,57,1,10,0,3,7,23,2,0,2,262,65,250,18,0,0,1,0,2,1,0,0,0,0,4,0,3,1,0,0,484
26600004,2660,4,3676,2072,2040,32,7,85,0,70,14,0,4,1,7,1,69,2,1,0,315,257,778,20,1,3,1,4,4,4,0,0,1,0,3,4,11,1,0,4,375
26600006,2660,6,2806,1646,1605,41,4,54,0,50,41,0,2,0,2,2,82,0,0,3,180,153,586,7,1,2,1,2,1,3,0,0,4,0,2,2,9,3,1,1,411
26600007,2660,7,2638,1595,1567,28,4,68,0,54,56,0,8,0,5,1,80,0,0,2,213,146,550,14,1,2,0,1,1,1,0,1,2,0,5,1,8,2,4,3,338
26600009,2660,9,757,510,504,6,1,27,1,26,9,0,1,0,0,1,38,0,0,0,71,25,173,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,126
26600002,2660,2,6529,4777,4748,29,12,869,1,74,13,1,32,11,8,13,80,0,1,3,1892,249,1116,170,0,0,0,0,1,3,0,1,1,2,8,1,15,0,0,31,152
26600005,2660,5,4304,2612,2564,48,8,122,0,60,38,0,2,0,10,5,116,1,0,3,445,373,874,18,0,1,0,0,1,3,0,2,3,1,4,2,13,0,2,4,461
26600008,2660,8,4007,2785,2755,30,7,259,1,39,13,0,6,2,11,10,68,0,0,1,842,309,893,34,0,1,1,0,1,8,0,0,0,0,3,0,12,0,1,6,234
960001,96,1,1223,871,866,5,3,478,0,0,0,0,26,3,4,2,3,0,0,2,221,21,27,68,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,3
7980001,798,1,488,353,348,5,1,26,0,11,0,0,0,0,0,1,4,0,0,1,60,16,129,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,96
5770001,577,1,1112,981,979,2,2,1,0,177,37,0,0,0,1,0,404,1,0,0,3,15,123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,213
