stat08,semel,sa,eligible,voted,valid,n_ballots,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
4720001,472,1,4178,2539,2506,6,143,4,2114,0,3,0,10,1,0,0,2,21,5,58,41,0,0,1,41,14,0,4,2,5,2,35
4730001,473,1,8363,5798,5746,12,299,3,3802,0,0,0,10,1,0,0,6,158,799,255,66,3,1,2,47,41,1,5,11,21,2,213
13420001,1342,1,154,65,64,1,4,0,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,1,0,2
6520001,652,1,1632,807,792,3,50,0,700,0,0,0,0,1,0,0,1,7,0,7,7,0,0,0,11,3,0,0,0,0,0,5
12750001,1275,1,229,188,187,1,89,0,2,0,0,0,10,0,0,0,0,16,1,23,25,0,0,0,0,16,0,0,5,0,0,0
6790001,679,1,505,414,413,1,153,1,0,0,0,0,10,0,0,0,0,53,3,88,41,0,0,0,0,58,0,0,5,1,0,0
11150001,1115,1,336,230,228,1,6,4,0,0,0,0,13,0,0,0,0,18,2,140,0,0,0,0,0,1,0,0,3,1,0,40
8190001,819,1,569,475,475,1,254,0,0,0,0,0,19,0,0,0,0,28,3,45,34,0,0,0,0,80,0,0,5,0,0,7
1750001,175,1,949,735,732,2,380,1,1,0,0,1,24,0,0,0,0,36,2,77,71,0,0,0,0,128,0,0,5,1,2,3
20520001,2052,1,379,290,288,1,16,0,0,0,0,0,23,0,0,0,0,29,1,176,1,0,0,0,0,5,0,0,2,19,0,16
10700001,1070,1,495,406,406,1,81,4,3,0,0,0,46,0,0,0,0,28,13,130,25,0,0,0,0,52,0,0,2,10,1,11
12200001,1220,1,160,123,122,1,48,0,3,0,0,0,0,0,0,0,0,6,1,9,34,0,0,0,0,12,0,0,4,1,0,4
1820001,182,1,9206,7285,7249,15,2739,37,9,0,1,3,304,0,0,0,0,629,66,1376,482,3,1,1,2,1340,2,4,80,53,5,112
10810001,1081,1,266,199,198,1,28,2,0,0,0,0,6,0,0,0,0,12,3,92,0,0,0,0,0,19,0,0,4,1,0,31
7830001,783,1,504,379,379,1,71,1,0,0,0,0,15,0,0,0,0,47,14,172,15,1,0,0,0,17,0,0,10,2,1,13
4000001,400,1,586,522,519,1,7,6,0,0,0,0,232,0,0,0,0,15,0,116,1,1,0,0,0,2,0,0,2,118,0,19
40110001,4011,1,366,285,285,1,2,1,0,0,0,0,153,0,0,0,0,10,0,54,2,1,0,1,0,4,0,0,8,49,0,0
37930001,3793,1,854,735,733,2,2,0,0,0,0,0,389,0,0,0,0,14,4,147,1,0,0,0,0,0,0,1,2,141,0,32
13110001,1311,1,205,142,138,1,20,2,0,1,0,0,6,0,0,0,0,16,44,29,2,0,0,0,0,9,0,0,8,0,1,0
37590001,3759,1,220,176,176,1,24,0,0,0,0,0,57,0,0,0,0,19,3,39,1,0,0,0,0,10,0,0,4,18,0,1
1130001,113,1,209,163,160,1,2,4,0,0,0,0,22,0,0,0,0,7,1,56,0,0,0,0,0,4,0,0,1,4,0,59
10680001,1068,1,292,160,160,1,42,0,12,0,0,0,2,0,0,0,0,13,8,11,45,0,0,0,1,10,1,0,13,0,2,0
11230001,1123,1,498,383,381,1,12,1,1,0,0,0,78,0,0,0,0,21,10,193,9,3,0,0,0,15,0,0,3,9,0,26
4460001,446,1,714,590,588,1,284,1,0,0,0,0,18,0,0,0,0,28,6,67,64,0,0,0,0,106,0,1,8,1,0,4
40100001,4010,1,102,80,80,1,29,0,0,0,0,0,8,0,0,0,0,8,1,8,5,0,0,0,0,16,0,0,5,0,0,0
10460001,1046,1,243,187,186,1,61,0,2,0,0,0,10,0,0,0,0,13,3,59,6,0,0,0,0,21,0,0,2,4,0,5
27100013,2710,13,4382,2705,2692,8,7,3,2623,0,0,0,0,1,0,0,0,1,0,2,46,1,0,1,4,0,0,1,1,0,1,0
27100012,2710,12,5131,3336,3312,9,11,5,3232,0,0,0,2,0,1,0,1,5,1,5,34,0,0,1,11,1,0,0,0,1,0,1
27100011,2710,11,1579,1142,1129,3,6,0,1070,0,0,1,0,0,0,0,0,0,1,1,47,0,0,1,0,0,1,0,1,0,0,0
27100031,2710,31,3181,2095,2077,5,15,0,2009,0,1,0,1,0,0,0,9,0,1,2,36,0,0,1,1,0,0,0,0,0,0,1
27100021,2710,21,3005,1933,1925,5,9,1,1881,0,0,0,0,0,0,0,0,0,0,0,29,1,0,1,1,0,0,1,0,0,0,1
27100014,2710,14,2437,1675,1660,4,4,0,1604,1,0,0,1,0,0,0,0,3,0,1,38,0,0,0,4,1,0,1,1,0,1,0
27100034,2710,34,6253,4543,4497,10,11,0,4354,1,0,2,1,0,0,0,0,1,2,6,100,0,1,0,14,2,1,0,0,1,0,0
27100033,2710,33,3170,2292,2285,6,4,2,2212,1,0,0,0,0,0,0,2,0,1,4,45,0,0,0,1,13,0,0,0,0,0,0
27100015,2710,15,1225,750,744,2,2,0,724,0,0,0,0,1,0,0,0,2,0,0,11,0,0,0,2,0,0,0,1,0,0,1
20240001,2024,1,626,520,519,1,5,0,477,0,0,0,0,0,0,0,2,0,0,1,27,0,0,0,1,1,0,0,0,0,0,5
13580001,1358,1,1231,595,589,2,32,0,473,0,2,0,0,0,0,0,0,30,1,5,4,0,0,3,23,4,0,3,0,2,4,3
11080001,1108,1,299,177,177,1,21,1,0,0,0,0,11,0,1,0,0,14,24,85,1,0,0,0,0,7,0,0,4,0,0,8
6800001,680,1,457,351,351,1,188,1,0,0,0,0,13,0,0,0,0,15,2,36,21,0,0,0,0,69,0,0,4,1,0,1
310002,31,2,2765,1681,1658,5,167,37,7,0,0,0,121,1,0,0,0,121,198,591,12,1,0,2,3,57,2,1,17,81,1,238
310003,31,3,2272,1239,1218,4,67,48,0,1,0,1,88,1,0,0,0,49,179,417,12,0,0,1,2,46,1,1,8,61,0,235
310006,31,6,3404,2754,2713,6,41,1159,0,0,1,0,70,0,0,0,0,58,46,332,3,4,0,1,0,36,1,1,15,110,0,835
310007,31,7,9361,6088,5995,16,347,384,2,0,2,1,367,1,0,0,0,348,822,2176,39,0,0,0,2,231,4,1,71,237,4,956
310004,31,4,1113,875,869,2,28,180,0,0,0,0,84,0,0,0,0,49,13,236,0,0,0,0,0,8,0,0,5,80,0,186
12940001,1294,1,164,125,125,1,0,73,0,0,0,0,6,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,8,0,33
670001,67,1,570,444,443,1,301,0,0,0,0,0,7,0,0,0,0,19,1,19,46,0,0,0,0,43,0,0,5,1,0,1
24000004,2400,4,4598,2995,2932,9,171,94,2,0,0,1,128,0,0,0,0,311,125,1386,20,0,2,0,0,113,3,0,15,73,0,488
24000002,2400,2,2567,1758,1728,4,294,20,1,0,0,0,87,0,0,0,0,167,51,590,42,0,1,0,0,130,0,0,11,40,2,292
24000009,2400,9,1176,805,794,3,54,10,0,1,0,0,25,0,0,0,0,66,35,385,1,0,0,0,1,12,0,0,5,21,0,178
24000010,2400,10,5949,4434,4400,11,919,42,5,0,0,0,191,0,2,0,0,475,106,1440,109,1,0,1,0,572,0,3,44,58,2,430
24000008,2400,8,2965,2058,2034,5,105,32,1,1,0,0,69,0,0,0,1,205,89,969,13,1,0,2,0,60,0,0,11,46,1,428
24000012,2400,12,3205,2359,2334,5,240,17,1,0,1,8,123,0,0,0,2,286,42,1032,30,1,1,1,0,148,0,0,18,70,1,312
24000003,2400,3,3140,2197,2158,5,254,30,0,0,1,0,91,0,0,0,1,254,108,847,27,1,0,1,0,159,0,1,21,44,0,318
24000001,2400,1,2336,1830,1796,4,188,54,0,0,0,0,99,0,0,0,0,260,66,739,12,0,0,0,0,153,0,0,16,41,0,168
24000013,2400,13,430,349,344,1,25,5,0,0,0,0,28,0,0,0,0,60,0,121,1,0,0,0,0,23,0,0,3,8,2,68
10200003,1020,3,6693,4153,4122,11,219,67,2,1,0,0,186,0,0,0,0,559,448,1914,24,0,0,0,0,152,0,2,46,71,5,426
10200005,1020,5,2596,1693,1673,4,85,23,8,0,0,0,92,1,0,0,0,201,280,681,8,0,0,1,0,72,0,1,12,31,0,177
10200002,1020,2,1735,1014,998,3,26,11,9,0,0,0,43,0,0,0,0,101,58,529,3,0,1,0,0,23,0,2,13,15,1,163
10200004,1020,4,1747,1104,1090,3,86,10,0,0,0,0,55,0,0,0,0,140,164,488,14,1,0,0,0,77,0,0,10,3,0,42
10200001,1020,1,1840,1397,1392,4,161,11,1,0,0,0,97,0,0,0,0,208,64,606,16,1,0,0,0,102,0,0,9,10,1,105
7800001,780,1,799,614,606,2,131,2,0,0,0,0,42,0,0,0,0,69,8,197,23,0,0,0,0,63,0,0,15,25,0,31
20120001,2012,1,421,321,320,1,180,0,0,0,0,0,7,0,0,0,0,24,3,39,29,0,0,0,0,29,0,0,7,0,1,1
40130001,4013,1,224,163,162,1,56,0,0,0,0,0,10,0,0,0,0,13,4,17,4,0,0,0,0,45,0,0,10,0,0,3
4030001,403,1,424,260,256,1,156,0,1,0,0,0,8,0,0,0,0,19,7,9,38,0,0,0,0,10,0,0,6,2,0,0
37600001,3760,1,5690,4660,4651,9,1003,35,0,0,0,0,678,0,0,0,0,338,75,1214,119,1,0,1,1,1004,0,4,72,57,6,43
2780001,278,1,343,248,248,1,171,0,1,0,0,0,5,0,0,0,0,14,3,15,17,0,0,0,0,19,0,0,3,0,0,0
5650002,565,2,5875,4151,4114,9,959,43,1,0,0,1,221,2,0,0,0,439,175,1192,107,1,0,1,0,538,0,5,51,71,4,303
5650001,565,1,2208,1626,1613,3,331,10,1,0,0,0,83,0,0,0,0,211,28,543,28,0,0,0,0,198,1,1,24,24,1,129
5650003,565,3,1155,746,739,2,117,13,0,0,0,0,60,0,0,0,0,66,51,259,5,0,0,0,0,58,0,2,4,19,0,85
11570001,1157,1,179,145,145,1,62,3,0,0,0,0,6,0,0,0,0,12,3,16,6,0,0,0,0,34,0,0,0,1,0,2
8210001,821,1,368,270,269,1,6,0,0,0,0,0,20,0,0,0,0,24,2,153,0,0,0,0,0,3,0,0,2,31,0,28
13300001,1330,1,1482,1167,1164,2,324,2,1,0,1,0,72,0,0,0,0,120,41,358,36,0,0,0,0,185,0,1,8,2,2,11
7850001,785,1,553,449,446,1,7,9,0,0,0,0,66,0,0,0,0,23,3,257,2,0,0,0,0,11,0,0,3,34,0,31
8500001,850,1,674,545,545,2,147,2,0,0,0,0,35,0,0,0,0,84,4,147,12,1,0,0,0,89,0,0,8,3,1,12
8040001,804,1,843,673,668,2,26,14,0,0,0,0,16,0,0,0,0,104,1,319,1,0,0,0,0,13,0,2,1,14,0,157
7970001,797,1,1021,857,848,2,3,25,0,0,0,0,135,0,0,0,0,45,2,259,2,0,0,0,0,5,0,1,5,52,0,314
3380001,338,1,196,77,75,1,4,1,1,0,0,0,3,0,0,0,0,1,3,49,1,0,0,0,0,2,0,0,2,4,1,3
7160001,716,1,364,298,296,1,205,0,0,0,0,0,8,0,0,0,0,7,1,14,26,0,0,0,0,27,0,0,6,1,0,1
770001,77,1,999,728,718,2,345,4,1,0,3,0,16,1,0,0,0,44,12,157,57,2,2,0,1,52,2,0,15,0,2,2
2940001,294,1,755,590,589,2,216,0,3,0,0,1,19,0,0,0,0,37,8,73,168,1,0,0,0,51,0,0,8,0,0,4
11260001,1126,1,266,166,165,1,99,0,2,0,0,0,6,0,0,0,0,4,3,14,11,0,0,0,0,22,0,0,3,0,0,1
490001,49,1,425,301,298,1,89,0,0,0,0,0,24,0,0,0,0,23,4,105,10,0,0,0,0,30,0,0,10,2,0,1
26000021,2600,21,5271,1875,1847,10,259,8,30,0,0,0,99,0,0,0,0,164,163,706,27,0,0,1,2,147,0,3,81,38,5,114
26000014,2600,14,3813,1817,1798,6,271,8,21,0,0,1,136,2,0,0,0,225,88,693,35,0,0,1,4,118,2,2,67,25,3,96
26000025,2600,25,4266,1681,1657,8,285,3,16,0,0,4,108,1,0,0,0,154,140,569,47,1,0,0,0,155,0,2,62,58,1,51
26000015,2600,15,4138,1698,1680,8,235,8,15,0,1,1,100,0,1,0,0,162,92,606,25,0,0,1,0,140,0,1,74,86,1,131
26000024,2600,24,4634,2599,2580,8,547,4,12,1,0,0,149,1,1,0,0,290,114,776,84,1,2,0,0,371,0,1,96,37,1,92
26000032,2600,32,387,137,134,1,18,0,0,0,0,0,6,0,0,0,0,20,10,42,5,0,0,0,0,14,1,0,8,1,0,9
26000023,2600,23,443,266,262,1,53,1,1,0,1,0,18,0,0,0,0,29,25,74,5,0,0,0,0,29,0,0,12,3,2,9
26000022,2600,22,6945,3400,3350,12,509,10,31,0,1,0,260,1,0,0,0,355,266,1085,45,0,1,0,0,403,0,2,114,121,4,142
26000012,2600,12,7939,4087,4061,13,738,6,26,1,1,2,247,0,0,0,1,454,166,1501,99,0,2,0,0,446,0,4,141,72,3,151
26000033,2600,33,3987,2245,2225,6,420,2,37,0,0,1,128,0,0,0,0,272,114,783,40,0,0,0,0,263,1,0,61,16,4,83
26000034,2600,34,3892,2399,2384,6,415,5,18,1,0,1,145,0,1,0,0,313,70,884,43,0,0,1,0,296,1,2,51,31,0,106
26000035,2600,35,1327,860,851,2,131,0,6,0,0,0,56,2,0,0,0,134,28,320,12,0,0,0,1,89,0,0,20,10,1,41
37620001,3762,1,485,398,398,1,2,13,0,0,0,0,178,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,3,162,0,4
370001,37,1,310,255,254,1,1,5,0,0,0,0,10,0,0,0,0,21,0,94,0,0,0,0,0,3,0,0,3,101,0,16
4780002,478,2,5158,3428,3405,8,21,1,3245,0,1,0,3,0,2,0,1,4,0,36,31,2,0,1,9,2,0,2,1,0,1,42
4780003,478,3,3121,2063,2048,5,13,2,1939,0,0,0,0,0,0,0,0,0,1,22,29,0,1,1,19,2,0,1,0,0,0,18
13590001,1359,1,369,167,167,1,23,0,110,0,0,0,1,0,0,0,7,10,0,0,2,0,0,0,2,3,0,0,0,0,0,9
13160001,1316,1,110,77,76,1,5,0,46,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0
40030001,4003,1,296,207,205,1,103,0,0,0,0,0,6,0,0,0,0,12,3,14,28,0,0,0,0,24,0,0,14,1,0,0
11450001,1145,1,305,270,270,1,0,80,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,17,0,163
3300001,330,1,258,177,177,1,105,1,0,0,0,0,2,0,0,0,0,11,0,9,21,0,0,0,0,26,0,0,2,0,0,0
11820001,1182,1,702,553,553,1,339,0,0,0,0,0,10,0,0,0,0,17,3,25,103,0,0,0,0,53,0,0,3,0,0,0
35790001,3579,1,904,751,751,2,2,3,1,0,0,0,429,0,0,0,0,4,1,79,0,0,0,0,0,4,0,0,4,219,0,5
36040001,3604,1,2009,1663,1659,3,21,10,1,0,0,0,1069,0,0,0,0,25,3,398,6,4,0,0,0,14,0,1,2,102,0,3
4290001,429,1,611,502,502,1,274,1,0,0,0,0,11,1,0,0,0,19,1,35,68,0,0,0,0,86,0,0,2,1,0,3
40170001,4017,1,184,156,156,1,1,0,0,0,0,0,88,0,0,0,0,7,0,44,0,0,0,0,0,2,0,0,0,14,0,0
8680001,868,1,119,27,27,1,8,0,0,0,0,0,0,0,0,0,0,5,1,6,3,0,0,0,0,4,0,0,0,0,0,0
2850001,285,1,517,408,403,1,260,0,0,0,0,0,7,0,0,0,0,23,3,17,30,0,0,0,0,55,1,0,7,0,0,0
40020001,4002,1,260,181,181,1,60,0,1,0,0,0,24,0,0,0,0,17,7,11,7,0,0,0,0,31,0,0,19,3,0,1
410001,41,1,2459,1955,1938,4,286,43,1,0,0,0,212,0,0,0,0,314,10,661,20,0,0,0,0,94,1,2,21,62,1,210
7300001,730,1,402,293,293,1,20,7,0,0,0,0,21,0,0,0,0,42,1,176,1,0,0,0,0,1,0,1,1,4,1,17
6820001,682,1,563,432,431,1,23,15,0,0,0,0,58,0,0,0,0,38,3,196,5,0,0,0,0,13,0,1,5,17,1,56
2040001,204,1,467,388,387,1,56,0,0,0,0,0,36,0,0,0,0,72,4,157,9,0,1,0,0,18,0,0,6,5,0,23
8410001,841,1,789,626,618,2,119,2,0,0,0,0,30,0,0,0,0,137,3,203,9,0,0,0,0,40,0,0,6,8,0,61
11250001,1125,1,240,197,197,1,126,0,1,0,0,0,6,0,0,0,0,6,2,5,22,0,0,0,0,27,0,0,1,0,1,0
35560001,3556,1,145,105,104,1,53,0,0,0,0,0,5,0,0,0,1,9,0,13,6,0,0,0,0,16,0,0,1,0,0,0
13090002,1309,2,3889,3397,3358,6,13,693,1,0,0,0,267,0,0,0,0,26,4,159,1,0,0,1,0,2,0,5,7,546,0,1633
13090001,1309,1,2838,2476,2398,5,5,740,0,0,0,0,104,0,0,0,0,6,1,154,0,4,0,0,0,5,0,1,6,377,1,994
13090007,1309,7,4353,3930,3875,7,6,1595,0,0,0,0,126,1,0,0,0,12,2,133,0,0,0,0,0,1,0,1,9,484,0,1505
13090004,1309,4,2925,2616,2585,4,3,1160,0,0,0,0,113,0,0,0,0,8,2,88,0,1,0,0,0,0,0,1,0,281,0,928
13090003,1309,3,1148,976,973,2,1,111,0,0,0,0,89,0,0,0,0,11,2,81,1,0,0,0,0,1,0,0,2,185,1,488
13090006,1309,6,1894,1710,1688,3,2,701,0,0,0,0,55,0,0,0,0,6,2,48,0,1,0,1,0,3,0,2,1,221,0,645
36180001,3618,1,1309,1108,1107,2,11,3,0,0,0,0,688,0,0,0,0,16,3,291,4,2,0,1,0,13,0,0,6,60,0,9
37500001,3750,1,5366,4249,4237,9,879,39,2,1,0,0,404,0,0,0,0,393,105,1286,78,1,0,1,0,866,1,1,75,53,2,50
6030001,603,1,265,174,171,1,23,0,2,0,0,0,6,0,0,0,0,34,0,63,1,0,0,0,0,7,0,0,3,3,0,29
35600001,3560,1,2455,2100,2094,4,22,11,0,0,0,0,1459,0,0,0,0,25,6,362,3,1,0,1,0,25,0,0,11,151,0,17
7720001,772,1,651,476,472,1,111,1,1,0,0,0,24,0,0,0,0,50,6,152,6,0,0,0,0,71,0,1,6,13,0,30
10640001,1064,1,509,384,382,1,164,3,3,0,0,0,31,0,0,0,0,24,2,20,62,1,0,0,0,46,0,0,14,8,2,2
12530001,1253,1,242,168,167,1,36,0,0,0,0,0,12,0,0,0,0,38,4,50,6,0,0,0,0,9,0,1,3,2,0,6
230001,23,1,319,254,254,1,20,0,0,0,0,0,144,0,0,0,0,18,0,36,0,0,0,0,0,7,0,0,2,27,0,0
40120001,4012,1,393,282,279,1,81,2,0,0,0,1,19,0,0,0,0,34,3,42,17,0,0,0,0,61,0,0,17,0,0,2
37540001,3754,1,248,187,185,1,0,69,0,0,0,0,52,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,40,0,15
5290002,529,2,4675,2974,2954,7,250,2,2382,0,1,0,2,0,0,0,4,23,38,46,129,0,0,1,18,17,3,2,4,1,1,30
5290001,529,1,658,356,356,1,49,1,239,1,0,0,0,0,0,0,1,8,9,11,19,0,0,1,5,3,0,2,1,0,1,5
5290003,529,3,2707,1580,1561,4,137,2,1208,1,0,1,1,0,0,0,7,28,29,21,83,0,0,1,7,4,0,0,2,0,1,28
43010001,4301,1,312,217,216,1,84,0,1,0,0,0,15,0,0,0,0,16,4,19,21,0,0,1,0,36,0,0,17,2,0,0
1760001,176,1,1048,729,722,2,508,2,1,0,0,2,21,0,0,0,0,17,8,18,71,1,0,0,0,57,0,0,11,3,1,1
3130001,313,1,413,305,305,1,208,0,1,0,0,0,8,0,0,0,0,9,2,13,23,0,0,0,0,34,0,0,4,0,1,2
36500001,3650,1,5868,4583,4569,9,81,26,1,0,0,0,2501,0,0,0,0,107,30,1394,24,11,1,3,0,71,0,1,41,244,1,32
7010001,701,1,417,317,314,1,97,0,0,0,0,0,23,0,0,0,0,25,6,101,16,0,0,0,0,33,0,0,3,7,0,3
35980001,3598,1,130,88,87,1,13,0,1,0,0,0,12,0,0,0,0,7,3,34,1,0,0,0,0,9,0,1,2,2,0,2
7140001,714,1,399,305,302,1,193,0,0,0,0,0,7,0,0,0,0,21,1,14,37,0,0,0,0,21,0,0,6,0,2,0
35700003,3570,3,4241,3005,2965,7,111,6,1,0,0,0,412,0,0,0,0,178,535,1338,14,3,0,1,0,167,2,1,70,98,3,25
35700002,3570,2,3808,2676,2629,6,146,5,1,1,0,1,332,0,0,0,0,186,345,1273,21,1,0,0,0,169,0,4,59,63,2,20
35700001,3570,1,1679,1078,1057,3,52,11,0,0,0,1,117,1,0,0,0,63,157,515,9,1,0,0,0,70,0,1,28,20,0,11
35700004,3570,4,3391,2316,2274,6,85,8,1,0,0,0,305,1,0,0,0,127,390,1097,8,1,0,0,0,106,1,0,52,66,4,22
35700005,3570,5,1071,801,792,3,38,1,3,1,0,0,137,1,0,0,0,51,123,263,6,0,0,0,0,44,0,0,14,103,0,7
710001,71,1,309,227,225,1,32,0,0,0,0,0,14,0,0,0,0,18,4,100,1,0,0,0,0,15,0,0,2,19,0,20
700123,70,123,5285,2900,2832,9,272,43,2,0,0,0,87,5,1,0,1,177,799,876,27,1,1,0,0,202,1,5,41,62,4,225
700122,70,122,6294,3715,3655,10,519,45,2,0,0,0,207,3,0,0,1,317,387,1293,49,2,1,0,0,315,1,5,49,143,4,312
700126,70,126,2708,1323,1299,5,81,9,0,1,0,0,45,4,0,0,0,88,285,465,8,0,1,0,0,86,0,2,19,41,2,162
700133,70,133,6323,3343,3277,12,194,44,3,2,1,0,111,3,0,0,0,266,766,1120,22,2,2,0,0,217,3,3,36,106,3,373
700231,70,231,10516,6944,6848,18,808,56,3,0,2,1,464,3,0,0,1,622,586,2617,65,1,1,2,1,540,0,5,76,310,7,677
700132,70,132,1997,886,865,3,78,20,0,0,0,0,29,1,0,0,0,57,191,289,5,0,2,0,1,34,1,1,10,32,0,114
700223,70,223,4532,2582,2503,8,114,235,0,2,0,0,101,0,1,0,0,156,358,898,13,0,0,0,0,120,0,4,23,108,1,369
700142,70,142,2934,2227,2173,5,24,487,0,0,0,1,26,0,1,0,0,44,60,265,0,0,0,1,1,32,0,1,6,171,1,1052
700125,70,125,1157,607,598,2,43,5,1,0,0,0,26,0,0,0,0,47,114,218,4,0,1,0,0,28,0,1,7,21,0,82
700233,70,233,3379,2268,2245,6,179,20,1,0,0,0,132,0,0,0,0,245,249,889,16,1,1,0,0,211,0,0,34,81,1,185
700221,70,221,4062,2723,2687,6,224,314,0,0,0,0,128,1,0,0,0,204,228,925,18,2,1,0,1,180,1,2,29,106,2,321
700143,70,143,3305,2494,2356,6,36,441,0,0,0,0,49,0,0,0,0,68,102,326,5,1,0,0,0,30,0,4,15,171,1,1107
700144,70,144,8071,5528,5327,13,198,1105,0,1,0,0,167,1,0,0,0,283,816,1327,28,0,3,0,0,267,1,3,47,197,1,882
700234,70,234,4763,2909,2873,8,406,38,1,0,0,0,197,1,0,0,0,237,298,1033,35,1,2,0,1,218,2,6,30,116,3,248
700242,70,242,3753,2245,2202,6,154,20,2,0,0,0,126,0,0,0,0,166,306,900,18,3,1,0,0,148,0,4,26,105,2,221
700222,70,222,2142,1310,1273,4,45,197,0,0,0,1,41,1,0,0,0,83,149,481,2,1,0,0,0,42,0,1,14,30,3,182
700243,70,243,4278,2703,2673,7,389,15,1,0,0,1,159,1,1,0,0,224,201,1064,30,0,1,0,0,278,0,1,30,87,1,189
700425,70,425,9424,6301,6243,17,1055,24,1,1,0,2,337,1,0,0,1,611,478,2268,106,0,1,1,1,678,0,7,82,229,5,354
700323,70,323,2554,1572,1540,4,75,104,2,0,0,0,57,0,0,0,0,122,316,423,3,0,0,1,0,126,2,0,13,69,0,227
700322,70,322,3786,2927,2901,6,54,1455,0,0,0,0,68,0,0,0,1,89,266,546,10,1,0,1,0,104,1,1,24,49,3,228
700321,70,321,1826,1197,1170,3,67,2,0,0,0,0,42,0,0,0,0,108,319,340,5,0,0,0,0,104,1,1,21,32,3,125
700426,70,426,3283,2209,2189,6,453,13,3,0,0,0,142,0,0,0,0,225,101,782,31,1,0,3,1,202,0,0,32,57,0,143
700423,70,423,2326,1618,1602,4,191,15,0,0,0,3,98,1,0,0,0,135,229,594,23,0,1,0,1,165,1,0,17,51,0,77
700432,70,432,6456,4704,4651,10,491,22,3,0,0,1,323,2,0,0,0,466,663,1600,41,1,0,1,0,571,0,6,92,130,2,236
700332,70,332,5856,4176,4109,9,207,154,1,0,1,1,310,2,0,0,0,346,707,1136,29,1,1,2,0,338,3,1,47,311,3,508
700342,70,342,2226,1488,1459,4,114,8,0,0,0,0,62,1,0,0,0,126,432,445,18,0,1,0,0,172,0,0,28,11,3,38
700343,70,343,5214,3557,3515,9,281,24,0,0,0,1,193,3,0,0,0,319,874,1114,23,1,0,0,1,353,0,1,56,86,2,183
700411,70,411,11020,7787,7667,17,619,43,2,0,0,1,340,1,0,0,1,701,1809,2672,52,3,3,1,0,789,5,1,121,196,7,300
700211,70,211,6364,5773,5659,10,2,4304,0,0,0,0,10,0,0,0,0,6,1,36,3,0,0,0,0,2,0,0,1,306,0,988
700413,70,413,1998,1350,1316,3,109,5,0,0,0,0,85,0,0,0,1,113,397,389,6,0,0,1,0,146,2,0,26,11,3,22
700316,70,316,14069,9798,9669,23,839,75,3,0,0,0,559,4,0,0,1,796,1597,3848,74,2,0,0,1,926,0,4,129,262,10,539
700314,70,314,2905,2097,2074,5,224,25,0,0,0,1,141,1,1,0,1,210,194,812,10,0,0,0,0,187,0,0,26,86,0,155
700212,70,212,2003,1813,1794,3,1,1210,0,0,0,0,11,0,0,0,0,1,0,17,0,0,0,0,0,0,0,1,5,96,1,451
700434,70,434,2988,2224,2206,4,326,5,1,0,0,0,150,0,0,0,0,217,98,909,26,2,0,0,0,247,0,2,33,64,1,125
700141,70,141,1082,804,780,2,12,505,0,0,0,0,7,1,0,0,0,13,24,85,1,0,1,0,0,6,0,0,5,37,0,83
700421,70,421,3944,2919,2892,7,312,22,1,0,0,1,168,1,0,0,1,291,391,1082,20,0,0,0,0,334,0,0,31,79,0,158
700422,70,422,2756,2133,2111,4,211,18,0,0,0,0,153,1,1,0,0,202,162,885,14,0,0,0,0,204,1,1,21,69,1,167
700415,70,415,2614,1991,1970,4,287,5,0,0,0,0,135,0,0,0,0,235,174,684,14,0,0,0,0,239,0,0,20,62,0,115
1990001,199,1,607,449,448,1,261,0,1,0,0,0,20,0,0,0,0,23,6,44,29,0,0,0,0,58,0,0,5,0,0,1
1880001,188,1,424,296,296,1,175,1,0,0,0,0,9,0,0,0,0,19,9,30,14,0,0,0,0,34,0,0,1,3,0,1
11880001,1188,1,488,382,380,1,99,1,0,0,0,0,96,0,0,0,0,29,6,51,29,1,0,0,0,60,0,0,5,2,0,1
37220001,3722,1,212,166,165,1,24,1,0,0,0,0,25,0,0,0,0,14,3,54,1,0,0,0,0,34,0,0,2,5,2,0
20210001,2021,1,93,59,59,1,25,0,2,0,0,0,6,0,0,0,0,9,1,7,3,0,0,0,0,4,0,0,0,1,0,1
11520001,1152,1,303,227,227,1,76,0,0,0,0,0,10,0,0,0,0,28,15,42,14,1,1,0,0,33,0,0,5,1,0,1
71000211,7100,211,2442,1521,1493,4,158,18,1,0,0,0,86,0,0,0,0,127,235,609,10,0,0,0,2,85,0,0,9,69,1,83
71000212,7100,212,9159,6377,6316,14,686,44,3,1,0,0,475,0,0,0,0,601,676,2600,45,1,0,1,0,377,2,4,63,344,8,385
71000113,7100,113,5114,3779,3744,9,520,19,2,0,0,0,217,0,0,0,0,353,309,1554,39,0,2,0,0,326,0,0,43,166,2,192
