stat08,semel,sa,eligible,voted,valid,n_ballots,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
26300026,2630,26,1568,952,930,3,46,9,0,0,0,0,64,1,0,0,0,43,149,422,5,1,0,2,0,36,0,3,17,32,0,100
26300036,2630,36,4055,2588,2542,7,161,17,0,1,0,0,121,0,0,0,1,185,486,1082,15,0,0,0,0,157,0,4,32,79,5,196
26300032,2630,32,1958,1632,1622,3,19,939,0,0,0,0,32,1,0,0,0,20,123,153,2,0,0,0,0,6,1,0,3,115,2,206
26300021,2630,21,1796,1190,1182,3,58,18,0,0,0,0,91,0,0,0,0,89,31,575,7,0,1,2,0,48,0,3,7,75,0,177
26300012,2630,12,2915,1958,1932,5,217,16,0,0,0,2,145,0,2,0,0,168,110,771,13,1,0,0,0,115,0,1,20,92,1,258
26300014,2630,14,2627,1792,1770,4,167,12,0,0,0,0,88,0,0,0,0,145,114,797,9,1,0,1,0,115,0,0,14,69,1,237
26300022,2630,22,1857,1158,1132,3,71,7,0,1,0,1,47,0,0,0,0,97,122,492,5,0,0,2,1,48,1,2,11,75,0,149
26300035,2630,35,2307,1440,1411,4,164,27,1,0,0,0,63,1,0,0,0,104,217,488,9,0,0,0,1,106,0,3,12,52,3,160
26300024,2630,24,2559,1738,1717,5,153,31,0,0,0,0,126,1,0,0,0,130,136,720,14,0,0,1,0,128,0,2,16,106,0,153
26300025,2630,25,5017,3458,3403,9,307,26,1,0,1,0,164,0,0,0,0,287,313,1510,23,1,2,0,0,255,1,1,31,178,6,296
26300033,2630,33,8557,6102,6026,14,359,419,0,0,1,1,285,0,1,0,0,431,1001,2112,42,2,1,0,0,420,2,1,46,208,0,694
26300034,2630,34,2943,1946,1921,5,132,19,1,1,0,0,83,1,0,0,0,128,412,756,12,0,1,0,0,175,0,1,15,45,3,136
23000001,2300,1,2397,1771,1763,4,806,22,12,0,0,1,57,0,0,0,0,113,29,216,231,0,1,0,0,229,1,0,18,17,1,9
23000002,2300,2,5611,3982,3958,10,1828,58,35,0,0,3,149,0,1,0,0,238,42,504,531,4,4,1,0,463,1,2,43,37,2,12
23000003,2300,3,5168,3772,3746,9,1661,50,11,0,0,0,124,0,0,0,0,262,64,576,358,7,2,1,0,542,1,1,42,19,4,21
96000034,9600,34,4581,3090,3058,7,598,24,0,0,0,0,143,0,0,0,0,415,318,1004,34,0,0,1,0,343,1,3,44,42,2,86
96000033,9600,33,2805,1826,1809,4,329,14,3,0,0,0,77,0,1,0,0,242,216,587,15,1,0,0,0,217,0,0,19,16,0,72
96000031,9600,31,6369,3477,3415,10,389,32,1,0,0,1,157,0,0,0,0,383,636,1231,29,1,0,0,0,293,3,4,52,49,3,151
96000023,9600,23,3910,2016,1990,7,177,31,2,0,0,1,113,0,0,0,2,217,329,820,11,1,0,0,1,126,2,0,19,47,2,89
96000013,9600,13,2471,1186,1152,4,100,9,1,1,0,0,27,0,0,0,0,89,318,427,7,0,1,0,0,114,0,2,14,8,0,34
96000014,9600,14,6464,3762,3687,10,526,42,1,1,0,0,167,1,0,0,0,403,677,1271,33,1,3,0,0,408,3,2,32,27,2,87
96000032,9600,32,2705,1502,1465,4,165,13,0,0,0,1,58,0,1,0,0,177,295,473,15,0,3,0,0,177,0,0,15,16,2,54
96000011,9600,11,2859,2045,2027,5,360,13,0,0,0,0,104,0,0,0,0,274,193,667,26,0,0,0,0,302,0,1,23,16,1,47
96000012,9600,12,3921,2499,2460,7,280,14,2,0,0,0,105,0,0,0,0,255,631,765,22,0,0,1,0,260,0,3,40,25,2,55
11370001,1137,1,2388,1823,1800,4,17,1248,0,0,0,0,41,0,0,0,0,13,1,79,5,2,0,0,0,3,0,3,6,141,0,241
82000034,8200,34,6465,4443,4411,11,1237,21,3,0,0,1,319,0,0,0,0,495,275,1137,85,1,1,1,0,640,1,4,48,48,7,87
82000031,8200,31,406,298,298,1,75,0,1,0,0,0,29,0,0,0,0,22,6,99,15,1,0,0,0,38,0,0,0,1,2,9
82000022,8200,22,9567,6439,6339,16,1204,31,5,2,1,0,344,0,1,0,1,723,935,1850,89,3,0,2,0,879,3,2,78,50,5,131
82000032,8200,32,4119,2678,2660,7,573,18,0,0,1,0,198,1,0,0,0,350,163,741,34,1,0,1,0,357,0,1,37,58,0,126
82000012,8200,12,2416,1430,1411,4,243,10,1,0,0,0,60,0,0,0,0,163,221,427,19,0,0,1,0,171,1,2,25,9,2,56
82000014,8200,14,8450,5928,5869,14,1438,23,5,1,1,0,339,3,1,0,0,682,534,1603,110,3,0,1,1,892,0,1,58,31,8,134
82000011,8200,11,4064,3279,3245,6,945,7,1,1,0,0,141,2,0,0,0,356,118,915,57,1,0,0,0,616,0,2,32,7,4,40
10340005,1034,5,8203,5822,5743,14,397,39,1,0,0,0,450,1,1,0,0,595,153,2426,24,2,2,1,0,206,0,7,55,598,3,782
10340006,1034,6,3298,2122,2089,5,98,19,2,0,0,1,144,0,0,0,0,182,42,1011,3,0,1,1,0,61,1,3,12,209,3,296
10340002,1034,2,1732,1096,1078,3,85,9,1,0,0,0,80,0,1,0,0,112,34,499,4,0,1,5,0,39,1,0,15,41,1,150
10340003,1034,3,468,298,290,1,17,0,0,0,0,0,24,0,0,0,0,21,9,129,0,0,0,0,0,9,0,1,1,15,0,64
10340007,1034,7,2322,1559,1542,4,9,50,0,0,0,0,58,0,0,0,0,31,19,331,1,0,0,1,0,9,1,1,7,843,1,180
37460001,3746,1,352,306,306,1,1,3,0,0,0,0,174,0,0,0,0,11,3,88,0,0,0,0,0,3,0,0,1,18,0,4
780001,78,1,293,229,229,1,129,0,1,0,0,0,8,0,0,0,0,13,1,12,29,0,0,0,0,30,0,0,4,0,1,1
4690003,469,3,4124,2936,2907,6,266,30,2,1,0,0,251,0,0,0,1,368,55,1340,24,3,2,1,1,95,0,1,35,166,1,264
4690002,469,2,3898,2877,2840,7,285,12,5,0,0,2,167,1,0,0,0,441,129,1229,38,1,2,0,0,236,0,1,32,93,3,163
28000004,2800,4,2973,1782,1760,5,130,11,2,0,0,0,96,0,0,0,0,249,275,723,19,2,0,0,0,62,1,1,27,28,0,134
28000005,2800,5,1729,1088,1074,3,89,4,2,1,0,0,99,0,0,0,0,191,61,451,5,1,0,0,1,28,0,1,12,19,2,107
28000006,2800,6,2942,1847,1833,5,204,7,5,1,0,0,194,0,0,0,0,301,69,714,17,1,0,3,0,89,0,0,23,48,6,151
28000003,2800,3,4455,2829,2805,8,297,8,4,0,1,0,219,1,0,0,0,480,206,1166,39,1,1,0,0,106,0,4,45,49,0,178
28000010,2800,10,3111,1911,1897,5,196,4,3,0,0,0,124,0,0,0,0,300,293,681,42,0,0,0,4,71,0,2,25,32,4,116
28000002,2800,2,3147,1881,1867,5,175,10,4,0,0,0,204,0,0,0,0,286,283,632,14,1,0,2,0,72,1,2,27,37,2,115
36400001,3640,1,4757,3690,3662,7,87,24,0,0,0,0,1682,0,0,0,0,99,164,1107,13,6,0,3,0,61,0,2,54,277,1,82
40060001,4006,1,379,299,297,1,4,2,0,0,0,0,189,0,0,0,0,1,0,28,0,0,0,0,0,1,0,0,2,69,0,1
5430001,543,1,5935,3580,3514,9,505,1,1981,0,0,0,2,0,0,0,0,261,143,195,189,0,0,1,15,26,0,2,6,3,1,183
13340001,1334,1,232,140,138,1,11,0,121,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0
9900001,990,1,328,205,202,1,21,0,166,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,3,0,0,0,1,0,0,0
26400003,2640,3,5253,4177,4145,9,552,108,5,0,1,0,263,0,0,0,0,543,38,1684,48,1,0,1,0,265,0,2,34,227,1,372
26400004,2640,4,6085,4667,4622,11,304,129,4,0,0,2,387,0,0,0,0,536,157,2128,29,3,1,0,0,179,0,4,39,268,4,448
26400002,2640,2,3794,2961,2933,6,136,144,0,0,0,0,253,0,0,0,0,277,22,1308,16,1,0,0,0,70,0,3,38,249,0,416
26400006,2640,6,1790,1317,1310,3,86,49,1,0,0,1,98,0,0,0,0,149,14,657,9,1,0,0,0,43,0,0,12,80,0,110
26400008,2640,8,2644,2132,2125,5,917,3,1,0,0,0,78,0,0,0,0,162,10,390,151,1,0,0,0,351,0,0,25,12,9,15
26400009,2640,9,2217,1772,1765,4,532,19,1,0,0,0,104,0,0,0,0,195,16,466,63,2,0,0,0,271,0,0,33,33,1,29
26400007,2640,7,4188,3247,3228,7,703,54,3,0,0,0,275,0,0,0,0,361,142,964,78,1,0,2,0,393,0,1,53,87,2,109
26400011,2640,11,1022,828,823,2,281,0,0,0,0,0,39,0,0,0,0,86,22,164,45,0,1,0,1,161,0,0,11,5,1,6
26400012,2640,12,3480,2743,2733,6,1015,13,4,0,0,1,131,0,0,0,0,249,39,515,137,2,0,0,0,557,1,0,36,15,3,15
260001,26,1,2170,1620,1616,3,615,6,7,0,0,0,103,0,0,0,0,107,23,300,181,0,1,0,2,176,0,1,30,45,3,16
36020001,3602,1,461,412,411,1,3,1,1,0,0,0,315,0,0,0,0,10,1,62,0,1,0,0,0,4,0,0,1,9,1,2
83000512,8300,512,4034,2536,2495,7,254,13,0,0,0,0,105,1,0,0,1,306,210,1097,23,1,0,0,0,163,0,3,23,103,7,185
83000511,8300,511,7980,4792,4711,14,558,19,4,0,0,2,220,0,1,0,0,510,307,2226,38,0,3,0,2,344,1,3,51,122,5,295
83000516,8300,516,1160,805,803,2,204,2,1,0,0,0,48,0,0,0,1,78,52,256,20,0,0,0,0,94,1,0,10,13,1,22
83000412,8300,412,15501,10683,10607,26,3124,52,13,1,0,2,473,1,1,0,0,1079,683,2567,319,5,1,0,2,1838,2,3,178,95,10,158
83000423,8300,423,3034,2137,2113,5,635,4,0,0,0,0,100,0,0,0,1,180,167,535,59,0,0,0,0,345,0,0,29,19,4,35
83000422,8300,422,5999,4035,4001,10,1102,16,1,0,0,1,205,1,0,0,0,372,329,1064,131,1,0,0,0,620,2,1,54,46,0,55
83000312,8300,312,7251,4590,4544,13,1241,18,4,2,0,2,219,0,1,0,0,492,508,1075,107,3,0,1,0,715,0,0,52,31,3,70
83000426,8300,426,10019,6854,6808,17,1875,27,3,1,0,2,352,0,0,0,0,706,525,1713,186,0,0,0,1,1128,0,7,108,70,7,97
83000122,8300,122,9344,5835,5773,16,1188,60,7,0,0,1,294,0,1,0,1,652,673,1708,107,1,0,1,0,718,1,5,85,89,8,173
83000116,8300,116,10645,6915,6822,19,1358,81,8,0,0,1,383,3,0,0,0,747,944,1840,144,4,5,2,0,870,1,4,115,113,9,190
83000115,8300,115,3749,2357,2333,6,359,29,0,0,0,2,144,0,0,0,0,282,376,728,26,1,0,0,0,211,1,1,39,38,1,95
83000125,8300,125,3191,2165,2148,5,363,32,2,1,0,0,112,0,0,0,0,266,231,668,36,1,1,0,0,273,0,0,32,39,4,87
83000114,8300,114,8270,5874,5816,15,1084,42,4,1,0,1,301,3,0,0,1,707,767,1689,105,0,1,1,0,879,1,2,70,36,7,114
83000126,8300,126,8243,6329,6277,13,1414,86,0,0,0,2,347,0,0,0,0,745,372,1791,110,0,1,1,0,959,2,2,90,137,0,218
83000215,8300,215,3402,2468,2445,6,553,42,1,0,0,0,128,0,0,0,0,295,185,623,68,1,0,0,0,384,2,7,36,31,5,84
83000214,8300,214,1928,1529,1491,3,422,6,2,0,0,0,92,0,0,0,0,155,40,443,53,0,0,0,0,218,0,0,17,20,0,23
83000213,8300,213,6517,4820,4780,10,622,44,1,0,0,0,315,0,0,0,0,546,132,2036,57,1,0,5,0,359,2,4,43,244,6,363
83000212,8300,212,3765,2684,2657,6,354,22,4,0,1,2,126,0,0,0,0,323,49,1149,27,1,1,0,0,212,0,2,30,146,5,203
83000224,8300,224,7078,4827,4777,12,1178,49,4,0,0,1,347,0,0,0,0,530,439,1220,113,3,0,2,0,649,0,1,56,71,1,113
83000221,8300,221,3337,2424,2411,5,624,20,0,0,0,0,143,1,2,0,0,284,191,616,75,0,0,1,0,337,1,6,38,32,1,39
83000421,8300,421,2369,1718,1702,4,375,21,0,0,0,0,170,0,0,0,0,188,131,508,30,0,0,0,0,171,0,1,21,48,1,37
83000223,8300,223,601,438,435,1,164,2,0,0,0,0,43,0,0,0,0,22,6,107,18,0,0,0,0,60,0,0,6,3,1,3
83000315,8300,315,2826,1867,1848,5,469,13,1,0,0,0,76,0,0,0,0,227,181,446,62,1,0,0,0,302,0,0,25,14,7,24
83000225,8300,225,1632,1194,1188,3,368,2,1,0,1,0,60,0,1,0,0,113,51,301,28,1,0,0,0,214,1,0,11,9,0,26
83000124,8300,124,2183,1550,1527,4,272,29,1,0,0,0,83,0,1,0,0,187,196,460,19,0,1,0,0,188,0,0,19,30,3,38
83000222,8300,222,1048,706,701,2,168,6,1,0,0,0,59,0,0,0,0,78,84,169,21,0,0,0,0,93,0,1,4,7,0,10
83000314,8300,314,1095,773,761,2,139,4,1,0,0,1,24,0,0,0,0,107,112,233,14,0,0,0,0,80,0,0,15,18,0,13
83000522,8300,522,3923,2972,2958,6,765,10,2,0,0,1,161,0,0,0,0,368,159,775,65,2,0,0,0,498,3,1,38,31,1,78
83000523,8300,523,4864,3680,3657,8,813,23,3,2,0,0,174,0,1,0,0,466,150,1243,63,0,0,1,0,526,1,0,38,42,5,106
83000532,8300,532,1848,1436,1432,3,345,2,1,0,0,0,69,0,0,0,0,209,36,411,30,0,0,0,0,251,0,1,25,20,1,31
83000531,8300,531,3917,3096,3083,7,955,6,0,0,1,0,160,0,0,0,0,385,62,729,73,0,0,0,0,597,1,0,45,31,3,35
83000621,8300,621,3216,2416,2407,5,615,15,0,0,0,1,128,0,0,0,0,277,89,736,61,0,0,0,0,345,0,3,35,31,1,70
83000515,8300,515,4153,3255,3229,7,961,11,1,0,0,0,128,0,0,0,0,344,95,960,56,0,1,0,0,522,0,1,30,50,1,68
83000524,8300,524,2641,2071,2067,4,442,6,1,0,0,0,94,0,0,0,0,283,58,711,26,0,0,0,0,329,0,1,14,24,1,77
83000521,8300,521,2068,1494,1481,3,358,5,1,0,0,0,79,0,0,0,0,194,76,406,32,0,0,0,0,259,0,0,27,23,1,20
83000623,8300,623,754,556,550,1,179,4,2,0,0,0,28,0,0,0,0,50,8,181,6,0,0,0,0,68,0,0,5,5,0,14
83000614,8300,614,3652,2870,2851,6,669,11,1,0,0,0,139,0,0,0,0,282,65,1035,51,0,0,0,0,440,1,1,32,47,2,75
83000617,8300,617,9032,6999,6953,15,1432,29,1,0,0,0,362,0,1,0,0,891,254,2251,110,0,0,0,0,1098,0,2,91,170,2,259
83000624,8300,624,1011,732,730,2,134,4,0,0,0,0,43,0,0,0,0,99,33,255,12,1,0,0,0,112,0,0,7,3,0,27
83000615,8300,615,3507,2601,2582,6,503,11,1,0,0,1,134,0,0,0,0,312,161,700,151,1,0,1,0,468,1,1,41,45,3,47
83000311,8300,311,3249,2479,2462,5,518,15,2,0,0,0,104,0,1,0,0,279,67,843,49,0,0,0,0,338,0,0,28,39,1,178
83000533,8300,533,3627,2847,2841,6,686,8,1,0,0,0,146,0,1,0,0,377,46,906,43,1,1,0,0,496,0,1,30,30,0,68
83000534,8300,534,3346,2633,2619,6,615,10,3,0,0,1,122,0,0,0,0,363,85,802,43,1,0,0,0,445,1,2,31,12,2,81
83000611,8300,611,3993,3221,3204,6,864,9,1,0,0,2,168,0,0,0,0,342,62,944,67,0,0,0,0,616,0,1,39,23,1,65
83000413,8300,413,536,383,381,1,54,3,0,0,0,0,22,0,0,0,0,52,21,150,0,0,0,0,0,50,0,0,4,6,0,19
37950001,3795,1,787,716,715,1,0,5,0,0,0,0,546,0,0,0,0,0,1,67,0,0,0,0,0,1,0,0,1,92,0,2
5640001,564,1,501,383,382,1,155,1,1,0,0,0,7,0,0,0,0,8,3,12,153,0,0,0,0,26,0,0,14,0,0,2
3540001,354,1,678,451,451,1,276,0,1,0,0,1,22,1,0,0,0,21,17,23,49,1,1,0,0,28,0,0,10,0,0,0
3900001,390,1,829,637,634,2,363,1,0,0,0,0,20,0,0,0,0,26,10,70,39,0,0,0,0,95,0,0,4,0,0,6
4440001,444,1,379,261,259,1,164,0,1,0,0,0,5,0,0,0,0,17,2,12,39,0,0,0,0,14,0,0,2,3,0,0
11610001,1161,1,5617,3318,3285,9,75,0,3070,0,1,0,5,1,1,0,12,16,1,19,29,1,2,1,31,5,0,3,1,3,2,6
11610007,1161,7,1971,1122,1105,3,69,0,918,0,0,1,5,0,0,0,7,17,1,2,38,0,0,1,11,27,1,1,1,0,1,4
11610011,1161,11,4569,2562,2520,7,57,3,2104,3,1,0,6,1,1,0,13,17,2,12,164,1,2,3,50,45,3,7,5,3,7,10
11610003,1161,3,9582,5837,5777,16,29,0,5405,1,2,0,3,1,0,0,17,47,4,25,91,3,5,6,68,15,3,6,2,10,1,33
11610009,1161,9,1690,928,919,3,18,0,821,0,0,2,3,0,0,0,12,16,6,13,8,0,0,0,10,1,1,1,0,3,1,3
11610004,1161,4,1930,989,979,3,54,0,611,0,1,2,2,0,0,0,35,10,2,9,198,0,1,0,21,10,2,8,2,1,1,9
11610008,1161,8,1152,666,660,2,9,0,583,0,0,0,1,0,0,0,0,1,0,9,40,1,1,1,10,0,0,0,0,1,0,3
20510001,2051,1,413,332,332,1,14,2,0,0,0,0,38,0,0,0,0,31,4,170,0,0,0,0,0,8,0,0,1,13,0,51
20160001,2016,1,221,152,150,1,5,5,0,0,0,0,13,0,0,0,0,26,0,68,1,0,0,1,0,1,0,0,1,1,0,28
3620001,362,1,457,305,301,1,168,0,0,0,0,0,11,0,0,0,0,7,2,5,80,0,0,0,0,25,0,0,2,0,0,1
5390001,539,1,622,498,493,1,2,0,480,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,6,0,0,0,0,0,0
9970001,997,1,1191,466,452,2,111,0,181,0,0,1,3,0,0,0,3,32,4,11,27,0,0,1,4,34,0,0,0,0,2,38
36190001,3619,1,190,154,154,1,31,0,0,0,0,0,54,0,0,0,0,7,2,33,3,0,0,0,0,19,0,0,2,2,0,1
8540001,854,1,283,221,217,1,10,0,0,0,0,0,10,0,0,0,0,21,4,119,0,0,0,0,0,8,0,0,4,6,0,35
84000425,8400,425,7148,5055,4999,11,752,45,5,0,0,1,260,0,0,0,0,605,312,1747,88,4,4,0,1,701,4,2,52,137,2,277
84000432,8400,432,5463,3321,3276,8,344,126,2,1,1,1,182,1,0,0,0,387,154,1357,39,2,1,1,0,210,0,6,26,148,2,285
84000422,8400,422,415,300,299,1,125,0,1,0,0,0,14,0,0,0,0,27,5,48,13,1,0,0,0,63,0,0,1,0,0,1
84000421,8400,421,2933,2110,2095,5,812,7,4,0,0,0,99,0,0,0,0,166,57,372,201,3,0,0,2,309,0,0,19,21,1,22
84000411,8400,411,7465,5179,5129,12,838,60,4,0,0,2,328,0,0,0,0,543,393,1755,110,5,0,1,0,554,0,9,66,228,1,232
84000431,8400,431,1252,879,865,2,218,8,2,0,0,0,35,0,0,0,0,88,11,264,34,0,0,1,0,109,0,1,13,32,1,48
84000113,8400,113,1166,881,876,2,231,6,1,0,0,0,59,0,0,0,0,99,23,261,25,1,0,0,0,82,0,0,5,33,1,49
84000414,8400,414,4751,3298,3276,8,1157,5,18,1,0,0,155,0,0,0,0,244,152,680,271,0,0,0,0,471,0,1,39,42,3,37
84000412,8400,412,10465,7291,7223,16,1279,830,11,0,0,2,472,0,0,0,0,465,448,1564,241,0,0,2,0,704,0,2,70,540,7,586
84000116,8400,116,7927,5368,5309,13,1200,221,12,0,0,3,494,0,0,0,0,378,376,1157,260,3,0,2,1,610,2,5,58,303,6,218
84000122,8400,122,10931,7684,7642,19,2307,197,18,0,0,2,654,0,0,0,1,513,363,1515,646,6,0,2,1,1015,2,4,68,198,6,124
84000211,8400,211,6304,4884,4852,11,436,662,1,0,0,0,1148,0,0,0,0,193,94,1037,71,3,0,2,0,280,0,2,37,509,1,376
84000212,8400,212,454,292,286,1,17,25,0,0,0,0,10,0,0,0,0,13,46,88,2,0,0,0,0,22,1,0,7,23,1,31
84000222,8400,222,4104,2548,2505,7,151,71,3,0,0,0,175,1,0,0,0,229,207,941,16,0,1,0,0,170,0,4,41,166,1,328
84000231,8400,231,2691,1895,1870,4,128,15,1,0,0,0,135,0,0,0,0,243,64,780,27,2,0,1,1,122,1,0,25,155,2,168
84000312,8400,312,5636,4277,4241,10,867,117,4,0,0,1,294,0,0,0,0,470,277,1126,103,2,0,2,0,640,2,2,54,117,13,150
84000311,8400,311,1033,763,757,2,295,4,8,0,0,0,41,0,0,0,0,52,18,160,48,0,1,0,3,106,0,0,9,4,1,7
84000123,8400,123,4338,3500,3487,7,1131,18,5,0,0,0,280,0,0,0,0,249,165,703,200,3,1,0,0,661,0,0,16,36,0,19
84000322,8400,322,5762,4070,4036,9,608,31,1,0,1,0,269,0,0,0,0,537,159,1591,81,3,0,0,0,345,0,5,62,144,1,198
84000221,8400,221,1303,989,988,2,165,7,0,0,0,0,128,0,0,0,0,91,33,300,15,1,0,0,0,151,0,0,10,38,0,49
84000214,8400,214,3389,2630,2617,6,652,10,1,0,0,0,258,0,0,0,0,230,136,697,76,1,1,2,0,434,0,0,17,60,2,40
84000213,8400,213,2131,1682,1674,3,277,19,2,0,0,0,247,0,0,0,0,149,115,476,16,0,0,0,0,176,0,1,11,113,0,72
84000424,8400,424,1239,1089,1080,2,327,3,2,0,0,0,56,0,0,0,0,123,43,240,29,0,0,0,0,231,0,1,6,3,1,15
5400001,540,1,881,496,493,2,234,0,46,0,0,0,0,0,0,0,0,92,1,7,25,0,0,0,2,79,0,1,6,0,0,0
35680001,3568,1,131,100,99,1,29,0,0,0,0,0,18,0,0,0,0,8,0,20,4,0,0,0,0,11,0,1,8,0,0,0
5420003,542,3,8081,5200,5148,12,120,2,4857,2,0,0,1,0,0,0,5,22,0,66,37,0,0,1,19,3,0,3,0,1,3,6
5420001,542,1,2136,1337,1321,3,48,0,1209,0,0,0,0,0,0,0,0,22,3,9,19,0,0,0,4,1,0,1,1,1,0,3
35650001,3565,1,454,317,315,1,20,0,0,0,0,0,53,0,0,0,0,20,11,164,1,0,0,0,0,16,0,0,11,10,0,9
6160001,616,1,683,541,539,1,153,6,1,0,0,0,15,0,0,0,0,90,6,144,31,0,0,0,0,59,0,0,17,6,0,11
9220001,922,1,5461,4691,4636,10,66,2011,0,0,0,0,98,0,0,0,0,71,41,357,3,0,0,1,0,58,0,0,10,166,0,1754
10690001,1069,1,572,459,456,1,276,3,0,0,0,0,11,0,0,0,0,29,3,41,21,3,0,0,0,64,0,0,3,0,0,2
2060001,206,1,1050,808,804,2,436,4,0,0,0,0,19,0,0,0,0,30,2,84,102,0,0,0,0,117,0,0,3,5,1,1
7350001,735,1,522,385,384,1,151,1,1,0,0,0,37,0,0,0,0,37,4,45,30,0,0,0,0,60,0,0,2,9,1,6
4450001,445,1,780,620,619,1,310,1,1,0,0,2,6,0,0,0,0,16,3,19,158,2,0,0,0,82,0,0,17,1,0,1
3720001,372,1,421,305,303,1,102,3,0,0,0,0,4,0,0,0,0,45,5,78,14,0,0,0,0,30,0,1,9,7,0,5
47020001,4702,1,419,324,324,1,171,0,1,0,0,0,9,0,0,0,0,20,3,29,12,1,0,0,0,61,0,1,14,1,1,0
85000013,8500,13,6357,4325,4204,12,284,42,272,0,0,1,195,1,1,0,0,320,822,1559,54,0,0,1,11,262,2,6,38,115,3,215
85000023,8500,23,5359,3450,3391,9,504,24,741,1,1,0,103,2,0,0,1,231,147,1088,73,0,0,1,10,139,2,2,20,45,2,254
85000034,8500,34,3631,2205,2167,6,204,31,86,1,0,0,107,0,0,0,0,208,66,981,26,0,1,1,6,96,1,1,15,51,6,279
85000024,8500,24,4228,2898,2870,7,369,23,218,0,0,0,138,1,0,0,0,298,82,1222,55,0,1,0,6,153,0,4,26,37,1,236
85000035,8500,35,5840,3527,3461,10,170,40,288,0,1,0,141,0,1,0,1,272,179,1640,22,0,0,1,2,101,1,8,43,71,6,473
85000032,8500,32,3829,2366,2321,6,125,23,362,0,0,0,102,0,0,0,0,211,55,938,12,0,0,1,5,74,0,4,19,47,3,340
85000015,8500,15,1999,1250,1230,4,41,2,988,0,0,0,7,0,0,0,0,10,7,122,18,0,0,1,8,4,0,2,2,5,0,13
85000043,8500,43,8041,5033,4928,14,340,66,331,3,0,1,176,1,0,0,0,504,230,2340,35,3,4,3,8,195,2,11,31,110,2,532
85000041,8500,41,3343,2647,2634,5,242,41,4,0,0,0,169,0,0,0,0,322,66,1296,10,1,0,0,0,219,0,1,15,43,0,205
85000016,8500,16,827,401,388,2,9,2,296,0,1,2,4,0,0,0,0,15,0,29,2,0,0,0,3,2,1,0,2,3,0,17
85000045,8500,45,1108,701,697,2,13,0,659,0,0,1,2,0,0,0,0,1,0,4,7,0,2,0,3,0,0,1,1,1,0,2
85000042,8500,42,1664,1140,1118,3,61,9,57,2,0,1,50,1,0,0,0,87,54,534,6,0,0,0,1,73,0,1,10,24,3,144
85000014,8500,14,1318,850,828,2,78,17,39,0,0,0,42,0,0,0,0,97,28,365,7,0,0,1,1,49,0,1,8,16,1,78
85000017,8500,17,1261,638,622,2,45,11,4,0,0,0,29,0,0,0,0,45,45,301,2,1,0,1,0,18,0,1,7,18,1,93
85000033,8500,33,1165,809,799,2,102,9,43,0,0,0,44,1,0,0,0,90,23,369,7,0,0,0,1,43,0,0,9,13,0,45
85000031,8500,31,1739,1199,1179,3,96,16,5,0,0,0,63,3,0,0,0,128,166,536,7,0,0,0,0,78,0,1,13,6,0,61
85000011,8500,11,981,642,633,2,9,1,601,0,0,0,0,0,0,0,0,4,0,1,4,0,0,0,3,0,0,4,2,2,0,2
86000123,8600,123,4065,3009,2997,7,1096,21,11,1,1,1,96,0,1,0,0,285,24,584,275,5,0,0,0,517,0,0,18,21,1,39
86000112,8600,112,3074,2250,2234,5,869,10,5,0,0,1,75,0,0,0,0,161,28,414,218,0,0,0,0,386,0,6,22,20,1,18
86000132,8600,132,4698,3347,3333,8,1259,25,12,0,1,1,151,0,1,0,0,307,63,497,323,2,1,0,0,570,0,1,48,30,3,38
86000222,8600,222,2990,2292,2283,5,674,27,3,0,0,0,183,0,0,0,0,239,39,566,86,1,0,0,0,345,0,0,23,40,1,56
86000312,8600,312,4073,3205,3187,7,1153,16,6,0,0,1,123,0,0,0,0,268,42,697,155,1,0,2,0,617,0,1,24,16,2,63
86000136,8600,136,1523,904,898,3,271,10,4,0,0,1,48,0,0,0,0,90,29,196,75,0,0,0,0,116,0,0,8,19,2,29
86000113,8600,113,4635,3131,3113,7,837,35,16,0,0,0,161,0,0,0,1,387,90,768,143,2,0,0,0,473,0,0,34,33,3,130
86000115,8600,115,3387,2143,2130,6,610,18,6,0,0,0,94,0,0,0,0,261,65,601,105,2,0,0,2,244,0,1,22,28,0,71
86000137,8600,137,4330,2718,2705,8,784,22,8,0,0,1,128,1,1,0,0,286,133,630,173,0,1,1,1,377,2,1,39,44,3,69
86000131,8600,131,1474,1027,1015,3,346,2,4,0,0,0,50,0,0,0,0,90,24,186,97,0,0,0,1,179,0,0,8,15,1,12
86000134,8600,134,6821,4373,4342,12,1371,29,7,0,0,0,192,0,0,0,0,420,155,983,333,4,1,0,0,662,1,5,57,46,6,70
86000124,8600,124,1144,725,720,2,163,6,4,0,0,0,44,0,0,0,0,86,17,204,31,0,0,0,0,82,0,0,16,11,1,55
86000135,8600,135,6040,3661,3626,11,1074,23,9,0,0,2,175,0,0,0,0,352,186,892,243,2,0,0,0,498,1,2,58,35,3,71
