stat08,semel,sa,eligible,voted,valid,n_ballots,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
2290001,229,1,3715,2943,2928,6,349,206,0,0,0,0,6,24,0,2,335,2,47,498,101,0,0,56,0,0,0,620,29,1,0,0,3,38,143,1,1,19,7,440
2290002,229,2,1676,1289,1278,3,283,7,0,0,3,0,1,13,0,2,71,0,34,220,86,0,1,5,0,0,0,388,0,0,0,0,0,22,106,0,0,13,1,22
8420001,842,1,563,421,414,1,122,0,0,0,0,0,7,7,0,0,3,1,27,7,177,0,0,0,0,0,0,45,0,0,0,0,0,0,13,0,0,5,0,0
4630001,463,1,456,313,313,1,113,0,0,0,0,0,10,4,0,0,4,0,2,13,108,0,0,2,0,0,0,24,0,0,0,0,0,1,24,0,0,6,1,1
390001,39,1,249,182,181,1,8,2,0,0,0,0,0,2,0,0,16,0,0,89,0,0,0,3,0,0,0,6,1,0,0,0,0,7,0,0,0,2,1,44
11290001,1129,1,304,191,190,1,79,0,0,0,0,0,3,2,0,0,7,0,3,10,30,0,1,0,0,0,0,33,0,0,0,0,0,2,13,0,0,7,0,0
40220001,4022,1,180,126,126,1,34,0,0,0,0,0,0,3,0,0,12,0,2,14,20,0,0,1,0,0,0,25,0,0,0,0,0,2,7,0,0,5,0,1
5740001,574,1,1037,759,756,2,215,0,0,0,1,0,11,7,0,3,31,0,21,140,71,0,0,2,0,0,2,178,0,0,0,0,0,9,46,0,0,9,4,6
3050001,305,1,440,295,293,1,163,0,0,0,0,1,1,3,0,0,6,1,6,23,25,0,0,0,0,0,0,38,0,0,0,0,0,1,17,0,0,6,1,1
3400001,340,1,447,317,314,1,98,0,0,0,0,0,0,11,0,0,3,0,2,16,98,0,0,0,0,0,0,54,0,0,0,0,0,2,25,0,1,3,1,0
1280001,128,1,192,141,140,1,37,2,0,0,0,0,0,3,0,0,9,0,9,12,14,0,0,3,0,0,0,38,0,0,0,0,0,1,8,0,0,1,0,3
4940005,494,5,11066,6405,6330,17,526,2,113,9,10,1,218,7,0,1,18,1,2999,814,323,1,0,1,3,46,0,433,15,2,0,4,4,6,337,2,18,60,3,353
1460001,146,1,228,164,164,1,60,1,0,0,0,0,0,1,0,1,9,0,1,26,1,0,0,0,0,0,0,39,0,0,0,0,0,8,11,1,0,1,0,4
4890001,489,1,5754,3345,3327,9,56,3,958,0,0,0,712,0,0,0,4,0,29,11,69,1,0,2,0,1229,1,15,0,1,0,0,1,4,103,1,4,4,0,119
8490001,849,1,443,358,358,1,109,0,0,0,0,0,0,4,0,1,11,0,2,16,106,0,0,4,0,0,0,62,1,0,0,0,0,5,32,0,0,5,0,0
4070001,407,1,248,182,179,1,87,1,0,0,0,0,1,0,0,0,6,0,5,12,8,0,0,1,0,0,0,32,0,0,0,0,0,0,17,0,0,5,1,3
620001,62,1,535,362,358,1,189,0,1,0,0,0,1,8,0,1,13,0,5,18,31,0,0,0,0,0,0,63,0,0,0,0,0,4,16,0,0,2,4,2
790001,79,1,502,377,375,1,197,1,0,0,0,0,0,5,0,0,7,1,4,28,31,2,0,2,0,0,0,54,1,1,0,0,0,3,24,0,0,10,2,2
10670001,1067,1,347,205,205,1,3,6,0,0,0,0,0,0,0,0,22,0,28,89,1,0,0,0,0,0,0,6,5,0,0,0,0,1,4,0,0,0,0,40
37470001,3747,1,696,586,585,1,4,5,0,0,0,0,0,0,0,0,455,0,0,41,1,0,0,57,0,0,0,3,2,0,0,0,0,3,1,0,0,8,0,5
7380001,738,1,267,196,195,1,36,0,0,0,0,0,1,4,0,0,10,0,15,37,8,0,0,1,0,0,0,52,1,0,0,0,0,4,23,0,0,1,2,0
3360001,336,1,500,365,361,1,149,0,0,0,0,0,5,7,0,0,3,0,56,7,50,0,0,2,0,0,0,47,0,0,0,0,0,5,24,1,0,4,0,1
4750001,475,1,388,151,151,1,23,0,66,0,0,0,6,0,0,0,1,0,0,1,17,0,0,0,0,22,0,0,0,0,0,0,0,0,2,0,2,1,0,10
4920001,492,1,6048,5001,4986,10,36,12,952,0,1,2,1702,1,0,1,4,2,164,98,42,0,2,1,0,1659,1,17,0,1,0,1,1,4,165,4,37,4,0,72
22000002,2200,2,1787,909,891,3,43,3,0,0,0,0,0,4,0,3,168,11,13,283,3,2,0,27,0,3,0,107,4,0,0,1,2,17,31,0,0,7,4,155
22000006,2200,6,3565,1910,1875,6,111,6,0,0,2,0,1,5,0,4,261,39,29,677,7,0,3,31,0,2,1,267,14,3,0,1,0,27,58,4,3,33,4,282
22000001,2200,1,585,305,298,1,18,3,0,0,3,0,1,0,0,0,29,0,2,75,0,1,0,5,0,0,1,44,8,0,0,0,0,8,17,0,0,2,0,81
22000007,2200,7,4545,2433,2380,8,159,18,1,0,7,0,1,12,0,5,305,26,33,707,15,2,0,36,1,3,0,357,14,2,0,2,3,69,88,1,2,29,6,476
22000004,2200,4,3208,1569,1528,5,70,2,0,0,1,1,1,1,0,4,165,35,25,512,8,4,0,18,2,3,0,184,21,0,0,3,3,20,38,0,1,13,3,390
22000005,2200,5,1782,909,881,3,39,0,0,0,3,1,0,0,0,3,93,15,8,293,3,0,0,10,1,1,1,135,17,1,0,2,3,12,21,1,0,6,2,210
22000003,2200,3,1668,751,725,3,42,5,1,0,4,0,0,2,0,2,62,8,9,251,9,1,2,11,1,8,1,62,13,0,0,0,0,10,36,3,1,1,1,179
22000011,2200,11,2004,915,895,4,41,4,0,1,2,0,0,1,0,2,94,14,20,353,6,0,1,10,1,0,1,111,7,1,0,1,6,12,19,1,2,12,0,172
22000008,2200,8,1613,808,791,3,54,1,0,0,1,0,1,3,0,2,101,23,9,255,5,0,1,9,0,4,0,88,8,4,0,4,1,21,30,0,1,6,1,158
22000009,2200,9,3591,2369,2336,6,128,3,0,0,3,0,0,8,0,2,406,8,40,701,9,2,0,49,0,3,43,367,9,0,0,1,1,56,97,3,1,18,2,376
22000012,2200,12,2415,1312,1281,4,66,5,0,0,3,1,0,6,0,1,247,22,19,304,6,1,0,26,0,2,2,199,5,0,0,2,2,29,39,1,0,13,0,280
20630001,2063,1,308,198,196,1,13,1,0,0,0,0,0,1,0,0,23,0,7,92,4,0,0,2,0,0,0,17,0,0,0,0,0,5,6,0,0,2,0,23
3000001,300,1,670,492,488,2,134,0,0,0,0,0,3,16,0,0,3,0,8,9,210,0,0,1,0,0,0,63,1,0,0,1,0,2,32,0,0,1,3,1
4310001,431,1,557,345,339,1,0,2,1,0,0,0,0,0,0,1,84,0,3,148,0,0,0,11,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,84
13170001,1317,1,254,132,126,1,1,0,80,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,1,0,2,0,0,0
3030001,303,1,460,337,333,1,105,0,0,0,0,0,2,7,0,0,3,0,1,9,117,0,1,6,0,0,0,53,0,0,0,0,0,2,20,1,0,6,0,0
3020001,302,1,550,436,436,1,202,0,0,0,0,0,2,9,0,1,10,0,5,29,49,0,0,0,0,0,1,88,1,0,0,0,1,1,28,0,0,8,0,1
12410001,1241,1,260,168,168,1,33,0,0,0,0,0,0,7,0,1,23,1,8,33,2,0,0,0,0,0,0,35,0,0,0,0,0,0,16,0,0,4,2,3
13490001,1349,1,343,211,208,1,44,0,71,0,0,1,6,0,0,1,2,0,0,2,2,1,0,0,1,57,0,3,0,0,0,1,0,2,2,0,3,0,0,9
7020001,702,1,167,106,105,1,47,1,0,0,0,0,0,11,0,0,4,0,0,11,5,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,2,1,4
6750001,675,1,279,202,201,1,70,0,0,0,0,0,0,2,0,1,5,0,1,18,28,0,0,0,0,0,0,53,0,0,0,0,0,0,20,0,0,3,0,0
3560001,356,1,544,392,389,1,152,0,0,0,0,0,0,27,0,2,11,0,4,35,33,0,1,2,0,0,0,79,1,0,0,0,0,2,35,0,0,0,2,3
1910001,191,1,426,356,355,1,75,1,1,0,0,0,0,5,0,0,9,0,9,33,58,0,1,2,0,0,0,125,0,0,0,0,0,2,31,0,0,0,1,2
97000021,9700,21,3525,2629,2615,5,542,8,0,0,3,0,11,41,0,8,99,7,81,403,197,0,1,14,0,0,1,839,6,0,0,0,1,24,248,1,1,19,5,55
97000015,9700,15,4860,3487,3471,8,762,6,1,0,3,0,6,56,0,6,139,3,80,672,281,0,1,18,3,0,3,973,15,1,0,0,1,42,258,0,0,46,5,90
97000022,9700,22,2515,1905,1887,5,366,6,0,0,3,0,6,20,0,4,75,1,52,316,171,1,0,12,1,0,0,535,5,0,0,1,0,23,165,1,0,9,3,111
97000024,9700,24,3397,2515,2495,5,491,8,2,0,2,1,8,39,0,3,115,5,84,429,194,0,2,25,0,0,1,702,52,0,0,0,0,34,182,0,3,28,8,77
97000033,9700,33,1663,1176,1164,3,200,8,0,0,2,0,2,20,0,1,89,0,38,291,87,1,1,2,1,0,0,216,26,1,0,1,1,11,52,1,0,20,4,88
97000032,9700,32,2110,1582,1560,3,225,3,0,0,0,0,5,14,0,1,69,19,58,386,125,0,0,2,1,0,0,408,20,0,0,0,1,19,133,0,3,11,2,55
97000014,9700,14,732,540,539,1,119,2,0,0,0,0,2,9,0,0,22,1,14,110,43,0,0,3,0,1,0,151,2,0,0,1,0,4,36,0,1,9,1,8
97000013,9700,13,1154,918,913,2,167,2,0,0,1,0,2,12,0,1,43,1,20,158,67,0,0,10,0,0,1,304,1,0,0,1,0,9,92,0,1,6,4,10
97000011,9700,11,5302,3882,3867,10,615,25,1,0,4,0,14,36,0,6,271,3,99,870,231,1,0,45,1,1,0,925,57,1,0,3,3,53,232,5,3,61,10,291
97000012,9700,12,3195,2607,2591,6,492,7,0,0,2,0,1,31,0,3,118,0,65,419,170,0,0,17,0,0,0,913,10,0,0,2,1,20,225,1,2,15,3,74
97000023,9700,23,1620,1104,1094,3,196,5,1,0,1,0,0,12,0,5,72,3,30,283,55,0,0,17,0,0,0,243,13,0,0,0,0,16,87,1,0,9,1,44
97000031,9700,31,6967,5440,5425,11,1104,4,1,0,5,0,10,49,0,3,171,8,157,914,380,0,0,25,1,0,0,1888,4,2,0,0,3,46,503,2,1,49,8,87
7260001,726,1,485,278,273,1,32,3,0,0,0,0,0,3,0,0,30,0,9,115,4,0,0,6,0,0,0,22,0,0,0,0,0,2,18,2,0,1,1,25
11860001,1186,1,1126,924,924,2,42,2,0,0,0,0,1,2,0,0,522,0,2,140,9,0,0,23,0,0,0,64,2,0,0,0,0,44,54,0,1,5,0,11
2500001,250,1,850,574,570,2,228,0,0,0,0,0,2,22,0,0,7,0,3,9,186,0,0,6,0,0,1,58,1,0,0,0,0,1,37,0,1,5,1,2
3070001,307,1,452,355,353,1,6,2,0,0,0,0,0,0,0,0,234,0,2,50,1,0,0,32,0,0,0,2,0,0,0,0,0,7,2,0,0,1,0,14
4340001,434,1,481,373,371,1,151,0,0,0,0,0,0,20,0,1,11,0,24,12,45,0,1,1,0,0,1,70,0,0,0,0,0,5,19,0,0,8,1,1
6840001,684,1,523,414,414,1,139,0,0,0,0,0,1,8,0,1,21,0,11,29,28,0,0,2,0,0,0,99,0,0,0,1,0,7,55,0,0,12,0,0
12080001,1208,1,422,314,312,1,118,1,0,0,0,0,3,8,0,0,12,0,2,17,51,0,0,0,0,0,0,58,0,0,0,0,0,2,16,0,0,15,8,1
3770001,377,1,566,444,443,1,113,0,0,0,0,0,1,5,0,0,5,0,6,15,179,0,0,1,0,0,1,85,0,0,0,0,0,4,22,1,1,1,1,2
6770001,677,1,591,434,433,1,133,0,0,0,1,0,3,12,0,0,11,0,8,57,42,0,0,6,1,0,0,83,0,0,0,1,0,1,61,0,0,8,1,4
4230001,423,1,585,426,424,2,123,0,0,1,0,0,3,15,0,0,9,0,3,12,153,0,0,0,0,2,0,77,0,0,0,0,0,0,11,0,4,4,3,4
37690001,3769,1,2542,2015,2006,4,397,1,0,0,0,0,13,22,0,0,95,0,85,346,210,0,0,17,1,1,2,548,1,2,0,0,1,38,186,0,0,18,1,21
36030001,3603,1,577,501,499,1,64,2,0,0,0,0,1,3,0,0,62,0,10,159,22,0,0,17,0,2,0,60,4,0,0,0,0,16,34,1,0,4,3,35
12610001,1261,1,109,81,81,1,13,0,0,0,0,0,0,9,0,0,32,1,1,2,6,0,0,5,0,0,0,4,3,0,0,0,0,0,0,0,1,1,2,1
4640001,464,1,185,91,91,1,23,0,0,0,0,0,3,1,0,0,2,0,2,2,31,0,0,0,0,0,0,19,0,0,0,0,0,1,6,0,0,0,1,0
12490001,1249,1,317,257,256,1,59,0,1,0,0,0,14,11,0,0,0,0,2,4,121,0,1,0,0,0,0,24,0,0,0,0,0,1,10,1,5,2,0,0
64000011,6400,11,4128,2382,2353,7,267,50,1,0,2,0,3,21,0,6,136,48,49,753,95,0,0,46,0,0,2,323,24,2,0,0,2,22,137,2,1,42,7,312
64000012,6400,12,2075,1377,1367,3,194,21,0,0,0,0,3,13,0,0,142,6,36,368,86,0,1,13,3,0,1,248,26,0,0,1,0,10,71,1,3,18,1,101
64000013,6400,13,4955,3535,3508,8,396,94,2,1,4,0,7,36,0,7,476,5,79,894,153,0,1,65,0,1,0,526,143,3,0,4,3,38,157,3,0,58,7,345
64000021,6400,21,4459,3237,3220,8,569,11,0,0,2,0,9,43,0,3,114,0,62,465,391,0,2,13,1,2,0,1099,8,0,0,1,1,25,331,0,4,21,9,34
64000024,6400,24,4531,3103,3080,8,565,9,0,0,4,0,6,29,0,3,114,9,81,639,271,0,2,28,0,0,0,857,7,0,0,2,2,32,238,1,0,33,7,141
64000034,6400,34,6022,3676,3622,10,618,15,0,0,4,2,1,54,0,15,218,18,80,948,221,0,1,39,1,1,1,850,9,3,0,1,2,43,255,4,1,55,9,153
64000031,6400,31,4679,3122,3105,8,475,10,2,0,3,0,10,30,0,6,157,15,71,688,215,0,1,58,1,0,0,886,10,3,0,0,1,50,260,1,1,41,8,102
64000022,6400,22,2979,2067,2058,5,354,5,1,0,3,0,8,20,0,6,111,0,51,397,187,0,1,19,0,1,0,629,3,0,0,0,0,24,170,0,3,26,2,37
64000023,6400,23,1501,1048,1043,3,144,5,1,0,1,0,0,16,0,2,63,3,22,244,83,0,0,7,0,0,1,206,13,1,0,0,0,13,69,0,0,20,3,126
64000033,6400,33,4226,2857,2841,7,486,28,1,0,3,1,6,31,0,2,240,13,87,583,194,0,0,49,0,0,2,714,9,0,0,3,1,32,206,1,3,45,13,88
64000035,6400,35,1189,831,824,2,132,10,0,0,1,0,0,8,0,3,52,0,26,179,58,0,0,11,0,0,0,226,3,0,0,0,0,11,48,1,0,11,0,44
64000043,6400,43,572,383,381,1,65,3,0,0,0,0,0,3,0,0,22,0,2,83,33,0,0,3,0,1,0,117,0,0,0,0,0,5,25,0,0,5,1,13
64000042,6400,42,3187,2107,2092,5,359,9,0,0,4,0,5,30,0,3,117,4,62,419,189,0,0,19,0,1,1,590,6,0,0,6,1,25,170,0,1,18,3,50
64000041,6400,41,3689,2496,2478,6,480,7,2,1,3,1,7,37,0,6,127,7,60,507,176,1,0,23,0,0,0,715,6,0,0,1,0,22,188,0,0,43,6,52
64000044,6400,44,4415,3253,3231,7,667,8,0,0,6,0,14,32,0,6,124,8,96,520,303,0,0,15,0,0,1,968,3,5,0,1,1,53,293,3,2,39,8,55
64000051,6400,51,4636,3305,3283,8,513,9,2,0,4,0,8,47,0,2,173,2,85,682,253,1,0,36,0,1,2,954,18,0,0,1,1,49,260,1,0,33,7,139
64000054,6400,54,2221,1740,1727,4,295,0,0,0,0,0,0,15,0,5,79,0,31,330,140,1,0,2,0,0,1,664,0,0,0,0,0,18,119,0,0,13,0,14
64000056,6400,56,2477,1698,1690,4,328,12,0,0,2,0,5,13,0,0,98,3,35,368,124,0,0,33,0,1,0,420,3,0,0,4,1,17,128,1,0,27,3,64
64000057,6400,57,2560,1576,1560,5,276,6,1,0,1,0,6,15,0,4,83,8,26,347,102,0,0,21,0,0,1,367,10,1,0,0,2,14,106,0,1,20,4,138
64000063,6400,63,2445,1696,1687,4,263,4,2,0,2,0,4,30,0,4,81,1,56,306,177,0,0,10,0,0,1,506,1,0,0,0,0,23,157,1,1,14,6,37
64000066,6400,66,4714,2896,2878,7,384,8,1,0,3,0,16,49,0,5,122,3,89,601,363,0,0,19,0,0,0,778,2,0,0,2,2,45,250,0,7,41,19,69
64000065,6400,65,1343,848,841,2,88,3,0,0,4,2,1,7,0,1,41,0,24,199,91,0,0,4,0,0,1,251,1,0,0,0,0,15,89,1,0,5,1,12
64000064,6400,64,2427,1551,1534,4,190,4,1,0,1,0,8,21,0,0,72,9,44,370,170,0,0,6,0,0,3,413,0,3,0,0,0,17,165,0,0,21,1,15
64000052,6400,52,597,391,385,1,85,3,0,0,0,0,0,2,0,2,13,0,17,57,24,0,0,1,0,0,0,118,0,0,0,0,1,6,35,0,0,3,0,18
12030001,1203,1,236,164,163,1,42,0,2,0,0,0,2,15,0,0,7,0,0,18,36,0,0,0,0,0,0,13,0,0,0,0,0,7,16,0,1,3,1,0
36390001,3639,1,171,142,139,1,17,3,0,0,0,0,1,2,0,0,38,0,2,38,1,0,0,3,0,0,0,12,0,0,0,0,0,7,7,0,0,3,0,5
11330001,1133,1,191,136,133,1,9,1,1,0,0,0,1,0,0,0,18,2,15,25,11,0,0,2,0,0,0,13,4,0,0,0,0,0,9,0,0,1,1,20
8150001,815,1,381,302,297,1,8,9,0,0,0,0,0,0,0,0,38,0,1,84,1,0,0,10,0,0,0,2,55,0,0,0,0,5,2,0,0,2,0,80
440001,44,1,268,187,185,1,7,0,0,0,0,0,0,1,0,0,11,0,12,69,0,0,0,4,0,0,0,13,0,0,0,0,0,2,2,0,0,3,0,61
5840001,584,1,550,356,353,1,88,0,0,0,0,0,3,3,0,0,9,0,11,29,120,0,0,3,0,0,0,49,0,0,0,0,0,1,31,0,1,5,0,0
7880001,788,1,753,579,575,2,45,5,0,0,0,0,0,0,0,0,45,0,9,215,9,0,0,26,0,0,0,67,6,0,0,0,0,6,27,1,0,7,0,107
93000003,9300,3,5288,3816,3793,9,712,66,0,0,1,0,17,51,0,6,294,4,56,691,311,1,1,39,1,1,1,840,13,1,0,1,0,41,247,2,1,42,10,342
93000001,9300,1,1745,1345,1335,3,252,2,0,0,1,0,2,26,0,1,80,0,29,215,126,0,0,6,0,0,0,420,2,0,0,0,0,33,115,0,0,14,1,10
93000002,9300,2,7185,5454,5421,12,921,484,0,0,3,0,9,58,0,5,379,0,95,937,412,0,0,55,0,0,2,1217,27,1,0,5,0,91,358,3,2,57,7,293
7990001,799,1,629,469,467,1,24,1,0,0,0,0,0,1,0,0,40,0,31,224,3,0,0,10,0,0,0,40,0,0,0,2,0,4,14,0,0,6,0,67
12900001,1290,1,3814,2119,2085,7,159,1,617,1,0,0,113,1,0,2,4,0,1,26,58,0,0,1,0,1038,1,2,1,1,0,0,0,9,5,4,5,0,0,35
10650001,1065,1,240,190,187,1,1,3,0,0,0,0,0,0,0,0,56,0,0,40,1,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,80
8160001,816,1,348,234,232,1,7,2,0,0,0,0,0,0,0,1,30,0,2,117,0,0,0,3,0,0,0,16,1,0,0,1,0,10,1,0,0,1,1,39
20640001,2064,1,219,136,134,1,3,5,0,0,0,0,0,0,0,0,21,0,1,68,1,0,0,2,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,28
9750001,975,1,4308,2100,2042,8,111,0,184,0,6,5,43,1,0,0,37,0,275,118,35,0,0,1,0,602,0,57,4,2,0,2,4,8,395,9,1,4,0,138
8180001,818,1,418,321,321,1,2,2,0,0,0,0,0,0,0,0,91,0,5,76,0,0,0,19,0,0,0,6,1,0,0,0,0,1,2,0,0,1,1,114
13210001,1321,1,232,102,99,1,2,0,2,0,0,0,5,0,0,0,0,0,0,5,2,0,0,0,0,64,0,4,0,0,0,0,0,0,6,0,0,0,0,9
2350001,235,1,343,230,229,1,46,0,0,0,0,0,1,12,0,0,18,0,6,27,28,0,0,0,0,0,0,53,8,0,0,0,0,5,13,0,1,3,0,8
11100001,1110,1,220,145,144,1,30,0,0,0,0,0,0,2,0,0,20,2,0,32,2,0,0,5,0,0,0,24,1,0,0,0,0,3,11,0,0,2,0,10
7170001,717,1,661,519,515,1,100,1,0,0,0,0,4,9,0,1,43,2,8,90,23,0,0,3,0,0,0,154,2,1,0,1,0,7,44,0,0,4,2,16
37640001,3764,1,254,214,214,1,0,0,0,0,0,0,0,0,0,0,152,0,0,18,0,0,0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2050001,205,1,434,358,357,1,124,0,0,0,0,0,2,8,0,0,15,0,5,20,40,0,0,2,0,0,0,105,1,0,0,1,0,0,31,0,0,2,1,0
40260001,4026,1,520,355,355,1,52,1,0,0,0,0,1,7,0,0,57,0,15,77,11,0,0,3,0,0,0,85,0,0,0,1,0,3,31,0,0,5,4,2
6180001,618,1,529,395,395,1,25,7,0,0,1,0,0,1,0,0,89,0,6,119,4,0,0,6,0,0,0,27,24,0,0,0,0,16,15,0,1,7,0,47
65000032,6500,32,5398,3251,3215,9,387,39,5,0,5,1,8,25,0,10,280,15,69,928,62,0,1,41,3,0,0,520,73,2,0,8,0,57,176,1,2,42,7,448
65000031,6500,31,7321,4357,4303,12,568,52,1,0,5,0,2,35,0,7,428,46,98,1333,91,1,1,74,2,0,3,722,37,5,0,2,2,59,301,6,3,65,11,343
65000023,6500,23,5014,3204,3185,8,386,11,3,1,2,0,5,33,0,2,387,12,79,1055,68,1,2,66,0,5,0,555,29,0,0,1,1,48,158,1,1,57,11,205
65000061,6500,61,4155,2034,2003,8,211,26,0,0,3,1,0,10,0,6,149,27,70,788,43,1,3,18,2,11,1,295,24,4,0,6,1,19,98,1,1,33,7,144
65000024,6500,24,1790,928,900,3,74,6,1,0,0,0,1,5,0,0,55,14,27,398,14,0,0,12,2,1,3,106,9,0,0,5,1,5,35,2,1,12,4,107
65000062,6500,62,1349,730,705,2,35,3,0,0,0,0,0,5,0,3,87,15,11,303,2,0,0,7,0,0,0,63,24,0,0,0,0,14,25,0,0,10,0,98
65000063,6500,63,4167,2308,2268,7,133,19,0,0,4,1,2,17,0,4,258,32,63,786,44,0,1,33,2,0,0,200,29,0,0,3,0,42,106,0,1,45,3,440
65000064,6500,64,3580,1845,1813,6,152,17,1,0,1,2,1,25,0,5,150,28,48,612,72,0,0,19,1,0,2,193,20,1,0,1,2,34,81,0,1,44,7,293
65000045,6500,45,4668,2660,2622,7,370,30,0,1,4,1,3,24,0,2,207,39,83,848,46,3,0,27,2,1,1,454,29,0,0,0,1,34,155,1,1,41,6,208
65000053,6500,53,4988,2876,2851,8,338,291,6,0,6,1,2,22,0,7,209,23,66,901,65,1,1,37,4,1,0,395,38,1,0,2,3,41,165,3,1,25,4,192
65000051,6500,51,667,293,287,1,53,4,0,0,0,0,0,0,0,0,22,5,9,85,9,0,0,4,0,1,0,50,2,0,0,0,0,3,13,0,0,2,1,24
65000043,6500,43,2993,1814,1791,5,214,128,6,1,2,1,3,22,0,4,126,6,53,494,40,2,1,12,1,0,0,285,30,0,0,7,1,29,103,3,5,28,9,175
65000042,6500,42,4381,2763,2735,7,422,69,7,0,2,1,13,25,0,1,169,9,78,715,146,0,0,27,3,2,3,557,23,0,0,6,2,39,185,0,1,28,6,196
65000041,6500,41,5981,3547,3494,10,416,26,1,0,4,2,2,26,0,13,229,87,74,1421,64,1,0,34,4,0,0,653,15,1,0,5,7,35,196,4,4,53,24,93
65000013,6500,13,4716,2916,2881,8,397,24,2,0,5,0,2,23,0,2,227,15,64,929,73,0,0,31,1,1,2,572,41,1,0,5,2,39,174,1,1,45,10,192
65000021,6500,21,2794,1466,1444,4,115,20,1,0,4,0,0,9,0,1,105,10,23,631,27,0,1,26,3,0,0,231,11,1,0,3,0,23,70,0,1,19,5,104
65000012,6500,12,1925,1109,1091,3,109,15,0,1,1,1,0,6,0,4,77,37,14,463,15,0,1,18,0,1,0,157,8,1,0,1,1,15,64,0,1,17,8,55
65000011,6500,11,1855,1017,990,3,83,4,2,1,1,0,0,12,0,3,64,17,18,454,28,1,1,3,0,0,0,137,16,1,0,2,1,8,32,0,1,23,3,74
1600001,160,1,335,247,245,1,97,0,0,0,0,0,3,2,0,0,10,0,4,25,21,0,0,3,0,0,0,58,2,0,0,0,0,7,11,0,0,1,0,1
66000225,6600,225,3154,2127,2112,5,217,13,1,1,3,1,0,15,0,1,204,5,56,724,50,2,0,22,0,0,0,281,21,4,0,1,1,17,122,2,2,18,4,324
66000114,6600,114,659,421,417,1,54,3,0,0,0,1,0,2,0,2,30,2,15,132,6,0,0,2,0,1,0,79,5,1,0,0,0,2,19,0,0,4,0,57
66000311,6600,311,1637,1076,1064,4,116,7,0,0,4,0,1,12,0,0,80,0,42,308,39,0,0,13,1,1,1,235,13,0,0,3,0,13,74,0,0,10,1,90
66000321,6600,321,3927,2402,2370,6,396,11,1,1,2,1,12,31,0,7,133,13,72,657,120,0,1,27,0,0,0,518,6,2,0,0,3,40,173,0,4,27,2,110
66000224,6600,224,1836,1251,1240,3,192,3,0,0,4,0,1,16,0,0,78,14,37,349,45,0,1,6,0,1,0,290,11,1,0,0,1,11,76,1,0,17,5,80
66000223,6600,223,4613,2836,2799,8,402,12,0,0,2,0,2,24,0,9,227,25,62,856,94,0,0,24,0,0,0,485,17,2,0,2,0,31,201,1,1,31,5,284
66000611,6600,611,14737,8251,8147,23,1023,26,1,3,17,3,4,60,0,13,482,60,232,2654,175,1,1,81,6,2,4,1445,60,6,0,4,3,107,499,7,0,91,17,1060
66000411,6600,411,2394,1371,1355,4,237,7,0,1,4,0,0,14,0,2,107,15,37,390,45,0,0,13,0,2,0,262,7,0,0,0,2,10,89,0,0,17,4,90
66000313,6600,313,3232,2015,1997,5,349,11,1,0,8,2,3,14,0,2,141,7,56,524,86,0,2,22,1,2,0,410,9,0,0,1,2,27,132,1,0,26,5,153
66000312,6600,312,2179,1454,1444,4,259,4,0,0,0,0,0,28,0,1,68,3,35,419,67,0,0,12,0,0,1,308,4,0,0,0,0,22,140,1,0,17,6,49
66000323,6600,323,6142,3629,3595,11,658,23,0,2,7,1,7,41,0,10,206,36,60,1014,138,0,2,41,0,0,64,735,7,4,0,1,0,48,232,1,2,40,5,210
66000413,6600,413,889,643,636,2,117,2,0,0,1,0,0,2,0,2,37,5,10,177,14,0,0,10,0,0,0,154,0,0,0,0,1,14,57,0,1,4,0,28
66000521,6600,521,5973,3461,3414,9,590,19,1,1,9,1,2,30,0,10,183,27,100,1044,94,0,1,28,3,2,1,690,15,0,0,6,0,34,225,2,4,24,9,259
66000314,6600,314,2870,1613,1593,5,265,7,0,0,4,0,4,21,0,4,108,8,37,481,54,0,0,19,1,0,0,305,6,3,0,1,0,16,134,1,0,18,8,88
66000623,6600,623,10496,5816,5725,19,700,29,4,0,9,1,4,57,0,13,418,41,159,1773,132,0,1,73,2,0,3,969,60,9,0,0,9,81,305,2,1,70,16,784
66000113,6600,113,2461,1361,1341,4,188,4,0,0,0,0,2,11,0,5,93,5,37,465,34,0,0,18,2,0,0,252,8,0,0,1,2,13,78,1,0,7,2,113
66000625,6600,625,6792,4125,4072,12,383,25,0,1,6,0,5,17,0,6,273,29,87,1455,66,0,1,57,0,0,1,592,30,19,0,1,0,35,168,1,1,43,6,764
66000626,6600,626,628,395,390,1,31,3,0,0,1,0,0,3,0,0,32,0,8,107,2,0,0,5,0,0,0,51,2,0,0,1,1,1,18,1,0,5,1,117
