stat08,semel,sa,eligible,voted,valid,n_ballots,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
40040001,4004,1,298,167,166,1,48,0,0,0,0,0,1,2,0,0,15,0,2,15,21,0,0,0,0,0,0,36,0,0,0,0,0,1,25,0,0,0,0,0
6730001,673,1,509,418,415,1,58,0,0,1,1,0,3,6,0,0,33,0,17,106,27,0,0,5,0,0,0,108,2,0,0,0,0,4,30,0,0,2,2,10
5070001,507,1,6760,4502,4475,10,100,2,854,1,0,0,2581,0,0,0,9,0,45,90,98,1,1,2,0,562,1,22,1,1,0,0,2,6,29,5,4,15,6,37
2330001,233,1,478,402,402,1,123,2,0,0,0,0,1,7,0,0,10,0,7,20,65,0,0,0,0,0,1,124,0,0,0,0,0,4,33,0,0,5,0,0
1400001,140,1,679,558,553,1,204,0,0,0,0,0,6,9,0,3,8,1,21,35,56,0,0,2,0,0,0,123,0,0,0,1,0,9,66,0,0,8,0,1
1680002,168,2,4300,2985,2957,7,413,13,1,0,5,0,0,40,0,3,244,3,86,804,100,1,1,36,1,2,0,630,21,0,0,3,0,49,176,3,0,39,8,275
1680003,168,3,4196,3191,3174,7,476,3,1,0,2,1,5,23,0,3,196,8,65,795,103,0,1,42,0,1,0,894,21,0,0,5,1,47,206,2,15,32,5,221
1680001,168,1,4465,3145,3126,7,467,11,0,0,1,0,6,37,0,6,263,5,65,712,100,0,0,47,1,0,0,810,29,1,0,4,2,63,192,1,1,47,6,249
850001,85,1,648,516,515,1,181,0,0,0,0,0,1,16,0,0,20,0,17,43,37,0,0,11,0,0,0,127,0,0,0,1,0,2,53,0,0,5,1,0
1700001,170,1,439,345,338,1,9,10,0,0,0,0,0,2,0,0,130,0,4,94,3,1,0,3,0,0,0,9,17,0,0,0,0,5,2,0,0,7,2,40
5080001,508,1,2272,801,780,4,253,0,9,1,1,1,1,2,0,1,4,0,58,21,79,0,0,0,0,142,0,50,6,0,0,7,1,1,88,1,1,11,3,38
5090005,509,5,7935,4814,4749,12,371,3,1589,0,0,2,1069,4,0,1,5,0,47,86,29,0,1,4,1,1244,3,5,1,1,0,0,4,9,82,1,4,1,1,181
5090002,509,2,1859,1166,1159,3,57,0,404,0,0,0,256,0,0,0,1,0,6,10,15,0,0,4,1,273,1,18,0,0,0,0,0,1,33,0,0,0,0,79
5090003,509,3,1898,1015,994,3,43,1,242,0,1,0,292,0,0,0,2,0,13,10,9,0,0,0,0,301,0,1,1,0,0,0,0,1,11,1,2,0,0,63
3870001,387,1,610,490,489,2,128,0,0,0,0,0,2,10,0,1,18,0,7,47,69,0,0,5,0,0,0,160,0,0,0,0,0,2,36,0,2,1,1,0
10950001,1095,1,367,326,325,1,7,0,0,0,0,0,0,1,0,0,222,0,5,50,0,0,0,21,0,0,0,2,1,0,0,0,0,11,0,0,0,1,0,4
980001,98,1,279,225,224,1,46,0,0,0,1,0,0,5,0,0,5,0,8,35,23,0,0,1,0,0,0,72,0,0,0,0,0,2,18,0,0,6,2,0
5100003,510,3,7186,5185,5078,11,450,0,986,0,0,1,1114,1,0,1,2,0,65,43,23,1,0,0,1,1687,2,19,0,1,0,0,1,5,15,3,18,3,0,636
5100002,510,2,1307,1001,983,2,85,2,250,0,0,1,262,0,0,0,1,0,12,11,4,0,0,2,0,258,1,16,0,0,0,1,1,1,6,2,1,5,0,61
5100001,510,1,1160,865,846,2,25,0,256,0,1,0,123,0,0,0,2,0,2,17,3,0,0,1,0,270,0,20,0,0,0,0,0,2,4,0,1,0,0,119
2740001,274,1,830,631,631,1,146,0,8,0,0,0,25,5,0,0,11,0,15,30,209,0,0,2,0,5,0,99,0,0,0,1,0,0,57,1,1,12,2,2
2970001,297,1,507,373,372,1,144,0,0,0,1,0,1,2,0,0,6,0,6,12,135,0,0,0,0,0,0,36,1,0,0,0,0,2,21,0,0,3,1,1
5120001,512,1,1439,734,724,3,60,0,244,0,0,1,13,0,0,0,0,0,20,15,19,0,0,0,0,200,0,2,0,1,0,1,0,3,28,3,3,1,1,109
7640001,764,1,419,335,335,1,104,0,0,0,0,0,1,7,0,0,6,0,9,25,36,0,0,3,0,0,0,78,0,0,0,0,1,7,50,0,0,8,0,0
3160001,316,1,676,540,537,1,95,0,0,0,0,0,2,8,0,0,18,0,14,56,84,0,0,0,0,0,0,176,0,0,0,0,0,5,62,0,0,12,2,3
3450001,345,1,431,315,313,1,151,0,0,0,0,0,3,15,0,1,4,0,1,13,44,0,0,2,0,0,0,51,0,0,0,0,0,0,19,0,0,9,0,0
69000015,6900,15,3345,2689,2674,6,552,9,1,0,2,0,5,39,0,4,134,9,82,549,172,0,0,21,1,0,1,768,8,0,0,1,1,41,186,1,0,16,1,70
69000011,6900,11,2379,1591,1574,4,134,6,0,0,2,0,1,14,0,3,103,3,27,585,58,0,1,17,0,0,0,242,31,0,0,3,0,18,82,0,0,14,2,228
69000045,6900,45,2001,1522,1512,3,287,5,1,0,2,0,2,21,0,1,100,0,36,314,88,0,1,15,0,0,0,412,14,0,0,0,0,24,127,0,1,19,6,36
69000012,6900,12,6439,4247,4215,12,653,19,0,0,5,1,6,44,0,9,251,32,76,1216,169,1,2,44,1,3,3,891,38,2,0,11,4,46,252,2,1,59,17,357
69000041,6900,41,4573,3130,3112,7,620,9,0,0,2,1,22,30,0,8,243,7,72,701,206,0,0,23,0,1,1,747,14,1,0,1,2,43,215,1,2,34,16,90
69000055,6900,55,3014,2110,2099,6,289,20,1,1,0,0,1,10,0,2,227,4,37,515,123,0,0,51,0,0,1,458,32,0,0,1,2,26,115,1,0,24,4,154
69000043,6900,43,4940,3609,3579,8,750,18,1,0,5,1,7,45,0,4,367,8,48,715,252,0,0,50,0,0,1,814,14,4,0,2,3,51,243,1,0,47,11,117
69000053,6900,53,3807,2657,2630,6,532,8,0,0,1,0,6,26,0,7,233,15,51,523,266,0,1,41,2,0,1,582,10,2,0,0,1,39,181,3,1,21,5,72
69000016,6900,16,3653,2709,2686,6,474,8,0,0,3,0,2,29,0,2,369,5,44,622,141,0,1,57,0,1,0,520,31,0,0,1,1,48,204,2,3,32,1,85
69000032,6900,32,713,514,508,1,120,0,0,0,0,0,4,11,0,0,29,1,10,89,36,0,0,1,1,0,0,120,4,1,0,0,0,5,51,0,0,4,3,18
69000033,6900,33,4899,3440,3396,8,702,13,3,0,9,0,10,37,0,8,272,8,81,765,249,0,1,37,0,1,0,769,16,4,0,0,2,56,231,0,0,36,2,84
69000031,6900,31,3081,2271,2262,5,515,9,0,1,3,0,12,29,0,3,105,0,48,419,208,0,0,17,0,0,1,610,9,0,0,0,4,34,186,0,0,19,6,24
69000021,6900,21,3089,2194,2168,5,218,21,1,0,1,0,1,18,0,1,220,4,44,728,65,0,1,26,0,1,0,281,199,1,0,3,5,26,93,2,5,15,2,186
69000022,6900,22,4629,3771,3749,9,867,13,1,1,3,0,3,45,0,6,161,2,78,626,352,0,0,19,0,2,1,1151,5,0,0,0,1,40,294,1,0,26,9,42
69000035,6900,35,6862,5053,5017,12,1136,20,4,1,9,0,18,59,0,9,205,8,113,954,485,0,1,42,0,4,0,1322,13,3,0,3,3,59,373,1,2,70,7,93
69000042,6900,42,6302,4477,4442,10,1030,22,2,0,7,1,12,58,0,14,228,19,78,873,367,1,1,49,0,0,2,1130,9,1,0,3,1,47,355,2,3,51,11,65
69000052,6900,52,2063,1464,1451,4,287,12,0,0,2,0,8,17,0,0,120,0,25,303,107,0,2,14,0,0,0,347,3,0,0,0,1,21,107,0,0,13,2,60
69000044,6900,44,4023,2568,2535,7,484,14,1,1,4,0,3,30,0,16,197,19,44,659,164,0,0,25,2,0,2,515,11,3,0,1,3,21,188,1,1,35,12,79
69000056,6900,56,1360,937,936,2,142,6,0,0,1,0,3,6,0,1,197,5,14,246,37,0,0,21,0,0,0,133,4,1,0,1,0,13,40,0,0,13,0,52
69000034,6900,34,1222,916,911,2,220,3,0,0,0,0,5,13,0,3,34,2,28,174,79,0,0,5,1,0,0,235,0,0,0,0,0,13,78,0,0,5,0,13
69000014,6900,14,254,203,203,1,48,1,0,0,0,0,0,2,0,1,22,0,3,22,17,0,0,2,0,1,0,47,1,0,0,0,0,2,29,0,0,0,0,5
1070001,107,1,100,56,56,1,8,0,0,0,0,0,0,0,0,0,9,0,0,12,5,0,0,2,0,0,0,16,0,0,0,0,0,1,2,0,0,1,0,0
2490001,249,1,844,674,667,2,138,1,0,0,1,0,2,18,0,2,21,0,28,81,56,1,0,5,0,0,0,206,6,0,0,0,0,10,73,0,0,9,2,7
8450001,845,1,640,492,492,1,128,0,1,0,0,0,5,14,0,0,15,0,163,20,72,0,0,0,0,0,0,43,1,0,0,0,0,3,22,0,1,2,1,1
34880001,3488,1,399,326,323,1,27,0,0,0,0,0,0,1,0,0,185,0,0,44,3,0,0,13,0,0,0,8,1,0,0,0,0,37,0,0,0,1,0,3
1890001,189,1,339,293,291,1,5,2,0,0,0,0,0,0,0,0,203,0,1,31,0,1,0,23,0,0,0,11,0,0,0,0,4,7,0,0,0,0,0,3
6340004,634,4,1470,773,768,2,8,0,86,0,1,2,51,0,0,0,0,0,0,1,339,0,0,0,0,267,1,1,0,0,0,0,0,0,5,1,0,1,0,4
6340001,634,1,5899,4913,4875,9,36,0,588,0,4,3,642,0,0,0,11,0,7,6,1739,1,0,0,0,1793,1,1,0,0,0,1,0,2,15,1,1,3,1,19
6340003,634,3,3193,2807,2791,6,8,0,264,0,1,0,270,0,0,0,1,0,4,3,886,0,0,1,0,1324,0,0,0,0,0,0,2,0,15,0,1,0,1,10
6340002,634,2,1194,933,928,2,5,0,86,1,18,0,107,0,0,0,0,0,0,0,290,0,0,0,0,416,0,2,0,0,0,0,0,0,3,0,0,0,0,0
3880001,388,1,333,229,228,1,59,0,0,0,0,0,0,6,0,0,18,0,4,31,15,0,0,2,0,0,0,69,1,0,0,0,0,0,18,0,1,2,0,2
6540002,654,2,5842,3993,3945,9,34,3,1972,0,0,0,496,2,0,1,5,0,171,21,149,0,0,3,2,1001,1,0,1,0,0,0,2,8,9,4,49,5,2,4
6540004,654,4,705,416,412,1,3,0,213,0,0,0,50,0,0,0,0,0,6,1,11,0,0,0,0,113,0,0,0,0,0,0,1,3,1,0,7,3,0,0
6540003,654,3,3940,2635,2617,6,15,0,1305,0,0,0,430,1,0,0,5,0,88,15,112,0,0,4,2,589,2,3,1,1,0,0,1,11,6,1,20,2,0,3
5790001,579,1,856,628,628,2,239,0,0,0,0,0,4,7,0,2,16,0,16,100,33,0,1,4,0,0,0,144,1,0,0,0,0,12,32,0,0,6,3,8
11300001,1130,1,192,126,124,1,13,1,0,0,0,0,0,0,0,0,17,0,8,36,1,0,0,0,0,0,0,15,1,0,0,0,0,5,5,0,0,1,0,21
2950001,295,1,400,270,269,1,120,0,0,0,0,0,1,6,0,0,9,1,1,11,30,0,0,3,0,0,0,61,0,0,0,0,0,0,20,0,0,5,0,1
11660001,1166,1,185,152,152,1,29,0,0,0,0,0,0,3,0,0,14,0,4,25,9,0,0,1,0,0,0,36,0,0,0,0,0,8,15,0,0,7,1,0
6050001,605,1,280,179,179,1,4,5,0,0,0,0,0,0,0,0,43,0,2,62,1,0,0,9,0,0,0,11,0,0,0,0,0,2,6,0,0,3,0,31
7430001,743,1,522,430,428,1,107,0,0,0,0,0,0,4,0,1,25,0,10,69,37,0,0,0,0,0,0,88,2,0,0,0,0,3,73,0,1,3,0,5
2670001,267,1,1698,1144,1130,3,126,4,1,0,3,0,2,12,0,3,46,1,35,144,169,1,1,5,0,0,0,360,0,0,0,0,1,17,179,0,2,9,2,7
470001,47,1,2519,1853,1846,4,462,5,0,0,1,0,5,25,0,7,144,2,45,323,98,0,0,19,0,0,0,434,4,0,0,0,1,35,164,0,2,17,2,51
35720001,3572,1,620,504,501,1,0,0,0,0,0,0,0,0,0,0,245,0,0,74,0,0,0,148,0,0,0,2,11,0,0,0,0,4,0,0,0,1,0,16
12850001,1285,1,428,299,299,1,87,2,0,0,0,0,1,3,0,0,27,0,19,39,15,0,0,4,0,0,0,58,0,0,0,0,0,6,26,0,0,3,3,6
6640001,664,1,353,250,250,1,16,2,0,0,0,0,1,0,0,0,58,0,21,93,0,0,0,4,0,0,0,22,0,0,0,0,0,2,5,0,0,3,0,23
10940001,1094,1,151,137,137,1,0,15,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11
5800001,580,1,564,430,428,1,109,1,0,0,1,0,2,9,0,0,37,0,7,57,56,0,0,1,4,2,0,94,0,0,0,0,0,7,40,0,1,0,0,0
10850001,1085,1,87,38,36,1,13,0,0,0,0,0,0,0,0,0,7,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0
12640001,1264,1,1429,1112,1109,3,235,3,0,0,0,0,4,26,0,2,46,1,34,149,167,0,0,7,0,0,0,309,0,0,0,0,0,8,99,0,1,11,4,3
37660001,3766,1,443,384,383,1,0,5,0,0,0,0,0,0,0,0,277,0,0,33,0,0,0,48,0,0,0,2,3,0,0,0,1,2,0,0,0,4,0,8
11390014,1139,14,3024,1415,1373,5,150,20,7,0,3,0,6,7,0,3,95,34,14,594,27,1,1,6,0,2,2,191,9,0,0,1,3,11,84,0,0,21,5,76
11390013,1139,13,6716,3486,3411,11,429,193,16,1,10,2,9,20,0,8,225,77,44,1425,67,1,5,27,3,11,2,417,37,1,0,2,3,25,156,3,2,64,9,117
11390012,1139,12,3121,1348,1310,5,145,26,3,0,2,1,5,10,0,3,76,38,15,578,35,1,3,16,4,5,1,201,2,3,0,2,1,4,65,3,1,21,4,36
11390021,1139,21,5106,3116,3074,9,564,38,7,2,3,1,23,24,0,5,253,38,52,908,100,0,0,46,4,5,0,576,6,2,0,2,2,42,198,2,3,41,6,121
11390032,1139,32,2312,1338,1312,5,192,50,2,1,1,1,4,7,0,4,105,15,16,443,31,0,1,16,0,0,1,252,10,0,0,0,1,9,75,0,0,26,3,46
11390035,1139,35,3868,2308,2247,7,230,56,8,0,3,0,8,16,0,2,146,61,28,1057,45,1,3,31,2,7,2,331,4,0,0,2,0,14,106,1,1,23,3,56
11390022,1139,22,1571,1175,1166,3,161,13,8,0,0,0,4,8,0,2,93,2,33,353,39,0,0,9,0,1,0,267,4,0,0,0,0,14,95,1,0,19,2,38
11390031,1139,31,2149,1349,1324,4,175,28,2,0,2,1,2,9,0,1,103,14,18,498,23,0,0,17,0,2,1,248,9,1,0,4,1,11,69,1,1,15,3,65
11390023,1139,23,1265,862,852,2,93,26,0,0,2,0,3,5,0,0,73,23,16,317,17,0,0,13,2,2,0,151,1,0,0,0,0,13,39,1,1,21,4,29
11390024,1139,24,3502,2125,2080,6,275,21,4,0,2,0,7,6,0,8,153,29,18,857,48,3,2,37,0,3,1,345,6,2,0,1,0,15,127,2,2,34,10,62
11390034,1139,34,4550,3166,3139,8,390,59,15,1,5,3,35,23,0,7,291,25,45,1068,52,3,0,26,0,7,0,708,22,1,0,0,0,25,152,7,5,39,11,114
11390033,1139,33,2408,1684,1652,4,189,38,2,0,2,0,14,8,0,2,87,22,21,767,32,0,0,16,1,0,1,269,8,1,0,0,3,16,89,3,0,22,3,36
7680001,768,1,444,312,312,1,62,0,0,0,0,0,0,7,0,0,24,0,14,39,80,0,0,4,0,0,1,38,0,0,0,0,0,4,21,1,1,4,3,9
11980001,1198,1,111,87,87,1,24,0,0,0,0,0,1,2,0,2,19,0,3,5,11,0,0,0,0,0,0,15,0,0,0,0,0,3,2,0,0,0,0,0
36560001,3656,1,243,208,208,1,0,1,0,0,0,0,0,0,0,0,168,0,0,16,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12070001,1207,1,314,242,242,1,53,0,0,0,0,0,0,0,0,0,17,0,3,45,16,0,0,1,0,0,0,74,0,0,0,0,0,1,26,0,1,2,1,2
5850001,585,1,517,391,390,1,24,2,0,0,0,0,0,1,0,0,259,0,0,38,1,0,0,12,0,1,0,10,2,0,0,0,1,25,7,0,0,2,0,5
12300001,1230,1,307,214,213,1,39,3,0,0,0,0,1,2,0,0,33,0,11,38,5,0,0,2,0,0,0,45,2,0,0,1,0,4,11,0,0,2,1,13
20230001,2023,1,375,290,289,1,82,0,0,0,0,0,0,2,0,0,3,0,1,12,93,0,0,0,0,0,0,49,0,0,0,0,0,1,36,0,0,6,0,4
3800001,380,1,567,387,387,1,89,1,0,0,0,0,2,10,0,0,12,0,3,23,161,0,0,0,0,0,0,36,1,0,0,0,0,2,35,0,2,5,2,3
7150001,715,1,392,291,291,1,98,0,0,0,0,0,1,2,0,0,4,0,7,17,88,0,0,0,0,0,0,50,0,0,0,0,0,2,21,0,0,0,0,1
12710001,1271,1,4547,3498,3489,8,713,2,3,0,5,0,22,19,0,3,217,6,157,641,212,0,0,16,0,5,0,901,2,0,0,2,1,59,409,2,1,39,9,43
70000012,7000,12,1458,839,820,3,15,1,239,0,2,0,61,0,0,0,2,0,0,15,9,1,0,0,2,450,0,5,0,0,0,0,0,1,7,0,2,3,1,4
70000015,7000,15,3443,1645,1597,6,27,3,370,0,4,0,123,0,0,2,40,1,5,170,11,3,2,6,3,732,1,8,3,0,0,6,4,4,8,5,5,2,5,44
70000021,7000,21,5192,2981,2935,9,200,21,31,2,4,1,60,12,0,9,290,29,50,1189,28,1,2,44,4,80,0,273,19,9,0,7,1,31,109,5,5,36,6,377
70000013,7000,13,3737,1981,1924,7,104,11,70,0,3,0,88,4,0,2,365,14,23,595,14,2,1,29,2,139,0,93,13,6,0,7,4,26,44,2,3,21,3,236
70000041,7000,41,5712,2901,2850,10,191,38,30,3,5,1,9,4,0,6,311,21,23,1065,16,2,1,115,4,65,3,157,26,4,0,10,2,46,94,7,6,22,8,555
70000031,7000,31,2714,1457,1440,4,149,10,14,0,0,0,5,6,0,4,200,11,23,464,14,0,2,29,0,21,0,106,13,0,0,2,0,19,45,1,0,13,0,289
70000014,7000,14,2098,1070,1049,3,44,3,116,0,1,1,102,0,0,0,89,5,2,224,8,0,0,11,1,296,0,40,1,1,0,1,0,1,18,1,1,10,5,67
70000025,7000,25,4891,3121,3089,9,292,16,24,2,1,0,39,13,0,7,385,13,71,1002,26,0,0,49,1,34,2,328,21,2,0,5,1,55,113,1,2,30,10,544
70000022,7000,22,377,201,197,1,7,0,11,0,0,0,5,0,0,0,19,3,1,76,1,0,0,3,0,8,0,14,2,0,0,0,0,2,11,0,0,2,0,32
70000032,7000,32,2581,1543,1518,4,127,1,21,0,2,0,15,4,0,1,339,4,27,422,7,0,0,48,0,50,2,85,13,0,0,2,1,18,37,0,0,9,4,279
70000044,7000,44,3662,1892,1861,7,31,12,750,0,2,3,25,3,0,0,87,1,7,249,11,0,2,84,2,277,0,25,28,0,0,1,1,14,18,2,1,5,2,218
70000054,7000,54,2288,990,970,4,47,6,21,1,1,1,6,1,0,1,89,9,14,412,15,2,0,33,0,39,1,55,8,2,0,5,0,10,28,1,1,7,3,151
70000042,7000,42,1085,801,793,2,2,142,0,0,0,0,0,1,0,0,70,0,0,95,1,0,0,332,0,0,0,6,5,2,0,0,0,3,1,1,0,2,0,130
70000051,7000,51,5444,3028,2985,9,231,19,8,2,7,0,10,5,0,32,188,79,22,1463,61,0,1,31,1,9,1,410,11,13,0,1,1,14,144,3,1,68,19,130
70000052,7000,52,4638,2683,2614,8,163,14,4,0,5,2,7,11,0,24,174,74,36,1336,41,2,3,30,4,37,1,333,6,2,0,5,1,8,106,1,3,49,10,122
70000023,7000,23,2637,1788,1767,5,121,4,13,0,0,0,18,8,0,2,175,26,20,692,33,1,0,28,2,9,0,198,15,4,0,0,0,20,80,0,3,17,5,273
520001,52,1,295,211,210,1,14,11,0,0,0,0,1,2,0,0,26,0,3,46,8,0,0,2,0,0,0,10,3,0,0,0,0,3,2,0,0,2,0,77
5950001,595,1,435,330,329,1,169,0,0,0,0,0,0,8,0,0,3,0,6,17,42,0,0,1,0,0,0,57,0,0,0,0,0,3,20,0,0,1,1,1
11710001,1171,1,351,249,249,1,92,1,0,0,0,0,1,15,0,0,8,0,4,13,37,0,2,0,0,0,0,56,0,0,0,0,0,3,11,1,2,2,1,0
12550001,1255,1,119,73,72,1,26,0,0,0,0,0,2,3,0,0,4,0,2,2,22,0,0,0,0,0,2,6,0,0,0,0,0,0,3,0,0,0,0,0
6740001,674,1,479,363,361,1,48,1,0,0,0,0,1,2,0,0,30,0,6,110,9,0,0,1,0,0,1,112,0,1,0,0,0,2,27,0,0,7,0,3
240001,24,1,458,378,377,1,117,0,1,0,1,0,0,8,0,1,17,0,12,17,61,0,0,2,0,0,0,88,0,0,0,0,0,10,35,0,0,6,0,1
13100001,1310,1,1578,1197,1194,3,246,3,0,0,1,0,3,12,0,0,72,0,17,232,102,0,0,6,1,0,0,360,5,0,0,0,0,24,84,0,0,13,5,8
11730001,1173,1,130,88,87,1,11,0,0,0,1,0,0,3,0,0,4,0,1,31,2,0,0,0,0,0,0,10,0,0,0,0,0,3,2,0,0,1,1,17
10600001,1060,1,5338,3410,3359,8,11,2,1860,1,0,1,7,0,0,0,12,1,1,5,11,0,0,6,0,1398,0,4,1,0,0,0,2,8,9,6,1,0,2,10
20550001,2055,1,714,555,553,1,105,2,0,0,0,0,0,4,0,1,40,0,23,122,42,0,1,4,0,0,0,117,21,0,0,0,0,6,39,0,0,9,2,15
1020001,102,1,99,52,52,1,13,0,0,0,0,0,0,1,0,0,7,0,1,7,5,0,0,2,0,0,0,11,0,0,0,0,0,3,0,0,0,2,0,0
7710001,771,1,364,262,262,1,33,1,0,0,0,0,1,3,0,2,21,0,8,86,11,0,0,6,0,0,0,51,0,0,0,0,0,7,24,0,0,2,1,5
35690001,3569,1,241,139,136,1,3,0,0,0,0,0,0,2,0,0,29,2,3,62,1,0,0,8,0,0,0,11,1,0,0,0,1,1,9,0,0,0,1,2
37090001,3709,1,832,748,748,2,4,40,0,0,0,0,0,0,0,0,481,0,0,35,0,0,0,115,0,0,0,3,3,0,0,0,0,6,0,0,0,3,1,57
42040001,4204,1,347,220,220,1,82,0,0,0,0,0,1,11,0,0,16,0,1,12,29,0,0,0,0,0,0,40,0,0,0,0,0,2,22,0,1,3,0,0
11410001,1141,1,185,118,118,1,1,5,0,0,0,0,0,1,0,0,46,0,0,26,4,0,0,15,0,0,0,3,1,0,0,0,0,7,0,0,0,2,0,7
10800001,1080,1,793,539,535,2,63,0,0,0,0,0,0,3,0,2,71,0,40,121,12,0,0,1,1,0,0,101,1,0,0,0,0,12,46,0,0,10,1,50
8290001,829,1,360,220,219,1,10,0,0,0,0,0,0,1,0,0,37,0,13,65,5,0,0,8,0,0,0,20,1,0,0,0,0,1,7,0,0,3,2,46
5730001,573,1,284,187,185,1,19,0,0,0,0,0,0,4,0,0,9,0,11,57,5,0,0,2,0,0,1,29,1,0,0,0,0,2,18,0,0,6,3,18
10150004,1015,4,6834,4544,4513,11,592,13,3,0,2,0,25,22,0,7,342,15,114,1482,385,1,0,97,2,3,1,576,30,7,0,1,2,82,194,15,4,32,5,459
10150002,1015,2,6751,4899,4873,11,726,24,2,0,1,0,16,35,0,7,527,3,121,1159,464,0,0,118,0,2,1,863,12,1,0,0,3,125,317,1,1,36,6,302
10150003,1015,3,2115,1601,1596,4,286,3,0,1,1,0,6,11,0,5,71,0,39,347,230,0,2,13,0,0,0,356,0,0,0,0,0,32,155,0,0,14,1,23
10150001,1015,1,1515,1210,1203,2,233,1,0,0,1,0,1,8,0,4,61,0,35,265,104,0,0,14,0,0,1,334,2,0,0,0,0,9,95,0,0,12,1,22
10150005,1015,5,1189,938,931,2,154,2,1,0,1,0,1,4,0,0,51,0,29,202,103,0,0,14,0,0,0,254,0,0,0,0,0,17,57,0,0,13,1,27
5160006,516,6,2121,1525,1519,3,123,2,446,0,0,0,525,1,0,0,0,0,8,5,11,0,0,0,0,370,1,0,0,0,0,0,3,3,3,0,0,1,1,16
5160008,516,8,6260,4598,4573,10,255,8,1610,0,1,1,1304,1,0,1,2,0,11,5,19,0,0,0,0,1181,0,14,0,0,0,0,2,12,21,0,7,8,1,109
42010001,4201,1,505,103,103,1,4,0,0,0,0,0,0,0,0,0,0,0,0,72,2,0,0,0,0,1,0,8,0,0,0,0,0,0,7,1,0,0,0,8
4810005,481,5,10626,4062,3931,16,310,12,294,0,7,1,751,5,0,3,107,0,251,508,68,0,0,8,1,468,2,90,5,2,0,3,3,14,232,9,11,6,2,758
4810001,481,1,1230,426,417,2,49,0,7,0,0,0,66,0,0,0,11,0,38,63,6,0,0,0,0,8,0,13,0,1,0,0,1,9,54,1,0,1,0,89
4810002,481,2,1481,629,613,2,50,1,22,0,0,0,108,0,0,0,20,1,39,70,11,0,0,0,0,130,0,8,1,1,0,0,1,1,38,1,1,1,0,108
6890001,689,1,753,568,565,1,76,7,0,0,0,0,2,3,0,0,37,0,27,124,27,0,0,26,0,0,0,109,1,0,0,1,0,14,56,1,0,5,2,47
8740005,874,5,4855,2943,2884,9,229,13,2,1,2,1,0,4,0,4,197,19,38,1209,31,1,3,48,4,3,1,335,13,1,0,2,1,52,109,2,4,23,7,525
8740002,874,2,3766,2083,2039,7,111,25,2,2,3,0,0,5,0,3,112,20,24,959,19,0,3,67,2,5,2,149,8,0,0,4,2,11,67,3,3,16,6,406
8740001,874,1,2144,1174,1147,3,61,27,0,0,2,1,1,2,0,4,49,23,10,541,6,0,1,65,1,1,0,71,9,0,0,1,3,7,59,5,0,13,5,179
8740003,874,3,3470,2135,2094,6,78,43,0,1,3,0,0,5,0,5,100,16,15,729,9,1,0,155,1,1,0,130,25,4,0,5,4,9,72,2,3,23,4,651
8740006,874,6,4259,2885,2849,7,229,58,0,0,4,0,2,8,0,0,261,15,51,1095,33,1,1,75,1,0,2,421,6,2,0,0,0,35,132,2,4,34,6,371
8740007,874,7,1675,1154,1134,3,89,7,0,1,3,0,0,5,0,3,97,21,15,512,8,0,0,13,0,0,1,167,6,2,0,2,0,13,50,0,0,15,4,100
35610001,3561,1,252,178,177,1,4,1,0,0,0,0,0,0,0,0,152,0,0,12,1,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
650001,65,1,1187,742,739,2,50,7,1,0,0,0,2,3,0,0,83,4,12,250,10,0,0,28,0,0,0,48,12,0,0,0,0,7,40,0,0,7,0,175
37510001,3751,1,111,69,67,1,1,1,0,0,0,0,0,1,0,0,15,0,0,25,0,0,0,8,0,0,0,7,2,0,0,2,0,1,2,0,0,2,0,0
5860001,586,1,546,435,432,1,125,0,0,0,0,0,3,3,0,0,21,0,3,35,95,0,0,3,0,0,0,100,0,0,0,0,0,1,33,0,0,8,0,2
3750001,375,1,683,573,571,1,196,0,0,0,0,0,0,21,0,1,7,0,6,25,91,0,0,2,0,0,0,166,0,0,0,0,0,1,48,0,0,7,0,0
11550001,1155,1,314,215,210,1,21,0,0,0,0,0,0,1,0,0,25,0,22,71,4,0,0,7,0,0,0,29,3,0,0,0,0,3,14,0,0,1,0,9
6950001,695,1,460,318,316,1,55,0,0,0,0,0,3,3,0,0,5,2,6,5,181,0,0,1,0,2,0,31,0,0,0,0,0,2,12,0,0,8,0,0
7220001,722,1,646,498,498,1,85,2,1,0,0,0,0,14,0,1,26,0,26,107,28,0,1,1,0,0,0,139,2,0,0,0,0,8,45,0,0,6,3,3
20290001,2029,1,484,330,328,1,29,5,0,0,0,0,0,2,0,0,54,0,31,109,4,0,0,1,0,0,0,41,10,0,0,0,0,3,10,0,0,4,0,25
